"","DX","distinct_specialty_count","code_volume_percent","concept_name"
"9071","S32599K",3,6.8295094211187e-08,"Other specified fracture of unspecified pubis, subsequent encounter for fracture with nonunion"
"9072","S32609D",3,4.45402788333828e-08,"Unspecified fracture of unspecified ischium, subsequent encounter for fracture with routine healing"
"9073","S32612B",3,5.83972544704353e-08,"Displaced avulsion fracture of left ischium, initial encounter for open fracture"
"9074","S32614A",3,4.88293427210419e-08,"Nondisplaced avulsion fracture of right ischium, initial encounter for closed fracture"
"9075","S32692B",3,2.28310170020007e-07,"Other specified fracture of left ischium, initial encounter for open fracture"
"9076","S3289XB",3,5.83972544704353e-08,"Fracture of other parts of pelvis, initial encounter for open fracture"
"9077","S3289XK",3,4.32205668679493e-08,"Fracture of other parts of pelvis, subsequent encounter for fracture with nonunion"
"9078","S33100D",3,7.55865028202075e-07,"Subluxation of unspecified lumbar vertebra, subsequent encounter"
"9079","S33111A",3,6.79651662198286e-08,"Dislocation of L1/L2 lumbar vertebra, initial encounter"
"9080","S33120A",3,1.46718977757077e-06,"Subluxation of L2/L3 lumbar vertebra, initial encounter"
"9081","S34112A",3,2.87037352481801e-08,"Complete lesion of L2 level of lumbar spinal cord, initial encounter"
"9082","S34129A",3,3.56322230667063e-08,"Incomplete lesion of unspecified level of lumbar spinal cord, initial encounter"
"9083","S3509XA",3,2.60643113173129e-08,"Other injury of abdominal aorta, initial encounter"
"9084","S35298A",3,4.05811429370821e-08,"Other injury of branches of celiac and mesenteric artery, initial encounter"
"9085","S35318A",3,3.46424390926311e-08,"Other specified injury of portal vein, initial encounter"
"9086","S35321A",3,4.35504948593077e-08,"Laceration of splenic vein, initial encounter"
"9087","S358X8A",3,5.60877585309265e-08,"Other specified injury of other blood vessels at abdomen, lower back and pelvis level, initial encounter"
"9088","S36116D",3,5.08089106691923e-08,"Major laceration of liver, subsequent encounter"
"9089","S36229A",3,3.89315029802902e-08,"Contusion of unspecified part of pancreas, initial encounter"
"9090","S3630XA",3,5.3118406608701e-08,"Unspecified injury of stomach, initial encounter"
"9091","S36428A",3,2.87037352481801e-08,"Contusion of other part of small intestine, initial encounter"
"9092","S36501A",3,6.36761023321695e-08,"Unspecified injury of transverse colon, initial encounter"
"9093","S36539A",3,6.73053102371119e-08,"Laceration of unspecified part of colon, initial encounter"
"9094","S36592A",3,2.21051754210122e-08,"Other injury of descending [left] colon, initial encounter"
"9095","S36593A",3,4.84994147296835e-08,"Other injury of sigmoid colon, initial encounter"
"9096","S36598A",3,3.92614309716486e-08,"Other injury of other part of colon, initial encounter"
"9097","S3699XA",3,3.23329431531224e-08,"Other injury of unspecified intra-abdominal organ, initial encounter"
"9098","S37001S",3,3.56322230667063e-08,"Unspecified injury of right kidney, sequela"
"9099","S37002S",3,2.87037352481801e-08,"Unspecified injury of left kidney, sequela"
"9100","S37011S",3,3.56322230667063e-08,"Minor contusion of right kidney, sequela"
"9101","S37012S",3,4.68497747728916e-08,"Minor contusion of left kidney, sequela"
"9102","S37052A",3,4.45402788333828e-08,"Moderate laceration of left kidney, initial encounter"
"9103","S37091D",3,3.13431591790472e-08,"Other injury of right kidney, subsequent encounter"
"9104","S37099D",3,1.15144868984079e-07,"Other injury of unspecified kidney, subsequent encounter"
"9105","S3710XS",3,1.14485013001362e-07,"Unspecified injury of ureter, sequela"
"9106","S3720XS",3,7.7533077969222e-08,"Unspecified injury of bladder, sequela"
"9107","S3730XS",3,1.00628037364309e-07,"Unspecified injury of urethra, sequela"
"9108","S39091A",3,6.20264623753776e-08,"Other injury of muscle, fascia and tendon of abdomen, initial encounter"
"9109","S39093A",3,2.14453194382954e-08,"Other injury of muscle, fascia and tendon of pelvis, initial encounter"
"9110","S3983XD",3,7.91827179260139e-08,"Other specified injuries of pelvis, subsequent encounter"
"9111","S40029S",3,4.5530062807458e-08,"Contusion of unspecified upper arm, sequela"
"9112","S40212S",3,2.11153914469371e-08,"Abrasion of left shoulder, sequela"
"9113","S40819D",3,6.63155262630367e-08,"Abrasion of unspecified upper arm, subsequent encounter"
"9114","S40819S",3,2.01256074728619e-08,"Abrasion of unspecified upper arm, sequela"
"9115","S40821D",3,3.0353375204972e-08,"Blister (nonthermal) of right upper arm, subsequent encounter"
"9116","S40822D",3,3.10132311876888e-08,"Blister (nonthermal) of left upper arm, subsequent encounter"
"9117","S40829A",3,3.59621510580647e-08,"Blister (nonthermal) of unspecified upper arm, initial encounter"
"9118","S40869S",3,4.02512149457238e-08,"Insect bite (nonvenomous) of unspecified upper arm, sequela"
"9119","S40922D",3,1.22073356802605e-07,"Unspecified superficial injury of left upper arm, subsequent encounter"
"9120","S40929A",3,5.50979745568514e-08,"Unspecified superficial injury of unspecified upper arm, initial encounter"
"9121","S41002S",3,5.04789826778339e-08,"Unspecified open wound of left shoulder, sequela"
"9122","S41009S",3,2.40847433691626e-08,"Unspecified open wound of unspecified shoulder, sequela"
"9123","S41019A",3,2.90336632395384e-08,"Laceration without foreign body of unspecified shoulder, initial encounter"
"9124","S41119S",3,5.44381185741346e-08,"Laceration without foreign body of unspecified upper arm, sequela"
"9125","S41132D",3,3.0353375204972e-08,"Puncture wound without foreign body of left upper arm, subsequent encounter"
"9126","S42002P",3,3.36526551185559e-08,"Fracture of unspecified part of left clavicle, subsequent encounter for fracture with malunion"
"9127","S42014A",3,3.56322230667063e-08,"Posterior displaced fracture of sternal end of right clavicle, initial encounter for closed fracture"
"9128","S42015A",3,2.83738072568217e-08,"Posterior displaced fracture of sternal end of left clavicle, initial encounter for closed fracture"
"9129","S42024S",3,2.83738072568217e-08,"Nondisplaced fracture of shaft of right clavicle, sequela"
"9130","S42025S",3,2.93635912308968e-08,"Nondisplaced fracture of shaft of left clavicle, sequela"
"9131","S42026A",3,3.99212869543654e-08,"Nondisplaced fracture of shaft of unspecified clavicle, initial encounter for closed fracture"
"9132","S42113A",3,6.69753822457535e-08,"Displaced fracture of body of scapula, unspecified shoulder, initial encounter for closed fracture"
"9133","S42121K",3,8.21520698482395e-08,"Displaced fracture of acromial process, right shoulder, subsequent encounter for fracture with nonunion"
"9134","S42131D",3,7.98425739087307e-08,"Displaced fracture of coracoid process, right shoulder, subsequent encounter for fracture with routine healing"
"9135","S42132D",3,7.78630059605804e-08,"Displaced fracture of coracoid process, left shoulder, subsequent encounter for fracture with routine healing"
"9136","S42141S",3,1.20093788854454e-07,"Displaced fracture of glenoid cavity of scapula, right shoulder, sequela"
"9137","S42211B",3,4.22307828938741e-08,"Unspecified displaced fracture of surgical neck of right humerus, initial encounter for open fracture"
"9138","S42212B",3,4.65198467815332e-08,"Unspecified displaced fracture of surgical neck of left humerus, initial encounter for open fracture"
"9139","S42215G",3,3.00234472136136e-08,"Unspecified nondisplaced fracture of surgical neck of left humerus, subsequent encounter for fracture with delayed healing"
"9140","S42222G",3,1.4153910829275e-07,"2-part displaced fracture of surgical neck of left humerus, subsequent encounter for fracture with delayed healing"
"9141","S42225S",3,1.07226597191477e-07,"2-part nondisplaced fracture of surgical neck of left humerus, sequela"
"9142","S42226A",3,3.92614309716486e-08,"2-part nondisplaced fracture of surgical neck of unspecified humerus, initial encounter for closed fracture"
"9143","S42231S",3,3.14751303755905e-07,"3-part fracture of surgical neck of right humerus, sequela"
"9144","S42232S",3,2.16762690322463e-07,"3-part fracture of surgical neck of left humerus, sequela"
"9145","S42242S",3,1.98286722806393e-07,"4-part fracture of surgical neck of left humerus, sequela"
"9146","S42251K",3,7.09345181420542e-08,"Displaced fracture of greater tuberosity of right humerus, subsequent encounter for fracture with nonunion"
"9147","S42261D",3,1.13825157018645e-07,"Displaced fracture of lesser tuberosity of right humerus, subsequent encounter for fracture with routine healing"
"9148","S42295K",3,7.62133660037884e-08,"Other nondisplaced fracture of upper end of left humerus, subsequent encounter for fracture with nonunion"
"9149","S42321G",3,1.01287893347026e-07,"Displaced transverse fracture of shaft of humerus, right arm, subsequent encounter for fracture with delayed healing"
"9150","S42332G",3,1.09866021122344e-07,"Displaced oblique fracture of shaft of humerus, left arm, subsequent encounter for fracture with delayed healing"
"9151","S42341G",3,8.64411337358986e-08,"Displaced spiral fracture of shaft of humerus, right arm, subsequent encounter for fracture with delayed healing"
"9152","S42351B",3,7.19243021161293e-08,"Displaced comminuted fracture of shaft of humerus, right arm, initial encounter for open fracture"
"9153","S42391K",3,1.20093788854454e-07,"Other fracture of shaft of right humerus, subsequent encounter for fracture with nonunion"
"9154","S42392K",3,1.47807740128559e-07,"Other fracture of shaft of left humerus, subsequent encounter for fracture with nonunion"
"9155","S42401P",3,7.22542301074877e-08,"Unspecified fracture of lower end of right humerus, subsequent encounter for fracture with malunion"
"9156","S42402P",3,5.24585506259842e-08,"Unspecified fracture of lower end of left humerus, subsequent encounter for fracture with malunion"
"9157","S42411B",3,5.50979745568514e-08,"Displaced simple supracondylar fracture without intercondylar fracture of right humerus, initial encounter for open fracture"
"9158","S42412G",3,4.52001348160996e-08,"Displaced simple supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with delayed healing"
"9159","S42416A",3,4.88293427210419e-08,"Nondisplaced simple supracondylar fracture without intercondylar fracture of unspecified humerus, initial encounter for closed fracture"
"9160","S42444D",3,8.11622858741643e-08,"Nondisplaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with routine healing"
"9161","S42461D",3,1.34280692482865e-07,"Displaced fracture of medial condyle of right humerus, subsequent encounter for fracture with routine healing"
"9162","S42462D",3,1.5176687602486e-07,"Displaced fracture of medial condyle of left humerus, subsequent encounter for fracture with routine healing"
"9163","S42471S",3,7.42337980556381e-08,"Displaced transcondylar fracture of right humerus, sequela"
"9164","S42473A",3,4.45402788333828e-08,"Displaced transcondylar fracture of unspecified humerus, initial encounter for closed fracture"
"9165","S42474D",3,1.86409315117491e-07,"Nondisplaced transcondylar fracture of right humerus, subsequent encounter for fracture with routine healing"
"9166","S42475A",3,5.77373984877185e-08,"Nondisplaced transcondylar fracture of left humerus, initial encounter for closed fracture"
"9167","S42475D",3,1.59025291834745e-07,"Nondisplaced transcondylar fracture of left humerus, subsequent encounter for fracture with routine healing"
"9168","S42491K",3,8.57812777531818e-08,"Other displaced fracture of lower end of right humerus, subsequent encounter for fracture with nonunion"
"9169","S4290XS",3,7.55535100210716e-08,"Fracture of unspecified shoulder girdle, part unspecified, sequela"
"9170","S4292XP",3,3.9591358963007e-08,"Fracture of left shoulder girdle, part unspecified, subsequent encounter for fracture with malunion"
"9171","S43006S",3,5.14687666519091e-08,"Unspecified dislocation of unspecified shoulder joint, sequela"
"9172","S43016D",3,1.04917101251968e-07,"Anterior dislocation of unspecified humerus, subsequent encounter"
"9173","S43025D",3,1.19763860863096e-07,"Posterior dislocation of left humerus, subsequent encounter"
"9174","S43031D",3,1.26692348681622e-07,"Inferior subluxation of right humerus, subsequent encounter"
"9175","S43034D",3,2.33589017881741e-07,"Inferior dislocation of right humerus, subsequent encounter"
"9176","S43035D",3,1.63644283713762e-07,"Inferior dislocation of left humerus, subsequent encounter"
"9177","S43109D",3,1.79150899307607e-07,"Unspecified dislocation of unspecified acromioclavicular joint, subsequent encounter"
"9178","S43112D",3,2.9330598431761e-07,"Subluxation of left acromioclavicular joint, subsequent encounter"
"9179","S43121D",3,2.67241673000297e-07,"Dislocation of right acromioclavicular joint, 100%-200% displacement, subsequent encounter"
"9180","S43122D",3,1.93007874944659e-07,"Dislocation of left acromioclavicular joint, 100%-200% displacement, subsequent encounter"
"9181","S43131A",3,1.05247029243327e-07,"Dislocation of right acromioclavicular joint, greater than 200% displacement, initial encounter"
"9182","S43141A",3,4.88293427210419e-08,"Inferior dislocation of right acromioclavicular joint, initial encounter"
"9183","S43142A",3,3.76117910148566e-08,"Inferior dislocation of left acromioclavicular joint, initial encounter"
"9184","S43201D",3,1.14155085010003e-07,"Unspecified subluxation of right sternoclavicular joint, subsequent encounter"
"9185","S43205A",3,5.04789826778339e-08,"Unspecified dislocation of left sternoclavicular joint, initial encounter"
"9186","S43214A",3,8.05024298914475e-08,"Anterior dislocation of right sternoclavicular joint, initial encounter"
"9187","S43301D",3,3.39825831099143e-08,"Subluxation of unspecified parts of right shoulder girdle, subsequent encounter"
"9188","S43306A",3,3.29927991358391e-08,"Dislocation of unspecified parts of unspecified shoulder girdle, initial encounter"
"9189","S43312A",3,6.2356390366736e-08,"Subluxation of left scapula, initial encounter"
"9190","S43392A",3,5.24585506259842e-08,"Subluxation of other parts of left shoulder girdle, initial encounter"
"9191","S4352XS",3,1.03597389286535e-07,"Sprain of left acromioclavicular joint, sequela"
"9192","S4360XA",3,3.69519350321398e-08,"Sprain of unspecified sternoclavicular joint, initial encounter"
"9193","S4361XD",3,1.97956794815035e-07,"Sprain of right sternoclavicular joint, subsequent encounter"
"9194","S4362XD",3,8.90805576667657e-08,"Sprain of left sternoclavicular joint, subsequent encounter"
"9195","S4380XD",3,2.58003689242262e-07,"Sprain of other specified parts of unspecified shoulder girdle, subsequent encounter"
"9196","S4382XS",3,5.17986946432675e-08,"Sprain of other specified parts of left shoulder girdle, sequela"
"9197","S4391XS",3,5.83972544704353e-08,"Sprain of unspecified parts of right shoulder girdle, sequela"
"9198","S4392XS",3,4.65198467815332e-08,"Sprain of unspecified parts of left shoulder girdle, sequela"
"9199","S4400XA",3,3.46424390926311e-08,"Injury of ulnar nerve at upper arm level, unspecified arm, initial encounter"
"9200","S4412XA",3,3.39825831099143e-08,"Injury of median nerve at upper arm level, left arm, initial encounter"
"9201","S4431XS",3,3.2003015161764e-08,"Injury of axillary nerve, right arm, sequela"
"9202","S4432XD",3,2.36228441812608e-07,"Injury of axillary nerve, left arm, subsequent encounter"
"9203","S4432XS",3,2.83738072568217e-08,"Injury of axillary nerve, left arm, sequela"
"9204","S4491XD",3,3.49723670839895e-08,"Injury of unspecified nerve at shoulder and upper arm level, right arm, subsequent encounter"
"9205","S45002A",3,2.83738072568217e-08,"Unspecified injury of axillary artery, left side, initial encounter"
"9206","S45011A",3,2.90336632395384e-08,"Laceration of axillary artery, right side, initial encounter"
"9207","S45111A",3,3.00234472136136e-08,"Laceration of brachial artery, right side, initial encounter"
"9208","S45112A",3,4.19008549025157e-08,"Laceration of brachial artery, left side, initial encounter"
"9209","S46099S",3,1.09206165139628e-07,"Other injury of muscle(s) and tendon(s) of the rotator cuff of unspecified shoulder, sequela"
"9210","S46101S",3,3.09472455894171e-07,"Unspecified injury of muscle, fascia and tendon of long head of biceps, right arm, sequela"
"9211","S46121D",3,4.87633571227703e-07,"Laceration of muscle, fascia and tendon of long head of biceps, right arm, subsequent encounter"
"9212","S46122D",3,2.50745273432377e-07,"Laceration of muscle, fascia and tendon of long head of biceps, left arm, subsequent encounter"
"9213","S46191S",3,2.18412330279255e-07,"Other injury of muscle, fascia and tendon of long head of biceps, right arm, sequela"
"9214","S46192D",3,7.71371643795919e-07,"Other injury of muscle, fascia and tendon of long head of biceps, left arm, subsequent encounter"
"9215","S46202D",3,4.19338477016516e-07,"Unspecified injury of muscle, fascia and tendon of other parts of biceps, left arm, subsequent encounter"
"9216","S46219D",3,1.73872051445872e-07,"Strain of muscle, fascia and tendon of other parts of biceps, unspecified arm, subsequent encounter"
"9217","S46292D",3,3.34217055246051e-07,"Other injury of muscle, fascia and tendon of other parts of biceps, left arm, subsequent encounter"
"9218","S46311S",3,2.90336632395384e-08,"Strain of muscle, fascia and tendon of triceps, right arm, sequela"
"9219","S46312S",3,2.37548153778042e-08,"Strain of muscle, fascia and tendon of triceps, left arm, sequela"
"9220","S46321A",3,3.00234472136136e-08,"Laceration of muscle, fascia and tendon of triceps, right arm, initial encounter"
"9221","S46901D",3,1.15804724966795e-07,"Unspecified injury of unspecified muscle, fascia and tendon at shoulder and upper arm level, right arm, subsequent encounter"
"9222","S48911A",3,3.7941719006215e-08,"Complete traumatic amputation of right shoulder and upper arm, level unspecified, initial encounter"
"9223","S48912S",3,2.47445993518794e-08,"Complete traumatic amputation of left shoulder and upper arm, level unspecified, sequela"
"9224","S48919A",3,5.90571104531521e-08,"Complete traumatic amputation of unspecified shoulder and upper arm, level unspecified, initial encounter"
"9225","S4990XS",3,7.25841580988461e-08,"Unspecified injury of shoulder and upper arm, unspecified arm, sequela"
"9226","S5010XD",3,7.39038700642797e-08,"Contusion of unspecified forearm, subsequent encounter"
"9227","S5010XS",3,4.78395587469668e-08,"Contusion of unspecified forearm, sequela"
"9228","S50319D",3,3.00234472136136e-08,"Abrasion of unspecified elbow, subsequent encounter"
"9229","S50822D",3,4.58599907988164e-08,"Blister (nonthermal) of left forearm, subsequent encounter"
"9230","S50902D",3,1.16464580949512e-07,"Unspecified superficial injury of left elbow, subsequent encounter"
"9231","S50909A",3,2.54044553345961e-08,"Unspecified superficial injury of unspecified elbow, initial encounter"
"9232","S51022D",3,2.83738072568217e-08,"Laceration with foreign body of left elbow, subsequent encounter"
"9233","S51819S",3,5.64176865222849e-08,"Laceration without foreign body of unspecified forearm, sequela"
"9234","S51829A",3,8.05024298914475e-08,"Laceration with foreign body of unspecified forearm, initial encounter"
"9235","S51851S",3,3.56322230667063e-08,"Open bite of right forearm, sequela"
"9236","S51852S",3,2.21051754210122e-08,"Open bite of left forearm, sequela"
"9237","S52001K",3,6.16965343840192e-08,"Unspecified fracture of upper end of right ulna, subsequent encounter for closed fracture with nonunion"
"9238","S52001S",3,3.59621510580647e-08,"Unspecified fracture of upper end of right ulna, sequela"
"9239","S52012A",3,2.57343833259545e-08,"Torus fracture of upper end of left ulna, initial encounter for closed fracture"
"9240","S52022E",3,9.69988294593671e-08,"Displaced fracture of olecranon process without intraarticular extension of left ulna, subsequent encounter for open fracture type I or II with routine healing"
"9241","S52031B",3,6.16965343840192e-08,"Displaced fracture of olecranon process with intraarticular extension of right ulna, initial encounter for open fracture type I or II"
"9242","S52032B",3,8.18221418568811e-08,"Displaced fracture of olecranon process with intraarticular extension of left ulna, initial encounter for open fracture type I or II"
"9243","S52034D",3,1.7222241148908e-07,"Nondisplaced fracture of olecranon process with intraarticular extension of right ulna, subsequent encounter for closed fracture with routine healing"
"9244","S52101S",3,2.57343833259545e-08,"Unspecified fracture of upper end of right radius, sequela"
"9245","S52121B",3,3.69519350321398e-08,"Displaced fracture of head of right radius, initial encounter for open fracture type I or II"
"9246","S52122G",3,4.717970276425e-08,"Displaced fracture of head of left radius, subsequent encounter for closed fracture with delayed healing"
"9247","S52126D",3,1.1481494099272e-07,"Nondisplaced fracture of head of unspecified radius, subsequent encounter for closed fracture with routine healing"
"9248","S52131K",3,7.29140860902045e-08,"Displaced fracture of neck of right radius, subsequent encounter for closed fracture with nonunion"
"9249","S52132K",3,6.30162463494528e-08,"Displaced fracture of neck of left radius, subsequent encounter for closed fracture with nonunion"
"9250","S52202G",3,6.2356390366736e-08,"Unspecified fracture of shaft of left ulna, subsequent encounter for closed fracture with delayed healing"
"9251","S52222K",3,5.93870384445105e-08,"Displaced transverse fracture of shaft of left ulna, subsequent encounter for closed fracture with nonunion"
"9252","S52241D",3,8.24819978395979e-08,"Displaced spiral fracture of shaft of ulna, right arm, subsequent encounter for closed fracture with routine healing"
"9253","S52242A",3,6.76352382284702e-08,"Displaced spiral fracture of shaft of ulna, left arm, initial encounter for closed fracture"
"9254","S52245A",3,4.81694867383252e-08,"Nondisplaced spiral fracture of shaft of ulna, left arm, initial encounter for closed fracture"
"9255","S52251B",3,7.39038700642797e-08,"Displaced comminuted fracture of shaft of ulna, right arm, initial encounter for open fracture type I or II"
"9256","S52331D",3,1.19104004880379e-07,"Displaced oblique fracture of shaft of right radius, subsequent encounter for closed fracture with routine healing"
"9257","S52334A",3,5.93870384445105e-08,"Nondisplaced oblique fracture of shaft of right radius, initial encounter for closed fracture"
"9258","S52354D",3,4.52001348160996e-08,"Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for closed fracture with routine healing"
"9259","S52355D",3,5.80673264790769e-08,"Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for closed fracture with routine healing"
"9260","S52391S",3,3.10132311876888e-08,"Other fracture of shaft of radius, right arm, sequela"
"9261","S52516A",3,3.23329431531224e-08,"Nondisplaced fracture of unspecified radial styloid process, initial encounter for closed fracture"
"9262","S52532K",3,1.03927317277893e-07,"Colles' fracture of left radius, subsequent encounter for closed fracture with nonunion"
"9263","S52552G",3,6.86250222025454e-08,"Other extraarticular fracture of lower end of left radius, subsequent encounter for closed fracture with delayed healing"
"9264","S52552S",3,1.30981412569281e-07,"Other extraarticular fracture of lower end of left radius, sequela"
"9265","S52572E",3,1.29661700603848e-07,"Other intraarticular fracture of lower end of left radius, subsequent encounter for open fracture type I or II with routine healing"
"9266","S52591K",3,5.80673264790769e-08,"Other fractures of lower end of right radius, subsequent encounter for closed fracture with nonunion"
"9267","S52592K",3,8.94104856581241e-08,"Other fractures of lower end of left radius, subsequent encounter for closed fracture with nonunion"
"9268","S52601E",3,4.68497747728916e-08,"Unspecified fracture of lower end of right ulna, subsequent encounter for open fracture type I or II with routine healing"
"9269","S52601P",3,4.78395587469668e-08,"Unspecified fracture of lower end of right ulna, subsequent encounter for closed fracture with malunion"
"9270","S52612G",3,4.42103508420245e-08,"Displaced fracture of left ulna styloid process, subsequent encounter for closed fracture with delayed healing"
"9271","S52614K",3,4.75096307556084e-08,"Nondisplaced fracture of right ulna styloid process, subsequent encounter for closed fracture with nonunion"
"9272","S52615K",3,3.7941719006215e-08,"Nondisplaced fracture of left ulna styloid process, subsequent encounter for closed fracture with nonunion"
"9273","S52616A",3,3.2003015161764e-08,"Nondisplaced fracture of unspecified ulna styloid process, initial encounter for closed fracture"
"9274","S52621D",3,4.5530062807458e-08,"Torus fracture of lower end of right ulna, subsequent encounter for fracture with routine healing"
"9275","S5290XS",3,6.13666063926608e-08,"Unspecified fracture of unspecified forearm, sequela"
"9276","S5291XG",3,3.46424390926311e-08,"Unspecified fracture of right forearm, subsequent encounter for closed fracture with delayed healing"
"9277","S5291XP",3,3.9591358963007e-08,"Unspecified fracture of right forearm, subsequent encounter for closed fracture with malunion"
"9278","S5292XG",3,3.82716469975734e-08,"Unspecified fracture of left forearm, subsequent encounter for closed fracture with delayed healing"
"9279","S53002A",3,6.16965343840192e-08,"Unspecified subluxation of left radial head, initial encounter"
"9280","S53006A",3,3.36526551185559e-08,"Unspecified dislocation of unspecified radial head, initial encounter"
"9281","S53014A",3,4.05811429370821e-08,"Anterior dislocation of right radial head, initial encounter"
"9282","S53015A",3,4.25607108852325e-08,"Anterior dislocation of left radial head, initial encounter"
"9283","S53024A",3,7.06045901506958e-08,"Posterior dislocation of right radial head, initial encounter"
"9284","S53114A",3,9.07301976235576e-08,"Anterior dislocation of right ulnohumeral joint, initial encounter"
"9285","S53115A",3,9.40294775371416e-08,"Anterior dislocation of left ulnohumeral joint, initial encounter"
"9286","S53144A",3,5.67476145136433e-08,"Lateral dislocation of right ulnohumeral joint, initial encounter"
"9287","S53145A",3,6.8295094211187e-08,"Lateral dislocation of left ulnohumeral joint, initial encounter"
"9288","S53194A",3,6.20264623753776e-08,"Other dislocation of right ulnohumeral joint, initial encounter"
"9289","S5321XD",3,1.61664715765612e-07,"Traumatic rupture of right radial collateral ligament, subsequent encounter"
"9290","S5322XD",3,1.26692348681622e-07,"Traumatic rupture of left radial collateral ligament, subsequent encounter"
"9291","S5330XA",3,3.36526551185559e-08,"Traumatic rupture of unspecified ulnar collateral ligament, initial encounter"
"9292","S53432D",3,6.8295094211187e-08,"Radial collateral ligament sprain of left elbow, subsequent encounter"
"9293","S53449A",3,8.94104856581241e-08,"Ulnar collateral ligament sprain of unspecified elbow, initial encounter"
"9294","S53499A",3,5.21286226346258e-08,"Other sprain of unspecified elbow, initial encounter"
"9295","S5400XD",3,2.04555354642203e-08,"Injury of ulnar nerve at forearm level, unspecified arm, subsequent encounter"
"9296","S55012A",3,2.11153914469371e-08,"Laceration of ulnar artery at forearm level, left arm, initial encounter"
"9297","S55911A",3,4.45402788333828e-08,"Laceration of unspecified blood vessel at forearm level, right arm, initial encounter"
"9298","S55912A",3,4.61899187901748e-08,"Laceration of unspecified blood vessel at forearm level, left arm, initial encounter"
"9299","S56129D",3,8.28119258309563e-08,"Laceration of flexor muscle, fascia and tendon of unspecified finger at forearm level, subsequent encounter"
"9300","S56211D",3,1.67273491618704e-07,"Strain of other flexor muscle, fascia and tendon at forearm level, right arm, subsequent encounter"
"9301","S56412A",3,3.13431591790472e-08,"Strain of extensor muscle, fascia and tendon of left index finger at forearm level, initial encounter"
"9302","S56422A",3,2.54044553345961e-08,"Laceration of extensor muscle, fascia and tendon of left index finger at forearm level, initial encounter"
"9303","S56511D",3,1.78161115333531e-07,"Strain of other extensor muscle, fascia and tendon at forearm level, right arm, subsequent encounter"
"9304","S56512D",3,1.09866021122344e-07,"Strain of other extensor muscle, fascia and tendon at forearm level, left arm, subsequent encounter"
"9305","S56811D",3,1.99936362763185e-07,"Strain of other muscles, fascia and tendons at forearm level, right arm, subsequent encounter"
"9306","S5702XA",3,3.9591358963007e-08,"Crushing injury of left elbow, initial encounter"
"9307","S58111A",3,5.21286226346258e-08,"Complete traumatic amputation at level between elbow and wrist, right arm, initial encounter"
"9308","S58111D",3,4.15709269111573e-08,"Complete traumatic amputation at level between elbow and wrist, right arm, subsequent encounter"
"9309","S58111S",3,3.62920790494231e-08,"Complete traumatic amputation at level between elbow and wrist, right arm, sequela"
"9310","S58112A",3,2.80438792654633e-08,"Complete traumatic amputation at level between elbow and wrist, left arm, initial encounter"
"9311","S58112D",3,2.70540952913881e-08,"Complete traumatic amputation at level between elbow and wrist, left arm, subsequent encounter"
"9312","S59001A",3,4.68497747728916e-08,"Unspecified physeal fracture of lower end of ulna, right arm, initial encounter for closed fracture"
"9313","S59091A",3,4.98191266951171e-08,"Other physeal fracture of lower end of ulna, right arm, initial encounter for closed fracture"
"9314","S59092A",3,7.15943741247709e-08,"Other physeal fracture of lower end of ulna, left arm, initial encounter for closed fracture"
"9315","S59292D",3,2.88357064447234e-07,"Other physeal fracture of lower end of radius, left arm, subsequent encounter for fracture with routine healing"
"9316","S60041D",3,3.43125111012727e-08,"Contusion of right ring finger without damage to nail, subsequent encounter"
"9317","S60042D",3,3.59621510580647e-08,"Contusion of left ring finger without damage to nail, subsequent encounter"
"9318","S60111D",3,3.06833031963304e-08,"Contusion of right thumb with damage to nail, subsequent encounter"
"9319","S60112D",3,2.70540952913881e-08,"Contusion of left thumb with damage to nail, subsequent encounter"
"9320","S60312D",3,3.49723670839895e-08,"Abrasion of left thumb, subsequent encounter"
"9321","S60410D",3,2.50745273432378e-08,"Abrasion of right index finger, subsequent encounter"
"9322","S60412D",3,3.26628711444808e-08,"Abrasion of right middle finger, subsequent encounter"
"9323","S60452D",3,2.96935192222552e-08,"Superficial foreign body of right middle finger, subsequent encounter"
"9324","S60471A",3,4.42103508420245e-08,"Other superficial bite of left index finger, initial encounter"
"9325","S60473A",3,2.54044553345961e-08,"Other superficial bite of left middle finger, initial encounter"
"9326","S60571D",3,2.73840232827465e-08,"Other superficial bite of hand of right hand, subsequent encounter"
"9327","S60821A",3,3.56322230667063e-08,"Blister (nonthermal) of right wrist, initial encounter"
"9328","S60911D",3,3.59621510580647e-08,"Unspecified superficial injury of right wrist, subsequent encounter"
"9329","S60919A",3,3.0353375204972e-08,"Unspecified superficial injury of unspecified wrist, initial encounter"
"9330","S60922D",3,1.04257245269252e-07,"Unspecified superficial injury of left hand, subsequent encounter"
"9331","S60939A",3,2.07854634555787e-08,"Unspecified superficial injury of unspecified thumb, initial encounter"
"9332","S60949D",3,2.77139512741049e-08,"Unspecified superficial injury of unspecified finger, subsequent encounter"
"9333","S61002S",3,4.28906388765909e-08,"Unspecified open wound of left thumb without damage to nail, sequela"
