question_id,question,answer_id,answer,q_ev.vaccinated,q_pt.vaccinated,a_ev.vaccinated,a_pt.vaccinated,ev_prop.vaccinated,pt_prop.vaccinated,q_ev.unvaccinated,q_pt.unvaccinated,a_ev.unvaccinated,a_pt.unvaccinated,ev_prop.unvaccinated,pt_prop.unvaccinated,ev_proportion_difference,pt_proportion_difference,lower_CI_ev,upper_CI_ev,lower_CI_pt,upper_CI_pt,p_value_ev,p_value_pt
28062,Designated key worker between 1st March 2020 and 30th November 2020,-2,Not applicable,8607,8607,638,638,0.074125712,0.074125712,399,399,16,16,0.040100251,0.040100251,0.034025461,0.034025461,0.028730266,0.039320656,0.028730266,0.039320656,0.004914542,0.004914542
28063,Keyworker occupation group,9,"Utilities, communication and financial services",1276,1276,53,53,0.04153605,0.04153605,113,113,9,9,0.079646018,0.079646018,-0.038109968,-0.038109968,-0.052349442,-0.023870493,-0.052349442,-0.023870493,0.022308954,0.022308954
28063,Keyworker occupation group,2,"Education and childcare (including supporting and teaching staff, social workers and specialist education specialists)",1276,1276,184,184,0.144200627,0.144200627,113,113,18,18,0.159292035,0.159292035,-0.015091408,-0.015091408,-0.024158642,-0.006024175,-0.024158642,-0.006024175,0.002783267,0.002783267
28063,Keyworker occupation group,3,"Key public services (justice, religious staff, journalist, and environmental staff or mortuary)",1276,1276,115,115,0.090125392,0.090125392,113,113,10,10,0.088495575,0.088495575,0.001629817,0.001629817,-0.001370224,0.004629857,-0.001370224,0.004629857,4.86E-04,4.86E-04
28063,Keyworker occupation group,4,Local and national government (delivering COVID-19 response or delivering essential public services),1276,1276,115,115,0.090125392,0.090125392,113,113,12,12,0.10619469,0.10619469,-0.016069298,-0.016069298,-0.025421044,-0.006717553,-0.025421044,-0.006717553,0.004710246,0.004710246
28063,Keyworker occupation group,5,"Food and other necessary goods (production, sales, delivery)",1276,1276,144,144,0.112852665,0.112852665,113,113,21,21,0.185840708,0.185840708,-0.072988043,-0.072988043,-0.092333567,-0.05364252,-0.092333567,-0.05364252,0.016258375,0.016258375
28063,Keyworker occupation group,7,"Transport worker (air, water, road and rail)",1276,1276,74,74,0.05799373,0.05799373,113,113,9,9,0.079646018,0.079646018,-0.021652287,-0.021652287,-0.032476853,-0.010827722,-0.032476853,-0.010827722,0.009675122,0.009675122
28063,Keyworker occupation group,8,"Utility worker (energy, sewerage, postal service)",1276,1276,26,26,0.020376176,0.020376176,113,113,6,6,0.053097345,0.053097345,-0.03272117,-0.03272117,-0.04595246,-0.019489879,-0.04595246,-0.019489879,0.035525283,0.035525283
28063,Keyworker occupation group,1,NHS and social care,1276,1276,488,488,0.382445141,0.382445141,113,113,23,23,0.203539823,0.203539823,0.178905318,0.178905318,0.150400373,0.207410263,0.150400373,0.207410263,0.012934485,0.012934485
28064,In close contact with public or co-workers between 1st March 2020 and 30th November 2020 as part of job,0,No,8607,8607,5920,5920,0.687812246,0.687812246,399,399,253,253,0.634085213,0.634085213,0.053727033,0.053727033,0.047141336,0.06031273,0.047141336,0.06031273,8.26E-04,8.26E-04
28064,In close contact with public or co-workers between 1st March 2020 and 30th November 2020 as part of job,-2,Not applicable,8607,8607,1220,1220,0.141745091,0.141745091,399,399,33,33,0.082706767,0.082706767,0.059038324,0.059038324,0.052154178,0.065922471,0.052154178,0.065922471,0.004454507,0.004454507
28064,In close contact with public or co-workers between 1st March 2020 and 30th November 2020 as part of job,1,Yes,8607,8607,1450,1450,0.168467526,0.168467526,399,399,111,111,0.278195489,0.278195489,-0.109727962,-0.109727962,-0.118856835,-0.10059909,-0.118856835,-0.10059909,0.00661495,0.00661495
28065,How often cloth face coverings used at work between 1st March 2020 and 30th November 2020,2,Some of the time,946,946,222,222,0.234672304,0.234672304,78,78,19,19,0.243589744,0.243589744,-0.008917439,-0.008917439,-0.017060508,-7.74E-04,-0.017060508,-7.74E-04,0.001183999,0.001183999
28065,How often cloth face coverings used at work between 1st March 2020 and 30th November 2020,1,Never,946,946,314,314,0.33192389,0.33192389,78,78,29,29,0.371794872,0.371794872,-0.039870982,-0.039870982,-0.05681851,-0.022923453,-0.05681851,-0.022923453,0.003717889,0.003717889
28065,How often cloth face coverings used at work between 1st March 2020 and 30th November 2020,5,All of the time,946,946,191,191,0.201902748,0.201902748,78,78,13,13,0.166666667,0.166666667,0.035236082,0.035236082,0.019265621,0.051206542,0.019265621,0.051206542,0.005521155,0.005521155
28065,How often cloth face coverings used at work between 1st March 2020 and 30th November 2020,3,Half of the time,946,946,42,42,0.044397463,0.044397463,78,78,6,6,0.076923077,0.076923077,-0.032525614,-0.032525614,-0.047891075,-0.017160153,-0.047891075,-0.017160153,0.021325489,0.021325489
28065,How often cloth face coverings used at work between 1st March 2020 and 30th November 2020,4,Most of the time,946,946,177,177,0.187103594,0.187103594,78,78,11,11,0.141025641,0.141025641,0.046077953,0.046077953,0.027917941,0.064237966,0.027917941,0.064237966,0.007825731,0.007825731
28066,How often medical face masks used at work between 1st March 2020 and 30th November 2020,2,Some of the time,946,946,181,181,0.191331924,0.191331924,78,78,13,13,0.166666667,0.166666667,0.024665257,0.024665257,0.011230408,0.038100106,0.011230408,0.038100106,0.004066072,0.004066072
28066,How often medical face masks used at work between 1st March 2020 and 30th November 2020,5,All of the time,946,946,233,233,0.246300211,0.246300211,78,78,8,8,0.102564103,0.102564103,0.143736109,0.143736109,0.113348266,0.174123951,0.113348266,0.174123951,0.01883965,0.01883965
28066,How often medical face masks used at work between 1st March 2020 and 30th November 2020,4,Most of the time,946,946,177,177,0.187103594,0.187103594,78,78,13,13,0.166666667,0.166666667,0.020436927,0.020436927,0.008181256,0.032692599,0.008181256,0.032692599,0.003440541,0.003440541
28066,How often medical face masks used at work between 1st March 2020 and 30th November 2020,1,Never,946,946,310,310,0.32769556,0.32769556,78,78,42,42,0.538461538,0.538461538,-0.210765978,-0.210765978,-0.246093751,-0.175438205,-0.246093751,-0.175438205,0.018912021,0.018912021
28067,How often respirators used at work between 1st March 2020 and 30th November 2020,1,Never,946,946,854,854,0.902748414,0.902748414,78,78,71,71,0.91025641,0.91025641,-0.007507996,-0.007507996,-0.01498519,-3.08E-05,-0.01498519,-3.08E-05,2.60E-04,2.60E-04
28068,How often eye protection used at work between 1st March 2020 and 30th November 2020,1,Never,946,946,585,585,0.618393235,0.618393235,78,78,47,47,0.602564103,0.602564103,0.015829132,0.015829132,0.005017857,0.026640407,0.005017857,0.026640407,8.01E-04,8.01E-04
28068,How often eye protection used at work between 1st March 2020 and 30th November 2020,2,Some of the time,946,946,219,219,0.231501057,0.231501057,78,78,21,21,0.269230769,0.269230769,-0.037729712,-0.037729712,-0.054234251,-0.021225173,-0.054234251,-0.021225173,0.005026048,0.005026048
28069,How often disposable medical gloves used at work between 1st March 2020 and 30th November 2020,4,Most of the time,946,946,138,138,0.145877378,0.145877378,78,78,8,8,0.102564103,0.102564103,0.043313276,0.043313276,0.025680995,0.060945557,0.025680995,0.060945557,0.009462645,0.009462645
28069,How often disposable medical gloves used at work between 1st March 2020 and 30th November 2020,5,All of the time,946,946,125,125,0.132135307,0.132135307,78,78,6,6,0.076923077,0.076923077,0.05521223,0.05521223,0.035428968,0.074995491,0.035428968,0.074995491,0.013399427,0.013399427
28069,How often disposable medical gloves used at work between 1st March 2020 and 30th November 2020,2,Some of the time,946,946,271,271,0.286469345,0.286469345,78,78,24,24,0.307692308,0.307692308,-0.021222963,-0.021222963,-0.033707085,-0.008738841,-0.033707085,-0.008738841,0.002301712,0.002301712
28069,How often disposable medical gloves used at work between 1st March 2020 and 30th November 2020,1,Never,946,946,376,376,0.397463002,0.397463002,78,78,37,37,0.474358974,0.474358974,-0.076895972,-0.076895972,-0.09997355,-0.053818394,-0.09997355,-0.053818394,0.005950436,0.005950436
28070,How often disposable gowns/one-piece overalls used at work between 1st March 2020 and 30th November 2020,2,Some of the time,946,946,119,119,0.125792812,0.125792812,78,78,8,8,0.102564103,0.102564103,0.023228709,0.023228709,0.010181366,0.036276053,0.010181366,0.036276053,0.005845693,0.005845693
28070,How often disposable gowns/one-piece overalls used at work between 1st March 2020 and 30th November 2020,1,Never,946,946,709,709,0.749471459,0.749471459,78,78,64,64,0.820512821,0.820512821,-0.071041362,-0.071041362,-0.093293253,-0.04878947,-0.093293253,-0.04878947,0.002939994,0.002939994
28071,How often alcohol-based hand sanitiser used at work between 1st March 2020 and 30th November 2020,2,Some of the time,946,946,159,159,0.16807611,0.16807611,78,78,16,16,0.205128205,0.205128205,-0.037052095,-0.037052095,-0.053413511,-0.020690679,-0.053413511,-0.020690679,0.006764063,0.006764063
28071,How often alcohol-based hand sanitiser used at work between 1st March 2020 and 30th November 2020,5,All of the time,946,946,454,454,0.479915433,0.479915433,78,78,34,34,0.435897436,0.435897436,0.044017998,0.044017998,0.026249402,0.061786593,0.026249402,0.061786593,0.00288556,0.00288556
28071,How often alcohol-based hand sanitiser used at work between 1st March 2020 and 30th November 2020,4,Most of the time,946,946,279,279,0.294926004,0.294926004,78,78,18,18,0.230769231,0.230769231,0.064156773,0.064156773,0.042932349,0.085381198,0.042932349,0.085381198,0.006900644,0.006900644
28071,How often alcohol-based hand sanitiser used at work between 1st March 2020 and 30th November 2020,3,Half of the time,946,946,40,40,0.042283298,0.042283298,78,78,6,6,0.076923077,0.076923077,-0.034639779,-0.034639779,-0.050479421,-0.018800137,-0.050479421,-0.018800137,0.023608379,0.023608379
28072,How often soap and water used at work between 1st March 2020 and 30th November 2020,4,Most of the time,946,946,262,262,0.276955603,0.276955603,78,78,18,18,0.230769231,0.230769231,0.046186372,0.046186372,0.02800604,0.064366703,0.02800604,0.064366703,0.005273152,0.005273152
28072,How often soap and water used at work between 1st March 2020 and 30th November 2020,2,Some of the time,946,946,135,135,0.142706131,0.142706131,78,78,11,11,0.141025641,0.141025641,0.00168049,0.00168049,-0.001867365,0.005228345,-0.001867365,0.005228345,3.68E-04,3.68E-04
28072,How often soap and water used at work between 1st March 2020 and 30th November 2020,5,All of the time,946,946,509,509,0.538054968,0.538054968,78,78,44,44,0.564102564,0.564102564,-0.026047596,-0.026047596,-0.039843997,-0.012251195,-0.039843997,-0.012251195,0.001507152,0.001507152
28073,Days per week meeting friends and family at an outside venue between mid-March and the end of June (i.e the first UK lockdown),2,Less than once a week,8607,8607,3725,3725,0.432787266,0.432787266,399,399,177,177,0.443609023,0.443609023,-0.010821756,-0.010821756,-0.013843679,-0.007799834,-0.013843679,-0.007799834,2.63E-04,2.63E-04
28073,Days per week meeting friends and family at an outside venue between mid-March and the end of June (i.e the first UK lockdown),5,5 or more days per week,8607,8607,212,212,0.024631114,0.024631114,399,399,7,7,0.01754386,0.01754386,0.007087255,0.007087255,0.00463711,0.009537399,0.00463711,0.009537399,0.003065634,0.003065634
28073,Days per week meeting friends and family at an outside venue between mid-March and the end of June (i.e the first UK lockdown),1,Never,8607,8607,2243,2243,0.260601836,0.260601836,399,399,107,107,0.268170426,0.268170426,-0.00756859,-0.00756859,-0.010099956,-0.005037225,-0.010099956,-0.005037225,3.06E-04,3.06E-04
28073,Days per week meeting friends and family at an outside venue between mid-March and the end of June (i.e the first UK lockdown),3,1 to 2 days per week,8607,8607,1942,1942,0.225630301,0.225630301,399,399,78,78,0.195488722,0.195488722,0.030141579,0.030141579,0.025147743,0.035135415,0.025147743,0.035135415,0.001415515,0.001415515
28073,Days per week meeting friends and family at an outside venue between mid-March and the end of June (i.e the first UK lockdown),4,3 to 4 days per week,8607,8607,472,472,0.054839084,0.054839084,399,399,29,29,0.072681704,0.072681704,-0.01784262,-0.01784262,-0.02170911,-0.013976129,-0.02170911,-0.013976129,0.003372431,0.003372431
28074,Days per week meeting friends and family at an outside venue between the start of July and mid-September,5,5 or more days per week,8607,8607,273,273,0.031718369,0.031718369,399,399,18,18,0.045112782,0.045112782,-0.013394413,-0.013394413,-0.016752027,-0.010036799,-0.016752027,-0.010036799,0.004352336,0.004352336
28074,Days per week meeting friends and family at an outside venue between the start of July and mid-September,1,Never,8607,8607,867,867,0.100731962,0.100731962,399,399,57,57,0.142857143,0.142857143,-0.042125181,-0.042125181,-0.047992266,-0.036258095,-0.047992266,-0.036258095,0.004311132,0.004311132
28074,Days per week meeting friends and family at an outside venue between the start of July and mid-September,3,1 to 2 days per week,8607,8607,2912,2912,0.338329267,0.338329267,399,399,124,124,0.310776942,0.310776942,0.027552325,0.027552325,0.022771428,0.032333221,0.022771428,0.032333221,8.61E-04,8.61E-04
28074,Days per week meeting friends and family at an outside venue between the start of July and mid-September,4,3 to 4 days per week,8607,8607,877,877,0.101893807,0.101893807,399,399,22,22,0.055137845,0.055137845,0.046755963,0.046755963,0.040589762,0.052922164,0.040589762,0.052922164,0.004912872,0.004912872
28074,Days per week meeting friends and family at an outside venue between the start of July and mid-September,2,Less than once a week,8607,8607,3667,3667,0.426048565,0.426048565,399,399,176,176,0.441102757,0.441102757,-0.015054192,-0.015054192,-0.018610767,-0.011497616,-0.018610767,-0.011497616,3.72E-04,3.72E-04
28075,Days per week meeting friends and family at an outside venue between mid-September and the end of October,5,5 or more days per week,8607,8607,209,209,0.024282561,0.024282561,399,399,8,8,0.020050125,0.020050125,0.004232435,0.004232435,0.002336292,0.006128579,0.002336292,0.006128579,0.00184975,0.00184975
28075,Days per week meeting friends and family at an outside venue between mid-September and the end of October,1,Never,8607,8607,1518,1518,0.176368072,0.176368072,399,399,75,75,0.187969925,0.187969925,-0.011601852,-0.011601852,-0.014729564,-0.00847414,-0.014729564,-0.00847414,6.91E-04,6.91E-04
28075,Days per week meeting friends and family at an outside venue between mid-September and the end of October,3,1 to 2 days per week,8607,8607,2342,2342,0.272104101,0.272104101,399,399,109,109,0.273182957,0.273182957,-0.001078856,-0.001078856,-0.002037692,-1.20E-04,-0.002037692,-1.20E-04,4.18E-05,4.18E-05
28075,Days per week meeting friends and family at an outside venue between mid-September and the end of October,2,Less than once a week,8607,8607,3905,3905,0.453700476,0.453700476,399,399,183,183,0.458646617,0.458646617,-0.00494614,-0.00494614,-0.006995195,-0.002897085,-0.006995195,-0.002897085,1.15E-04,1.15E-04
28075,Days per week meeting friends and family at an outside venue between mid-September and the end of October,4,3 to 4 days per week,8607,8607,615,615,0.071453468,0.071453468,399,399,23,23,0.05764411,0.05764411,0.013809358,0.013809358,0.01040085,0.017217866,0.01040085,0.017217866,0.002052436,0.002052436
28076,Days per week meeting friends and family at an outside venue between the start of November and the start of December,2,Less than once a week,8607,8607,3489,3489,0.405367724,0.405367724,399,399,147,147,0.368421053,0.368421053,0.036946671,0.036946671,0.0314372,0.042456143,0.0314372,0.042456143,9.64E-04,9.64E-04
28076,Days per week meeting friends and family at an outside venue between the start of November and the start of December,1,Never,8607,8607,3000,3000,0.348553503,0.348553503,399,399,154,154,0.385964912,0.385964912,-0.037411409,-0.037411409,-0.042954086,-0.031868733,-0.042954086,-0.031868733,0.001125391,0.001125391
28076,Days per week meeting friends and family at an outside venue between the start of November and the start of December,4,3 to 4 days per week,8607,8607,373,373,0.043336819,0.043336819,399,399,13,13,0.032581454,0.032581454,0.010755365,0.010755365,0.007742626,0.013768105,0.007742626,0.013768105,0.00264074,0.00264074
28076,Days per week meeting friends and family at an outside venue between the start of November and the start of December,5,5 or more days per week,8607,8607,125,125,0.014523063,0.014523063,399,399,10,10,0.025062657,0.025062657,-0.010539594,-0.010539594,-0.013522285,-0.007556903,-0.013522285,-0.007556903,0.007332596,0.007332596
28076,Days per week meeting friends and family at an outside venue between the start of November and the start of December,3,1 to 2 days per week,8607,8607,1603,1603,0.186243755,0.186243755,399,399,74,74,0.185463659,0.185463659,7.80E-04,7.80E-04,-3.54E-05,0.001595554,-3.54E-05,0.001595554,4.41E-05,4.41E-05
28077,Days per week meeting friends and family at an inside venue between mid-March and the end of June (i.e the first UK lockdown),3,1 to 2 days per week,8607,8607,757,757,0.087951667,0.087951667,399,399,37,37,0.09273183,0.09273183,-0.004780162,-0.004780162,-0.006794712,-0.002765613,-0.006794712,-0.002765613,5.71E-04,5.71E-04
28077,Days per week meeting friends and family at an inside venue between mid-March and the end of June (i.e the first UK lockdown),2,Less than once a week,8607,8607,2480,2480,0.288137562,0.288137562,399,399,118,118,0.295739348,0.295739348,-0.007601786,-0.007601786,-0.010138654,-0.005064918,-0.010138654,-0.005064918,2.78E-04,2.78E-04
28077,Days per week meeting friends and family at an inside venue between mid-March and the end of June (i.e the first UK lockdown),4,3 to 4 days per week,8607,8607,146,146,0.016962937,0.016962937,399,399,7,7,0.01754386,0.01754386,-5.81E-04,-5.81E-04,-0.001284691,1.23E-04,-0.001284691,1.23E-04,3.60E-04,3.60E-04
28077,Days per week meeting friends and family at an inside venue between mid-March and the end of June (i.e the first UK lockdown),1,Never,8607,8607,5118,5118,0.594632276,0.594632276,399,399,229,229,0.573934837,0.573934837,0.020697439,0.020697439,0.016539158,0.02485572,0.016539158,0.02485572,3.67E-04,3.67E-04
28077,Days per week meeting friends and family at an inside venue between mid-March and the end of June (i.e the first UK lockdown),5,5 or more days per week,8607,8607,89,89,0.010340421,0.010340421,399,399,7,7,0.01754386,0.01754386,-0.007203439,-0.007203439,-0.00967344,-0.004733438,-0.00967344,-0.004733438,0.007053034,0.007053034
28078,Days per week meeting friends and family at an inside venue between the start of July and mid-September,2,Less than once a week,8607,8607,3935,3935,0.457186011,0.457186011,399,399,163,163,0.408521303,0.408521303,0.048664708,0.048664708,0.042380204,0.054949212,0.042380204,0.054949212,0.001126686,0.001126686
28078,Days per week meeting friends and family at an inside venue between the start of July and mid-September,1,Never,8607,8607,2560,2560,0.297432323,0.297432323,399,399,118,118,0.295739348,0.295739348,0.001692974,0.001692974,4.92E-04,0.002893729,4.92E-04,0.002893729,6.00E-05,6.00E-05
28078,Days per week meeting friends and family at an inside venue between the start of July and mid-September,3,1 to 2 days per week,8607,8607,1616,1616,0.187754154,0.187754154,399,399,88,88,0.220551378,0.220551378,-0.032797225,-0.032797225,-0.037999274,-0.027595176,-0.037999274,-0.027595176,0.001825397,0.001825397
28078,Days per week meeting friends and family at an inside venue between the start of July and mid-September,5,5 or more days per week,8607,8607,149,149,0.017311491,0.017311491,399,399,10,10,0.025062657,0.025062657,-0.007751166,-0.007751166,-0.010312646,-0.005189686,-0.010312646,-0.005189686,0.004607558,0.004607558
28078,Days per week meeting friends and family at an inside venue between the start of July and mid-September,4,3 to 4 days per week,8607,8607,328,328,0.038108516,0.038108516,399,399,18,18,0.045112782,0.045112782,-0.007004266,-0.007004266,-0.009440124,-0.004568407,-0.009440124,-0.004568407,0.001919761,0.001919761
28079,Days per week meeting friends and family at an inside venue between mid-September and the end of October,3,1 to 2 days per week,8607,8607,1515,1515,0.176019519,0.176019519,399,399,70,70,0.175438596,0.175438596,5.81E-04,5.81E-04,-1.23E-04,0.001284691,-1.23E-04,0.001284691,3.48E-05,3.48E-05
28079,Days per week meeting friends and family at an inside venue between mid-September and the end of October,2,Less than once a week,8607,8607,3374,3374,0.392006506,0.392006506,399,399,157,157,0.393483709,0.393483709,-0.001477203,-0.001477203,-0.002598953,-3.55E-04,-0.002598953,-3.55E-04,3.97E-05,3.97E-05
28079,Days per week meeting friends and family at an inside venue between mid-September and the end of October,5,5 or more days per week,8607,8607,134,134,0.015568723,0.015568723,399,399,11,11,0.027568922,0.027568922,-0.012000199,-0.012000199,-0.015180512,-0.008819887,-0.015180512,-0.008819887,0.007763149,0.007763149
28079,Days per week meeting friends and family at an inside venue between mid-September and the end of October,1,Never,8607,8607,3229,3229,0.375159754,0.375159754,399,399,146,146,0.365914787,0.365914787,0.009244967,0.009244967,0.006449638,0.012040296,0.006449638,0.012040296,2.60E-04,2.60E-04
28079,Days per week meeting friends and family at an inside venue between mid-September and the end of October,4,3 to 4 days per week,8607,8607,336,336,0.039037992,0.039037992,399,399,14,14,0.035087719,0.035087719,0.003950273,0.003950273,0.002118165,0.005782382,0.002118165,0.005782382,0.001070854,0.001070854
28080,Days per week meeting friends and family at an inside venue between the start of November and the start of December,4,3 to 4 days per week,8607,8607,216,216,0.025095852,0.025095852,399,399,14,14,0.035087719,0.035087719,-0.009991867,-0.009991867,-0.012896825,-0.007086909,-0.012896825,-0.007086909,0.004109433,0.004109433
28080,Days per week meeting friends and family at an inside venue between the start of November and the start of December,2,Less than once a week,8607,8607,2329,2329,0.270593703,0.270593703,399,399,105,105,0.263157895,0.263157895,0.007435808,0.007435808,0.004926578,0.009945038,0.004926578,0.009945038,2.90E-04,2.90E-04
28080,Days per week meeting friends and family at an inside venue between the start of November and the start of December,1,Never,8607,8607,4853,4853,0.563843383,0.563843383,399,399,205,205,0.513784461,0.513784461,0.050058922,0.050058922,0.043689703,0.056428141,0.043689703,0.056428141,9.39E-04,9.39E-04
28080,Days per week meeting friends and family at an inside venue between the start of November and the start of December,5,5 or more days per week,8607,8607,112,112,0.013012664,0.013012664,399,399,8,8,0.020050125,0.020050125,-0.007037461,-0.007037461,-0.009479045,-0.004595878,-0.009479045,-0.004595878,0.005532877,0.005532877
28080,Days per week meeting friends and family at an inside venue between the start of November and the start of December,3,1 to 2 days per week,8607,8607,1082,1082,0.12571163,0.12571163,399,399,66,66,0.165413534,0.165413534,-0.039701904,-0.039701904,-0.045404936,-0.033998872,-0.045404936,-0.033998872,0.003275257,0.003275257
28081,Left home between mid-March and the end of June (i.e the first UK lockdown) for reason other than paid work,1,Yes,8607,8607,6812,6812,0.791448821,0.791448821,399,399,336,336,0.842105263,0.842105263,-0.050656442,-0.050656442,-0.057061546,-0.044251339,-0.057061546,-0.044251339,6.72E-04,6.72E-04
28081,Left home between mid-March and the end of June (i.e the first UK lockdown) for reason other than paid work,0,No,8607,8607,1723,1723,0.200185895,0.200185895,399,399,58,58,0.145363409,0.145363409,0.054822487,0.054822487,0.048173841,0.061471132,0.048173841,0.061471132,0.002916455,0.002916455
28082,Left home between the start of July and mid-September for reason other than paid work,0,No,8607,8607,1038,1038,0.120599512,0.120599512,399,399,45,45,0.112781955,0.112781955,0.007817557,0.007817557,0.005245217,0.010389897,0.005245217,0.010389897,6.85E-04,6.85E-04
28082,Left home between the start of July and mid-September for reason other than paid work,1,Yes,8607,8607,7515,7515,0.873126525,0.873126525,399,399,350,350,0.877192982,0.877192982,-0.004066458,-0.004066458,-0.005925205,-0.00220771,-0.005925205,-0.00220771,4.91E-05,4.91E-05
28083,Left home between mid-September and the end of October for reason other than paid work,0,No,8607,8607,1172,1172,0.136168235,0.136168235,399,399,55,55,0.137844612,0.137844612,-0.001676376,-0.001676376,-0.002871241,-4.82E-04,-0.002871241,-4.82E-04,1.30E-04,1.30E-04
28083,Left home between mid-September and the end of October for reason other than paid work,1,Yes,8607,8607,7356,7356,0.854653189,0.854653189,399,399,342,342,0.857142857,0.857142857,-0.002489668,-0.002489668,-0.003945216,-0.00103412,-0.003945216,-0.00103412,3.07E-05,3.07E-05
28084,Left home between the start of November and the start of December for reason other than paid work,-1,Do not know,8607,8607,32,32,0.003717904,0.003717904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28084,Left home between the start of November and the start of December for reason other than paid work,1,Yes,8607,8607,7033,7033,0.817125595,0.817125595,399,399,328,328,0.822055138,0.822055138,-0.004929542,-0.004929542,-0.006975174,-0.002883911,-0.006975174,-0.002883911,6.36E-05,6.36E-05
28084,Left home between the start of November and the start of December for reason other than paid work,0,No,8607,8607,1509,1509,0.175322412,0.175322412,399,399,69,69,0.172932331,0.172932331,0.002390081,0.002390081,9.64E-04,0.003816292,9.64E-04,0.003816292,1.44E-04,1.44E-04
28085,Left home between mid-March and the end of June (i.e the first UK lockdown) to go shopping,5,5 or more days per week,6812,6812,516,516,0.075748679,0.075748679,336,336,28,28,0.083333333,0.083333333,-0.007584655,-0.007584655,-0.01042902,-0.004740289,-0.01042902,-0.004740289,0.001178508,0.001178508
28085,Left home between mid-March and the end of June (i.e the first UK lockdown) to go shopping,3,1 to 2 days per week,6812,6812,3457,3457,0.507486788,0.507486788,336,336,178,178,0.529761905,0.529761905,-0.022275117,-0.022275117,-0.027113376,-0.017436857,-0.027113376,-0.017436857,5.18E-04,5.18E-04
28085,Left home between mid-March and the end of June (i.e the first UK lockdown) to go shopping,4,3 to 4 days per week,6812,6812,732,732,0.107457428,0.107457428,336,336,46,46,0.136904762,0.136904762,-0.029447334,-0.029447334,-0.034989804,-0.023904864,-0.034989804,-0.023904864,0.00319483,0.00319483
28085,Left home between mid-March and the end of June (i.e the first UK lockdown) to go shopping,2,Less than once a week,6812,6812,1816,1816,0.266588373,0.266588373,336,336,77,77,0.229166667,0.229166667,0.037421707,0.037421707,0.031199411,0.043644002,0.031199411,0.043644002,0.001670595,0.001670595
28085,Left home between mid-March and the end of June (i.e the first UK lockdown) to go shopping,1,Never,6812,6812,290,290,0.042571932,0.042571932,336,336,7,7,0.020833333,0.020833333,0.021738599,0.021738599,0.01695765,0.026519547,0.01695765,0.026519547,0.006150648,0.006150648
28086,Left home between the start of July and mid-September to go shopping,3,1 to 2 days per week,7515,7515,3917,3917,0.521224218,0.521224218,350,350,180,180,0.514285714,0.514285714,0.006938504,0.006938504,0.004344117,0.009532891,0.004344117,0.009532891,1.50E-04,1.50E-04
28086,Left home between the start of July and mid-September to go shopping,-3,Prefer not to answer,7515,7515,5,5,6.65E-04,6.65E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28086,Left home between the start of July and mid-September to go shopping,4,3 to 4 days per week,7515,7515,1137,1137,0.151297405,0.151297405,350,350,59,59,0.168571429,0.168571429,-0.017274023,-0.017274023,-0.021346201,-0.013201846,-0.021346201,-0.013201846,0.001280538,0.001280538
28086,Left home between the start of July and mid-September to go shopping,5,5 or more days per week,7515,7515,559,559,0.074384564,0.074384564,350,350,37,37,0.105714286,0.105714286,-0.031329722,-0.031329722,-0.036774497,-0.025884946,-0.036774497,-0.025884946,0.004645015,0.004645015
28086,Left home between the start of July and mid-September to go shopping,2,Less than once a week,7515,7515,1729,1729,0.230073187,0.230073187,350,350,70,70,0.2,0.2,0.030073187,0.030073187,0.024735256,0.035411118,0.024735256,0.035411118,0.001481966,0.001481966
28087,Left home between mid-September and the end of October to go shopping,5,5 or more days per week,7356,7356,452,452,0.061446438,0.061446438,342,342,29,29,0.084795322,0.084795322,-0.023348883,-0.023348883,-0.028119526,-0.01857824,-0.028119526,-0.01857824,0.004246455,0.004246455
28087,Left home between mid-September and the end of October to go shopping,4,3 to 4 days per week,7356,7356,996,996,0.135399674,0.135399674,342,342,49,49,0.143274854,0.143274854,-0.00787518,-0.00787518,-0.010667644,-0.005082716,-0.010667644,-0.005082716,6.61E-04,6.61E-04
28087,Left home between mid-September and the end of October to go shopping,2,Less than once a week,7356,7356,1899,1899,0.258156607,0.258156607,342,342,79,79,0.230994152,0.230994152,0.027162455,0.027162455,0.022027001,0.032297908,0.022027001,0.032297908,0.001204561,0.001204561
28087,Left home between mid-September and the end of October to go shopping,3,1 to 2 days per week,7356,7356,3819,3819,0.519168026,0.519168026,342,342,182,182,0.532163743,0.532163743,-0.012995717,-0.012995717,-0.016573662,-0.009417771,-0.016573662,-0.009417771,2.85E-04,2.85E-04
28088,Left home between the start of November and the start of December to go shopping,4,3 to 4 days per week,7033,7033,848,848,0.120574435,0.120574435,328,328,39,39,0.118902439,0.118902439,0.001671996,0.001671996,3.52E-04,0.00299192,3.52E-04,0.00299192,1.62E-04,1.62E-04
28088,Left home between the start of November and the start of December to go shopping,2,Less than once a week,7033,7033,2018,2018,0.28693303,0.28693303,328,328,89,89,0.271341463,0.271341463,0.015591567,0.015591567,0.011589105,0.019594029,0.011589105,0.019594029,6.35E-04,6.35E-04
