question_id,question,answer_id,answer,q_ev.covid,q_pt.covid,a_ev.covid,a_pt.covid,ev_prop.covid,pt_prop.covid,q_ev.non_covid,q_pt.non_covid,a_ev.non_covid,a_pt.non_covid,ev_prop.non_covid,pt_prop.non_covid,ev_prop_difference,pt_prop_difference,lower_CI_ev,upper_CI_ev,lower_CI_pt,upper_CI_pt,p_value_ev,p_value_pt
28063,Keyworker occupation group,1,NHS and social care,106,106,51,51,0.481132075,0.481132075,1446,1446,528,528,0.365145228,0.365145228,0.115986847,0.115986847,0.093457378,0.138516317,0.093457378,0.138516317,0.00786764,0.00786764
28063,Keyworker occupation group,2,"Education and childcare (including supporting and teaching staff, social workers and specialist education specialists)",106,106,16,16,0.150943396,0.150943396,1446,1446,201,201,0.139004149,0.139004149,0.011939247,0.011939247,0.004297414,0.019581079,0.004297414,0.019581079,0.002167017,0.002167017
28063,Keyworker occupation group,3,"Key public services (justice, religious staff, journalist, and environmental staff or mortuary)",106,106,9,9,0.08490566,0.08490566,1446,1446,134,134,0.092669433,0.092669433,-0.007763773,-0.007763773,-0.013939117,-0.001588428,-0.013939117,-0.001588428,0.002138378,0.002138378
28063,Keyworker occupation group,5,"Food and other necessary goods (production, sales, delivery)",106,106,15,15,0.141509434,0.141509434,1446,1446,171,171,0.118257261,0.118257261,0.023252173,0.023252173,0.012648893,0.033855452,0.012648893,0.033855452,0.004919001,0.004919001
28064,In close contact with public or co-workers between 1st March 2020 and 30th November 2020 as part of job,-2,Not applicable,314,314,30,30,0.095541401,0.095541401,9638,9638,1341,1341,0.13913675,0.13913675,-0.043595349,-0.043595349,-0.04926882,-0.037921878,-0.04926882,-0.037921878,0.003167338,0.003167338
28064,In close contact with public or co-workers between 1st March 2020 and 30th November 2020 as part of job,0,No,314,314,183,183,0.582802548,0.582802548,9638,9638,6658,6658,0.690807221,0.690807221,-0.108004674,-0.108004674,-0.116628708,-0.099380639,-0.116628708,-0.099380639,0.001574398,0.001574398
28064,In close contact with public or co-workers between 1st March 2020 and 30th November 2020 as part of job,1,Yes,314,314,99,99,0.315286624,0.315286624,9638,9638,1617,1617,0.167773397,0.167773397,0.147513227,0.147513227,0.137660256,0.157366198,0.137660256,0.157366198,0.008481373,0.008481373
28065,How often cloth face coverings used at work between 1st March 2020 and 30th November 2020,1,Never,81,81,34,34,0.419753086,0.419753086,1052,1052,331,331,0.314638783,0.314638783,0.105114303,0.105114303,0.079858405,0.130370202,0.079858405,0.130370202,0.009659501,0.009659501
28065,How often cloth face coverings used at work between 1st March 2020 and 30th November 2020,2,Some of the time,81,81,10,10,0.12345679,0.12345679,1052,1052,258,258,0.245247148,0.245247148,-0.121790358,-0.121790358,-0.148721433,-0.094859283,-0.148721433,-0.094859283,0.015163694,0.015163694
28065,How often cloth face coverings used at work between 1st March 2020 and 30th November 2020,5,All of the time,81,81,13,13,0.160493827,0.160493827,1052,1052,225,225,0.213878327,0.213878327,-0.0533845,-0.0533845,-0.071896039,-0.034872961,-0.071896039,-0.034872961,0.007533976,0.007533976
28065,How often cloth face coverings used at work between 1st March 2020 and 30th November 2020,4,Most of the time,81,81,20,20,0.24691358,0.24691358,1052,1052,189,189,0.179657795,0.179657795,0.067255786,0.067255786,0.046630772,0.087880799,0.046630772,0.087880799,0.010784266,0.010784266
28066,How often medical face masks used at work between 1st March 2020 and 30th November 2020,1,Never,81,81,18,18,0.222222222,0.222222222,1052,1052,362,362,0.344106464,0.344106464,-0.121884242,-0.121884242,-0.148824255,-0.094944229,-0.148824255,-0.094944229,0.010749384,0.010749384
28066,How often medical face masks used at work between 1st March 2020 and 30th November 2020,2,Some of the time,81,81,10,10,0.12345679,0.12345679,1052,1052,204,204,0.19391635,0.19391635,-0.07045956,-0.07045956,-0.091533815,-0.049385304,-0.091533815,-0.049385304,0.01103175,0.01103175
28066,How often medical face masks used at work between 1st March 2020 and 30th November 2020,4,Most of the time,81,81,26,26,0.320987654,0.320987654,1052,1052,186,186,0.176806084,0.176806084,0.144181571,0.144181571,0.115255208,0.173107933,0.115255208,0.173107933,0.022454046,0.022454046
28066,How often medical face masks used at work between 1st March 2020 and 30th November 2020,5,All of the time,81,81,25,25,0.308641975,0.308641975,1052,1052,247,247,0.234790875,0.234790875,0.073851101,0.073851101,0.052315002,0.095387199,0.052315002,0.095387199,0.009110522,0.009110522
28067,How often respirators used at work between 1st March 2020 and 30th November 2020,2,Some of the time,81,81,10,10,0.12345679,0.12345679,1052,1052,70,70,0.066539924,0.066539924,0.056916866,0.056916866,0.037838393,0.075995339,0.037838393,0.075995339,0.023447484,0.023447484
28067,How often respirators used at work between 1st March 2020 and 30th November 2020,1,Never,81,81,65,65,0.802469136,0.802469136,1052,1052,957,957,0.909695817,0.909695817,-0.107226682,-0.107226682,-0.132704965,-0.081748398,-0.132704965,-0.081748398,0.003529908,0.003529908
28067,How often respirators used at work between 1st March 2020 and 30th November 2020,5,All of the time,NA,NA,NA,NA,NA,NA,1052,1052,5,5,0.004752852,0.004752852,NA,NA,NA,NA,NA,NA,NA,NA
28068,How often eye protection used at work between 1st March 2020 and 30th November 2020,1,Never,81,81,42,42,0.518518519,0.518518519,1052,1052,661,661,0.628326996,0.628326996,-0.109808478,-0.109808478,-0.135554361,-0.084062594,-0.135554361,-0.084062594,0.005252239,0.005252239
28068,How often eye protection used at work between 1st March 2020 and 30th November 2020,2,Some of the time,81,81,23,23,0.283950617,0.283950617,1052,1052,239,239,0.227186312,0.227186312,0.056764305,0.056764305,0.037709878,0.075818733,0.037709878,0.075818733,0.007278169,0.007278169
28068,How often eye protection used at work between 1st March 2020 and 30th November 2020,4,Most of the time,81,81,10,10,0.12345679,0.12345679,1052,1052,69,69,0.065589354,0.065589354,0.057867437,0.057867437,0.038640005,0.077094868,0.038640005,0.077094868,0.024110944,0.024110944
28069,How often disposable medical gloves used at work between 1st March 2020 and 30th November 2020,1,Never,81,81,23,23,0.283950617,0.283950617,1052,1052,423,423,0.402091255,0.402091255,-0.118140637,-0.118140637,-0.144720177,-0.091561098,-0.144720177,-0.091561098,0.008889656,0.008889656
28069,How often disposable medical gloves used at work between 1st March 2020 and 30th November 2020,3,Half of the time,NA,NA,NA,NA,NA,NA,1052,1052,42,42,0.039923954,0.039923954,NA,NA,NA,NA,NA,NA,NA,NA
28069,How often disposable medical gloves used at work between 1st March 2020 and 30th November 2020,4,Most of the time,81,81,19,19,0.234567901,0.234567901,1052,1052,144,144,0.136882129,0.136882129,0.097685772,0.097685772,0.073237808,0.122133736,0.073237808,0.122133736,0.019870674,0.019870674
28069,How often disposable medical gloves used at work between 1st March 2020 and 30th November 2020,5,All of the time,81,81,13,13,0.160493827,0.160493827,1052,1052,134,134,0.127376426,0.127376426,0.033117401,0.033117401,0.018381961,0.047852842,0.018381961,0.047852842,0.007566878,0.007566878
28069,How often disposable medical gloves used at work between 1st March 2020 and 30th November 2020,2,Some of the time,81,81,26,26,0.320987654,0.320987654,1052,1052,308,308,0.292775665,0.292775665,0.028211989,0.028211989,0.014577127,0.041846851,0.014577127,0.041846851,0.002842302,0.002842302
28070,How often disposable gowns/one-piece overalls used at work between 1st March 2020 and 30th November 2020,5,All of the time,81,81,6,6,0.074074074,0.074074074,1052,1052,54,54,0.051330798,0.051330798,0.022743276,0.022743276,0.010466651,0.0350199,0.010466651,0.0350199,0.012681605,0.012681605
28070,How often disposable gowns/one-piece overalls used at work between 1st March 2020 and 30th November 2020,4,Most of the time,81,81,7,7,0.086419753,0.086419753,1052,1052,60,60,0.057034221,0.057034221,0.029385533,0.029385533,0.015478377,0.043292688,0.015478377,0.043292688,0.014643443,0.014643443
28070,How often disposable gowns/one-piece overalls used at work between 1st March 2020 and 30th November 2020,1,Never,81,81,45,45,0.555555556,0.555555556,1052,1052,807,807,0.767110266,0.767110266,-0.211554711,-0.211554711,-0.245186135,-0.177923286,-0.245186135,-0.177923286,0.008336048,0.008336048
28070,How often disposable gowns/one-piece overalls used at work between 1st March 2020 and 30th November 2020,2,Some of the time,81,81,21,21,0.259259259,0.259259259,1052,1052,118,118,0.1121673,0.1121673,0.147091959,0.147091959,0.117924828,0.176259089,0.117924828,0.176259089,0.034032851,0.034032851
28071,How often alcohol-based hand sanitiser used at work between 1st March 2020 and 30th November 2020,2,Some of the time,81,81,15,15,0.185185185,0.185185185,1052,1052,180,180,0.171102662,0.171102662,0.014082524,0.014082524,0.004379465,0.023785582,0.004379465,0.023785582,0.002430325,0.002430325
28071,How often alcohol-based hand sanitiser used at work between 1st March 2020 and 30th November 2020,4,Most of the time,81,81,23,23,0.283950617,0.283950617,1052,1052,302,302,0.287072243,0.287072243,-0.003121626,-0.003121626,-0.007715295,0.001472043,-0.007715295,0.001472043,3.23E-04,3.23E-04
28071,How often alcohol-based hand sanitiser used at work between 1st March 2020 and 30th November 2020,5,All of the time,81,81,40,40,0.49382716,0.49382716,1052,1052,504,504,0.479087452,0.479087452,0.014739708,0.014739708,0.004816135,0.024663281,0.004816135,0.024663281,9.12E-04,9.12E-04
28072,How often soap and water used at work between 1st March 2020 and 30th November 2020,1,Never,NA,NA,NA,NA,NA,NA,1052,1052,14,14,0.013307985,0.013307985,NA,NA,NA,NA,NA,NA,NA,NA
28072,How often soap and water used at work between 1st March 2020 and 30th November 2020,2,Some of the time,81,81,11,11,0.135802469,0.135802469,1052,1052,146,146,0.13878327,0.13878327,-0.002980801,-0.002980801,-0.007469974,0.001508372,-0.007469974,0.001508372,6.39E-04,6.39E-04
28072,How often soap and water used at work between 1st March 2020 and 30th November 2020,4,Most of the time,81,81,19,19,0.234567901,0.234567901,1052,1052,292,292,0.27756654,0.27756654,-0.042998639,-0.042998639,-0.059703073,-0.026294205,-0.059703073,-0.026294205,0.004650031,0.004650031
28072,How often soap and water used at work between 1st March 2020 and 30th November 2020,5,All of the time,81,81,50,50,0.617283951,0.617283951,1052,1052,565,565,0.537072243,0.537072243,0.080211707,0.080211707,0.057844542,0.102578873,0.057844542,0.102578873,0.004386954,0.004386954
28073,Days per week meeting friends and family at an outside venue between mid-March and the end of June (i.e the first UK lockdown),-3,Prefer not to answer,NA,NA,NA,NA,NA,NA,9638,9638,17,17,0.001763851,0.001763851,NA,NA,NA,NA,NA,NA,NA,NA
28073,Days per week meeting friends and family at an outside venue between mid-March and the end of June (i.e the first UK lockdown),1,Never,314,314,84,84,0.267515924,0.267515924,9638,9638,2548,2548,0.264370201,0.264370201,0.003145722,0.003145722,0.001589814,0.00470163,0.001589814,0.00470163,1.19E-04,1.19E-04
28073,Days per week meeting friends and family at an outside venue between mid-March and the end of June (i.e the first UK lockdown),2,Less than once a week,314,314,140,140,0.445859873,0.445859873,9638,9638,4162,4162,0.43183233,0.43183233,0.014027542,0.014027542,0.010759926,0.017295159,0.010759926,0.017295159,3.25E-04,3.25E-04
28073,Days per week meeting friends and family at an outside venue between mid-March and the end of June (i.e the first UK lockdown),3,1 to 2 days per week,314,314,70,70,0.222929936,0.222929936,9638,9638,2145,2145,0.222556547,0.222556547,3.73E-04,3.73E-04,-1.63E-04,9.10E-04,-1.63E-04,9.10E-04,1.68E-05,1.68E-05
28073,Days per week meeting friends and family at an outside venue between mid-March and the end of June (i.e the first UK lockdown),4,3 to 4 days per week,314,314,14,14,0.044585987,0.044585987,9638,9638,528,528,0.05478315,0.05478315,-0.010197163,-0.010197163,-0.012988562,-0.007405764,-0.012988562,-0.007405764,0.00187587,0.00187587
28073,Days per week meeting friends and family at an outside venue between mid-March and the end of June (i.e the first UK lockdown),5,5 or more days per week,314,314,6,6,0.01910828,0.01910828,9638,9638,238,238,0.02469392,0.02469392,-0.00558564,-0.00558564,-0.007656391,-0.003514888,-0.007656391,-0.003514888,0.002281887,0.002281887
28074,Days per week meeting friends and family at an outside venue between the start of July and mid-September,1,Never,314,314,50,50,0.159235669,0.159235669,9638,9638,1036,1036,0.107491181,0.107491181,0.051744488,0.051744488,0.045589848,0.057899128,0.045589848,0.057899128,0.004736992,0.004736992
28074,Days per week meeting friends and family at an outside venue between the start of July and mid-September,2,Less than once a week,314,314,128,128,0.407643312,0.407643312,9638,9638,4116,4116,0.427059556,0.427059556,-0.019416244,-0.019416244,-0.023250074,-0.015582414,-0.023250074,-0.015582414,4.56E-04,4.56E-04
28074,Days per week meeting friends and family at an outside venue between the start of July and mid-September,3,1 to 2 days per week,314,314,98,98,0.312101911,0.312101911,9638,9638,3227,3227,0.334820502,0.334820502,-0.022718591,-0.022718591,-0.026858668,-0.018578514,-0.026858668,-0.018578514,6.82E-04,6.82E-04
28074,Days per week meeting friends and family at an outside venue between the start of July and mid-September,4,3 to 4 days per week,314,314,32,32,0.101910828,0.101910828,9638,9638,929,929,0.096389292,0.096389292,0.005521536,0.005521536,0.003462634,0.007580437,0.003462634,0.007580437,5.73E-04,5.73E-04
28074,Days per week meeting friends and family at an outside venue between the start of July and mid-September,5,5 or more days per week,314,314,5,5,0.015923567,0.015923567,9638,9638,316,316,0.032786885,0.032786885,-0.016863318,-0.016863318,-0.020440874,-0.013285763,-0.020440874,-0.013285763,0.005218998,0.005218998
28075,Days per week meeting friends and family at an outside venue between mid-September and the end of October,-3,Prefer not to answer,NA,NA,NA,NA,NA,NA,9638,9638,23,23,0.002386387,0.002386387,NA,NA,NA,NA,NA,NA,NA,NA
28075,Days per week meeting friends and family at an outside venue between mid-September and the end of October,1,Never,314,314,65,65,0.207006369,0.207006369,9638,9638,1760,1760,0.1826105,0.1826105,0.024395869,0.024395869,0.020109369,0.02868237,0.020109369,0.02868237,0.001333187,0.001333187
28075,Days per week meeting friends and family at an outside venue between mid-September and the end of October,2,Less than once a week,314,314,144,144,0.458598726,0.458598726,9638,9638,4350,4350,0.451338452,0.451338452,0.007260274,0.007260274,0.004901414,0.009619134,0.004901414,0.009619134,1.61E-04,1.61E-04
28075,Days per week meeting friends and family at an outside venue between mid-September and the end of October,3,1 to 2 days per week,314,314,78,78,0.248407643,0.248407643,9638,9638,2606,2606,0.270388047,0.270388047,-0.021980404,-0.021980404,-0.026054202,-0.017906606,-0.026054202,-0.017906606,8.17E-04,8.17E-04
28075,Days per week meeting friends and family at an outside venue between mid-September and the end of October,4,3 to 4 days per week,314,314,22,22,0.070063694,0.070063694,9638,9638,667,667,0.069205229,0.069205229,8.58E-04,8.58E-04,4.47E-05,0.001672199,4.47E-05,0.001672199,1.24E-04,1.24E-04
28075,Days per week meeting friends and family at an outside venue between mid-September and the end of October,5,5 or more days per week,314,314,5,5,0.015923567,0.015923567,9638,9638,232,232,0.024071384,0.024071384,-0.008147817,-0.008147817,-0.010645585,-0.00565005,-0.010645585,-0.00565005,0.003423519,0.003423519
28076,Days per week meeting friends and family at an outside venue between the start of November and the start of December,1,Never,314,314,120,120,0.382165605,0.382165605,9638,9638,3399,3399,0.352666528,0.352666528,0.029499077,0.029499077,0.024797862,0.034200292,0.024797862,0.034200292,8.36E-04,8.36E-04
28076,Days per week meeting friends and family at an outside venue between the start of November and the start of December,2,Less than once a week,314,314,126,126,0.401273885,0.401273885,9638,9638,3897,3897,0.404336999,0.404336999,-0.003063114,-0.003063114,-0.00459852,-0.001527708,-0.00459852,-0.001527708,7.60E-05,7.60E-05
28076,Days per week meeting friends and family at an outside venue between the start of November and the start of December,3,1 to 2 days per week,314,314,51,51,0.162420382,0.162420382,9638,9638,1771,1771,0.183751816,0.183751816,-0.021331434,-0.021331434,-0.025345973,-0.017316894,-0.025345973,-0.017316894,0.001167715,0.001167715
28076,Days per week meeting friends and family at an outside venue between the start of November and the start of December,4,3 to 4 days per week,314,314,12,12,0.038216561,0.038216561,9638,9638,402,402,0.041709898,0.041709898,-0.003493338,-0.003493338,-0.005132675,-0.001854001,-0.005132675,-0.001854001,8.42E-04,8.42E-04
28077,Days per week meeting friends and family at an inside venue between mid-March and the end of June (i.e the first UK lockdown),-3,Prefer not to answer,NA,NA,NA,NA,NA,NA,9638,9638,20,20,0.002075119,0.002075119,NA,NA,NA,NA,NA,NA,NA,NA
28077,Days per week meeting friends and family at an inside venue between mid-March and the end of June (i.e the first UK lockdown),1,Never,314,314,181,181,0.576433121,0.576433121,9638,9638,5700,5700,0.591409006,0.591409006,-0.014975885,-0.014975885,-0.018350526,-0.011601244,-0.018350526,-0.011601244,2.54E-04,2.54E-04
28077,Days per week meeting friends and family at an inside venue between mid-March and the end of June (i.e the first UK lockdown),2,Less than once a week,314,314,97,97,0.308917197,0.308917197,9638,9638,2786,2786,0.289064121,0.289064121,0.019853076,0.019853076,0.015977222,0.02372893,0.015977222,0.02372893,6.87E-04,6.87E-04
28077,Days per week meeting friends and family at an inside venue between mid-March and the end of June (i.e the first UK lockdown),3,1 to 2 days per week,314,314,25,25,0.079617834,0.079617834,9638,9638,869,869,0.090163934,0.090163934,-0.0105461,-0.0105461,-0.013384356,-0.007707844,-0.013384356,-0.007707844,0.001176571,0.001176571
28077,Days per week meeting friends and family at an inside venue between mid-March and the end of June (i.e the first UK lockdown),4,3 to 4 days per week,314,314,6,6,0.01910828,0.01910828,9638,9638,160,160,0.016600955,0.016600955,0.002507326,0.002507326,0.001117795,0.003896856,0.001117795,0.003896856,0.001506288,0.001506288
28077,Days per week meeting friends and family at an inside venue between mid-March and the end of June (i.e the first UK lockdown),5,5 or more days per week,314,314,5,5,0.015923567,0.015923567,9638,9638,103,103,0.010686864,0.010686864,0.005236702,0.005236702,0.003231322,0.007242083,0.003231322,0.007242083,0.00482003,0.00482003
28078,Days per week meeting friends and family at an inside venue between the start of July and mid-September,1,Never,314,314,90,90,0.286624204,0.286624204,9638,9638,2921,2921,0.303071177,0.303071177,-0.016446973,-0.016446973,-0.019980836,-0.012913109,-0.019980836,-0.012913109,5.45E-04,5.45E-04
28078,Days per week meeting friends and family at an inside venue between the start of July and mid-September,5,5 or more days per week,314,314,6,6,0.01910828,0.01910828,9638,9638,176,176,0.01826105,0.01826105,8.47E-04,8.47E-04,3.88E-05,0.001655627,3.88E-05,0.001655627,4.64E-04,4.64E-04
28078,Days per week meeting friends and family at an inside venue between the start of July and mid-September,2,Less than once a week,314,314,140,140,0.445859873,0.445859873,9638,9638,4350,4350,0.451338452,0.451338452,-0.005478579,-0.005478579,-0.0075295,-0.003427658,-0.0075295,-0.003427658,1.22E-04,1.22E-04
28078,Days per week meeting friends and family at an inside venue between the start of July and mid-September,3,1 to 2 days per week,314,314,63,63,0.200636943,0.200636943,9638,9638,1814,1814,0.188213322,0.188213322,0.01242362,0.01242362,0.009345984,0.015501257,0.009345984,0.015501257,6.60E-04,6.60E-04
28078,Days per week meeting friends and family at an inside venue between the start of July and mid-September,4,3 to 4 days per week,314,314,13,13,0.041401274,0.041401274,9638,9638,357,357,0.03704088,0.03704088,0.004360394,0.004360394,0.002529674,0.006191114,0.002529674,0.006191114,0.001175406,0.001175406
28079,Days per week meeting friends and family at an inside venue between mid-September and the end of October,3,1 to 2 days per week,314,314,56,56,0.178343949,0.178343949,9638,9638,1670,1670,0.173272463,0.173272463,0.005071486,0.005071486,0.00309783,0.007045142,0.00309783,0.007045142,2.93E-04,2.93E-04
28079,Days per week meeting friends and family at an inside venue between mid-September and the end of October,-3,Prefer not to answer,NA,NA,NA,NA,NA,NA,9638,9638,23,23,0.002386387,0.002386387,NA,NA,NA,NA,NA,NA,NA,NA
28079,Days per week meeting friends and family at an inside venue between mid-September and the end of October,1,Never,314,314,126,126,0.401273885,0.401273885,9638,9638,3659,3659,0.379643079,0.379643079,0.021630806,0.021630806,0.017588812,0.0256728,0.017588812,0.0256728,5.70E-04,5.70E-04
28079,Days per week meeting friends and family at an inside venue between mid-September and the end of October,2,Less than once a week,314,314,115,115,0.366242038,0.366242038,9638,9638,3763,3763,0.3904337,0.3904337,-0.024191662,-0.024191662,-0.028460631,-0.019922693,-0.028460631,-0.019922693,6.22E-04,6.22E-04
28079,Days per week meeting friends and family at an inside venue between mid-September and the end of October,4,3 to 4 days per week,314,314,12,12,0.038216561,0.038216561,9638,9638,365,365,0.037870928,0.037870928,3.46E-04,3.46E-04,-1.71E-04,8.62E-04,-1.71E-04,8.62E-04,9.15E-05,9.15E-05
28079,Days per week meeting friends and family at an inside venue between mid-September and the end of October,5,5 or more days per week,314,314,5,5,0.015923567,0.015923567,9638,9638,158,158,0.016393443,0.016393443,-4.70E-04,-4.70E-04,-0.001072016,1.32E-04,-0.001072016,1.32E-04,2.88E-04,2.88E-04
28080,Days per week meeting friends and family at an inside venue between the start of November and the start of December,2,Less than once a week,314,314,98,98,0.312101911,0.312101911,9638,9638,2593,2593,0.26903922,0.26903922,0.043062691,0.043062691,0.037422417,0.048702965,0.037422417,0.048702965,0.001595785,0.001595785
28080,Days per week meeting friends and family at an inside venue between the start of November and the start of December,1,Never,314,314,170,170,0.541401274,0.541401274,9638,9638,5445,5445,0.564951235,0.564951235,-0.023549961,-0.023549961,-0.027763315,-0.019336606,-0.027763315,-0.019336606,4.18E-04,4.18E-04
28080,Days per week meeting friends and family at an inside venue between the start of November and the start of December,3,1 to 2 days per week,314,314,37,37,0.117834395,0.117834395,9638,9638,1205,1205,0.125025939,0.125025939,-0.007191544,-0.007191544,-0.009539293,-0.004843795,-0.009539293,-0.004843795,5.78E-04,5.78E-04
28080,Days per week meeting friends and family at an inside venue between the start of November and the start of December,4,3 to 4 days per week,314,314,5,5,0.015923567,0.015923567,9638,9638,246,246,0.025523968,0.025523968,-0.009600401,-0.009600401,-0.012309705,-0.006891096,-0.012309705,-0.006891096,0.003807251,0.003807251
28081,Left home between mid-March and the end of June (i.e the first UK lockdown) for reason other than paid work,0,No,314,314,75,75,0.238853503,0.238853503,9638,9638,1957,1957,0.203050425,0.203050425,0.035803078,0.035803078,0.030640686,0.04096547,0.030640686,0.04096547,0.001756904,0.001756904
28081,Left home between mid-March and the end of June (i.e the first UK lockdown) for reason other than paid work,1,Yes,314,314,236,236,0.751592357,0.751592357,9638,9638,7595,7595,0.788026562,0.788026562,-0.036434205,-0.036434205,-0.041640194,-0.031228216,-0.041640194,-0.031228216,4.64E-04,4.64E-04
28082,Left home between the start of July and mid-September for reason other than paid work,-3,Prefer not to answer,NA,NA,NA,NA,NA,NA,9638,9638,24,24,0.002490143,0.002490143,NA,NA,NA,NA,NA,NA,NA,NA
28082,Left home between the start of July and mid-September for reason other than paid work,0,No,314,314,44,44,0.140127389,0.140127389,9638,9638,1226,1226,0.127204814,0.127204814,0.012922574,0.012922574,0.009784537,0.016060611,0.009784537,0.016060611,0.001014922,0.001014922
28082,Left home between the start of July and mid-September for reason other than paid work,1,Yes,314,314,268,268,0.853503185,0.853503185,9638,9638,8344,8344,0.86573978,0.86573978,-0.012236595,-0.012236595,-0.015291268,-0.009181923,-0.015291268,-0.009181923,1.42E-04,1.42E-04
28083,Left home between mid-September and the end of October for reason other than paid work,-3,Prefer not to answer,NA,NA,NA,NA,NA,NA,9638,9638,39,39,0.004046483,0.004046483,NA,NA,NA,NA,NA,NA,NA,NA
28083,Left home between mid-September and the end of October for reason other than paid work,0,No,314,314,55,55,0.175159236,0.175159236,9638,9638,1376,1376,0.142768209,0.142768209,0.032391026,0.032391026,0.027472101,0.037309952,0.027472101,0.037309952,0.002256336,0.002256336
28083,Left home between mid-September and the end of October for reason other than paid work,1,Yes,314,314,256,256,0.815286624,0.815286624,9638,9638,8166,8166,0.847271218,0.847271218,-0.031984594,-0.031984594,-0.036873587,-0.0270956,-0.036873587,-0.0270956,3.79E-04,3.79E-04
28084,Left home between the start of November and the start of December for reason other than paid work,0,No,314,314,60,60,0.191082803,0.191082803,9638,9638,1759,1759,0.182506744,0.182506744,0.008576058,0.008576058,0.006014045,0.011138072,0.006014045,0.011138072,4.70E-04,4.70E-04
28084,Left home between the start of November and the start of December for reason other than paid work,1,Yes,314,314,252,252,0.802547771,0.802547771,9638,9638,7798,7798,0.809089023,0.809089023,-0.006541252,-0.006541252,-0.008781073,-0.004301431,-0.008781073,-0.004301431,8.11E-05,8.11E-05
28085,Left home between mid-March and the end of June (i.e the first UK lockdown) to go shopping,5,5 or more days per week,236,236,24,24,0.101694915,0.101694915,7595,7595,580,580,0.07636603,0.07636603,0.025328885,0.025328885,0.020407452,0.030250318,0.020407452,0.030250318,0.003705138,0.003705138
28085,Left home between mid-March and the end of June (i.e the first UK lockdown) to go shopping,2,Less than once a week,236,236,49,49,0.207627119,0.207627119,7595,7595,2002,2002,0.26359447,0.26359447,-0.055967351,-0.055967351,-0.063167067,-0.048767635,-0.063167067,-0.048767635,0.002413171,0.002413171
28085,Left home between mid-March and the end of June (i.e the first UK lockdown) to go shopping,3,1 to 2 days per week,236,236,132,132,0.559322034,0.559322034,7595,7595,3858,3858,0.507965767,0.507965767,0.051356267,0.051356267,0.04444269,0.058269843,0.04444269,0.058269843,0.001138845,0.001138845
28085,Left home between mid-March and the end of June (i.e the first UK lockdown) to go shopping,4,3 to 4 days per week,236,236,29,29,0.122881356,0.122881356,7595,7595,823,823,0.108360764,0.108360764,0.014520592,0.014520592,0.010773707,0.018267478,0.010773707,0.018267478,0.001507788,0.001507788
28086,Left home between the start of July and mid-September to go shopping,5,5 or more days per week,268,268,23,23,0.085820896,0.085820896,8344,8344,641,641,0.076821668,0.076821668,0.008999227,0.008999227,0.006178568,0.011819887,0.006178568,0.011819887,0.001257477,0.001257477
28086,Left home between the start of July and mid-September to go shopping,2,Less than once a week,268,268,50,50,0.186567164,0.186567164,8344,8344,1920,1920,0.230105465,0.230105465,-0.043538301,-0.043538301,-0.049633398,-0.037443204,-0.049633398,-0.037443204,0.002049841,0.002049841
28086,Left home between the start of July and mid-September to go shopping,3,1 to 2 days per week,268,268,149,149,0.555970149,0.555970149,8344,8344,4319,4319,0.51761745,0.51761745,0.0383527,0.0383527,0.032616596,0.044088803,0.032616596,0.044088803,7.97E-04,7.97E-04
28086,Left home between the start of July and mid-September to go shopping,4,3 to 4 days per week,268,268,42,42,0.156716418,0.156716418,8344,8344,1261,1261,0.151126558,0.151126558,0.00558986,0.00558986,0.003362993,0.007816727,0.003362993,0.007816727,3.98E-04,3.98E-04
28087,Left home between mid-September and the end of October to go shopping,3,1 to 2 days per week,256,256,144,144,0.5625,0.5625,8166,8166,4212,4212,0.515797208,0.515797208,0.046702792,0.046702792,0.040329834,0.05307575,0.040329834,0.05307575,9.84E-04,9.84E-04
28087,Left home between mid-September and the end of October to go shopping,2,Less than once a week,256,256,53,53,0.20703125,0.20703125,8166,8166,2109,2109,0.258265981,0.258265981,-0.051234731,-0.051234731,-0.057893855,-0.044575607,-0.057893855,-0.044575607,0.00217351,0.00217351
28087,Left home between mid-September and the end of October to go shopping,4,3 to 4 days per week,256,256,40,40,0.15625,0.15625,8166,8166,1113,1113,0.136296841,0.136296841,0.019953159,0.019953159,0.015729541,0.024176778,0.015729541,0.024176778,0.001587647,0.001587647
28087,Left home between mid-September and the end of October to go shopping,5,5 or more days per week,256,256,14,14,0.0546875,0.0546875,8166,8166,519,519,0.063556209,0.063556209,-0.008868709,-0.008868709,-0.011700435,-0.006036982,-0.011700435,-0.006036982,0.001526564,0.001526564
28088,Left home between the start of November and the start of December to go shopping,2,Less than once a week,252,252,73,73,0.28968254,0.28968254,7798,7798,2238,2238,0.286996666,0.286996666,0.002685874,0.002685874,0.001086964,0.004284784,0.001086964,0.004284784,1.04E-04,1.04E-04
28088,Left home between the start of November and the start of December to go shopping,1,Never,252,252,10,10,0.03968254,0.03968254,7798,7798,300,300,0.038471403,0.038471403,0.001211137,0.001211137,1.37E-04,0.002285617,1.37E-04,0.002285617,3.51E-04,3.51E-04
28088,Left home between the start of November and the start of December to go shopping,3,1 to 2 days per week,252,252,123,123,0.488095238,0.488095238,7798,7798,3872,3872,0.496537574,0.496537574,-0.008442336,-0.008442336,-0.011268878,-0.005615794,-0.011268878,-0.005615794,1.90E-04,1.90E-04
