question_concept_id,responce_concpet_id,Question,Response removed due to invalid value,q_cnt_general,a_cnt_general,ev_prop_general,q_pt_general,a_pt_general,pt_prop_general,q_cnt_covid,a_cnt_covid,ev_prop_covid,q_pt_covid,a_pt_covid,pt_prop_covid,ev_covid_to_genral_prop_diff,pt_covid_to_genral_prop_diff,ev_lower_confidence_interval,ev_upper_confidence_interval,pt_lower_confidence_interval,pt_upper_confidence_interval,p-value
1332744,45877994,Are you currently on chemotherapy or immunotherapy?,Yes,117622,5350,0.045484688,69144,3449,0.049881407,2340,138,0.058974359,1448,92,0.063535912,0.013489671,0.013654505,0.003870756,0.023108586,0.000986409,0.026322601,0.002345617
1332833,45883375,What is your current marital status?,Divorced,117622,14350,0.122000986,69144,8609,0.124508273,2340,301,0.128632479,1448,200,0.138121547,0.006631492,0.013613274,-0.007061736,0.020324722,-0.004327539,0.031554087,0.348133075
1333235,45882288,Which of the following symptoms did you have? (select all that apply).,Nausea,59282,2074,0.034985324,9120,1874,0.205482456,5902,183,0.031006438,788,172,0.218274112,-0.003978886,0.012791656,-0.008641853,0.000684081,-0.017218039,0.042801351,0.119443457
1332769,1177221,Who do you know who has died? Check all that apply.,I prefer not to answer,56745,388,0.006837607,29890,364,0.012177986,1581,24,0.015180266,805,20,0.02484472,0.008342659,0.012666735,0.002277654,0.014407664,0.001842712,0.023490756,0.000173614
1310138,1310112,"Compared with when they were in person at school or a childcare center, how much time are you spending on care and supervision of your children?",Much more,18425,7529,0.408629579,12021,5474,0.45536977,519,217,0.418111753,357,167,0.467787115,0.009482174,0.012417345,-0.033542968,0.052507316,-0.040101086,0.064935776,0.697966816
903633,903096,How much time did you usually spend doing vigorous physical activities on one of those days (hours per day)?,PMI: Skip,19725,9422,0.477667934,19725,9422,0.477667934,331,162,0.489425982,331,162,0.489425982,0.011758048,0.011758048,-0.042543857,0.066059953,-0.042543857,0.066059953,0.711955878
1310060,903096,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 but LESS than 50 people. How often did you wear a face mask or face covering?",PMI: Skip,11687,3824,0.327201164,9569,3388,0.354059985,374,132,0.352941176,309,113,0.365695793,0.025740013,0.011635808,-0.023433654,0.074913678,-0.04291276,0.066184376,0.323263411
1333119,1333008,"Thinking about these activities in the last 5 days, my social interaction with people outside my home was.",About the same as normal,264664,24501,0.092573981,99713,17031,0.170800197,5389,573,0.106327705,2220,405,0.182432432,0.013753724,0.011632236,0.005449857,0.022057591,-0.00460183,0.0278663,0.000625409
1332739,1333125,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",Does not describe me at all,117622,1674,0.014232031,69144,1441,0.020840565,2340,52,0.022222222,1448,47,0.032458564,0.007990191,0.011617999,0.001979484,0.014000898,0.002428366,0.020807632,0.001770394
1310139,1310112,"Compared with when they were in in person school or a childcare center, how much time are you spending on helping your children with learning activities provided by their schools or childcare center?",Much more,18425,6475,0.351424695,12021,4718,0.392479827,519,189,0.36416185,357,144,0.403361345,0.012737155,0.010881518,-0.029231392,0.054705702,-0.040749886,0.062512922,0.580486024
1333291,1333150,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Income or pay has been reduced,362991,25140,0.069257915,99713,16029,0.160751356,7673,583,0.075980712,2220,381,0.171621622,0.006722796,0.010870265,0.000736866,0.012708728,-0.004979102,0.026719634,0.023178542
1333120,45884455,Choose the answer that is true for you in the past month. I am unhappy being so withdrawn.,Often,117622,8747,0.07436534,69144,6892,0.099676038,2340,193,0.082478632,1448,160,0.110497238,0.008113293,0.010821199,-0.003133103,0.019359687,-0.005480241,0.027122641,0.149857475
1333104,1333170,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","None of the above (if selected, no other response options are available",918790,14757,0.016061342,99713,10745,0.107759269,17874,341,0.01907799,2220,263,0.118468468,0.003016649,0.010709199,0.000994751,0.005038545,-0.002870741,0.024289139,0.00167875
1333024,45879460,Please select the response that best reflects your behavior in the past month. I look for creative ways to alter difficult situations.,Neutral,117622,32383,0.275314142,69144,24341,0.352033437,2340,677,0.289316239,1448,525,0.362569061,0.014002097,0.010535623,-0.004546741,0.032550935,-0.0144804,0.035551648,0.139486149
1332741,1333125,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,Does not describe me at all,117622,2611,0.022198228,69144,2280,0.032974662,2340,68,0.029059829,1448,63,0.043508287,0.006861601,0.010533626,3.86E-06,0.013719341,-5.76E-05,0.021124874,0.031266306
1333328,45883856,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less courtesy than other people are.",Almost every day,117622,2723,0.023150431,69144,2289,0.033104825,2340,68,0.029059829,1448,63,0.043508287,0.005909398,0.010403463,-0.000950506,0.012769302,-0.000188106,0.02099503,0.070535093
1310142,45878245,Do you plan to get the flu vaccine this season?,No,84116,12498,0.148580532,57514,8236,0.143199917,1704,270,0.158450704,1211,186,0.153592073,0.009870173,0.010392156,-0.007633689,0.027374033,-0.010115836,0.030900148,0.271722297
903642,903096,How much time did you usually spend sitting on one of those days (minutes per day)?,PMI: Skip,30858,22098,0.716118997,30858,22098,0.716118997,552,401,0.726449275,552,401,0.726449275,0.010330279,0.010330279,-0.027196216,0.047856772,-0.027196216,0.047856772,0.626954113
1332835,45880775,"Choose the answer that best describes how you felt in the past month. In uncertain times, I usually expect the best.",Neither agree nor disagree,117622,28716,0.244138001,69144,22569,0.326405762,2340,596,0.254700855,1448,487,0.336325967,0.010562853,0.009920205,-0.007260117,0.028385825,-0.014663942,0.034504352,0.248838947
1333017,45878582,"In the past month, have you used any of the following drugs? Select all that apply.",None,123878,86029,0.694465523,69144,53226,0.769784797,2468,1715,0.694894652,1448,1129,0.779696133,0.000429129,0.009911336,-0.017917104,0.018775362,-0.011665076,0.031487748,0.981043192
1333328,1332783,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less courtesy than other people are.",A few times a month,117622,24650,0.209569638,69144,19468,0.28155733,2340,525,0.224358974,1448,422,0.291436464,0.014789336,0.009879134,-0.002272116,0.031850788,-0.013765611,0.033523879,0.086524604
1332741,1332777,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,Does not describe me,117622,10994,0.093468909,69144,9155,0.132404836,2340,241,0.102991453,1448,206,0.142265193,0.009522544,0.009860357,-0.002904433,0.021949521,-0.008308555,0.028029269,0.126081324
1333303,45884456,"In the past 7 days, I thought about COVID-19 when I didn't mean to.",Quite a bit,117622,23032,0.195813708,69144,18573,0.268613329,2340,474,0.202564103,1448,403,0.278314917,0.006750394,0.009701588,-0.009691064,0.023191854,-0.013617358,0.033020534,0.430515048
1332734,1333306,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 people.",Most days (3-4 days),244819,1749,0.007144053,96397,1565,0.016234945,4939,62,0.012553148,2133,55,0.025785279,0.005409095,0.009550334,0.002286223,0.008531967,0.002777046,0.016323622,1.35E-05
1333293,1332783,"In your day-to-day life, how often did this happen to you during the past month? You are threatened or harassed.",A few times a month,117622,4916,0.041794902,69144,4228,0.06114775,2340,125,0.053418803,1448,102,0.070441989,0.011623901,0.009294239,0.0024414,0.020806402,-0.004006281,0.022594759,0.00646911
1333120,45876662,Choose the answer that is true for you in the past month. I am unhappy being so withdrawn.,Never,117622,53255,0.452763939,69144,35698,0.516284855,2340,1090,0.465811966,1448,761,0.525552486,0.013048027,0.009267631,-0.007362398,0.033458452,-0.0167204,0.035255662,0.216990124
1332749,1332837,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Extremely unhappy,117622,1518,0.012905749,69144,1273,0.018410853,2340,47,0.02008547,1448,40,0.027624309,0.007179721,0.009213457,0.001458964,0.012900478,0.00071256,0.017714352,0.003295019
1333301,45876636,"Thinking about your current social habits, in the last 5 days: I have been in close contact with someone who is in a risk group for COVID-19. This includes someone inside or outside of your household.",Don't know,264664,5370,0.020289877,99713,4703,0.047165365,5389,145,0.026906662,2220,125,0.056306306,0.006616785,0.009140942,0.002263347,0.010970223,-0.000537748,0.01881963,0.000804683
1332767,1333137,"In the past month: Did someone in your home smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?","Not currently, but in the past",117622,12000,0.102021731,69144,9805,0.141805507,2340,271,0.115811966,1448,218,0.150552486,0.013790235,0.008746979,0.000709862,0.026870608,-0.009855073,0.027349031,0.031924889
1333235,1333172,Which of the following symptoms did you have? (select all that apply).,"Raised, red, itchy, welts on the skin or sudden swelling of the face or lips",59282,335,0.005650956,9120,316,0.034649123,5902,35,0.005930193,788,34,0.043147208,0.000279237,0.008498085,-0.001770405,0.002328879,-0.006176851,0.023173021,0.855997459
1332849,9580,How long has it been since you last smoked?,month,19779,1350,0.068254209,13960,1101,0.078868195,456,33,0.072368421,332,29,0.087349398,0.004114212,0.008481203,-0.019924962,0.028153386,-0.022217298,0.039179704,0.802305791
1332735,1333306,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people.",Most days (3-4 days),244819,6997,0.028580298,96397,5857,0.060759152,4939,171,0.034622393,2133,147,0.068917018,0.006042095,0.008157866,0.000900895,0.011183295,-0.002697434,0.019013166,0.013325505
1332833,45881671,What is your current marital status?,Never married,117622,17735,0.150779616,69144,10993,0.158987042,2340,369,0.157692308,1448,242,0.167127072,0.006912692,0.00814003,-0.007994844,0.021820228,-0.011268895,0.027548955,0.370344685
1332741,45879460,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,Neutral,117622,39079,0.332242268,69144,29384,0.424968182,2340,805,0.344017094,1448,627,0.43301105,0.011774826,0.008042867,-0.00766008,0.031209732,-0.017742918,0.033828654,0.239971342
1333296,45879397,"In the past 7 days, I tried not to think about COVID-19.",Extremely,117622,2437,0.020718913,69144,2176,0.031470554,2340,63,0.026923077,1448,57,0.039364641,0.006204164,0.007894087,-0.000404235,0.012812563,-0.002206138,0.017994312,0.044719191
1332749,45876636,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Don't know,117622,1558,0.013245821,69144,1425,0.020609163,2340,45,0.019230769,1448,41,0.028314917,0.005984948,0.007705754,0.000382277,0.011587619,-0.000903093,0.016314601,0.016137409
713888,1310110,When did your COVID-19 symptoms begin?,May or June 2020,24948,1018,0.040804874,16701,763,0.045685887,1827,94,0.051450465,1241,66,0.053182917,0.010645591,0.00749703,0.000222502,0.02106868,-0.005383123,0.020377183,0.032294636
1333119,1332775,"Thinking about these activities in the last 5 days, my social interaction with people outside my home was.",A lot more than normal,264664,5309,0.020059396,99713,4871,0.0488502,5389,131,0.024308777,2220,125,0.056306306,0.004249381,0.007456106,0.000103034,0.008395728,-0.002225614,0.017137826,0.031624468
1310136,713887,"In the past month, did you have a child(ren) enrolled in childcare centers, schools, or colleges that are learning remotely because of COVID-19?","Yes, but not at home",26018,2623,0.100814821,16011,2006,0.125288864,730,75,0.102739726,468,62,0.132478632,0.001924906,0.007189769,-0.020401829,0.024251639,-0.023949459,0.038328995,0.913981718
1332735,1332864,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people.",A few days (1-2 days),244819,71291,0.291198804,96397,44651,0.463199062,4939,1592,0.322332456,2133,1003,0.470229723,0.031133652,0.007030661,0.017975666,0.044291638,-0.014383208,0.02844453,2.04E-06
1332769,1332759,Who do you know who has died? Check all that apply.,Parent,56745,1066,0.018785796,29890,722,0.024155236,1581,37,0.02340291,805,25,0.031055901,0.004617113,0.006900665,-0.00291818,0.012152408,-0.005208245,0.019009575,0.216528685
1332833,45884459,What is your current marital status?,Separated,117622,1588,0.013500876,69144,1105,0.015981141,2340,42,0.017948718,1448,33,0.022790055,0.004447842,0.006808914,-0.000971716,0.0098674,-0.000934241,0.014552069,0.080102418
1333289,903096,"Think about the time you spent walking in the last 7 days. During the last 7 days, did you walk for at least 10 minutes at a time?",PMI: Skip,117622,697,0.005925762,69144,680,0.009834548,2340,25,0.010683761,1448,24,0.016574586,0.004757998,0.006740037,0.000569444,0.008946554,0.00012312,0.013356956,0.004929208
1333291,1332771,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Worked reduced hours,362991,27556,0.075913728,99713,17028,0.17077011,7673,602,0.078456927,2220,394,0.177477477,0.002543199,0.006707367,-0.003534616,0.008621014,-0.009356754,0.022771488,0.417761411
1332833,1177221,What is your current marital status?,I prefer not to answer,117622,775,0.006588903,69144,640,0.009256045,2340,28,0.011965812,1448,23,0.015883978,0.005376909,0.006627933,0.000947193,0.009806625,0.000148782,0.013107084,0.002441344
1333291,1333029,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",I became unemployed,362991,15959,0.043965277,99713,9590,0.096176025,7673,374,0.048742343,2220,228,0.102702703,0.004777066,0.006526678,-8.69E-05,0.00964102,-0.006233118,0.019286474,0.04664173
1333013,45882429,How often did you use cannabis?,1-3 times per month,11770,2062,0.175191164,8045,1715,0.213175886,183,34,0.18579235,132,29,0.21969697,0.010601186,0.006521084,-0.046167044,0.067369416,-0.064676154,0.077718322,0.782332827
1333328,1332782,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less courtesy than other people are.",At least once a week,117622,6590,0.056026934,69144,5759,0.083289946,2340,149,0.063675214,1448,130,0.089779006,0.00764828,0.00648906,-0.002331876,0.017628436,-0.008378252,0.021356372,0.122182809
1333299,45883381,"In the past month: Did you use any type of electronic nicotine product? This includes e- cigarettes, vape pens, hookah pens, personal vaporizers and mods, e-cigars, e-pipes, and e-hookahs.",Some days,117622,953,0.008102226,69144,842,0.012177485,2340,29,0.012393162,1448,27,0.018646409,0.004290937,0.006468924,-0.000220777,0.008802649,-0.000546327,0.013484175,0.030372814
1333105,1332864,"Thinking about your current social habits, in the last 5 days: I have gone to my workplace or volunteer site that is outside my home.",A few days (1-2 days),244819,34366,0.140373092,96397,22932,0.237891221,4939,745,0.150840251,2133,521,0.244256915,0.010467159,0.006365694,0.000391576,0.020542742,-0.012064577,0.024795965,0.038021035
1333298,45883856,"In your day-to-day life, how often did this happen to you during the past month? You are called names or insulted.",Almost every day,117622,830,0.007056503,69144,709,0.010253963,2340,25,0.010683761,1448,24,0.016574586,0.003627258,0.006320623,-0.000565645,0.007820161,-0.00029802,0.012939266,0.052222475
1332848,1333125,Please select the response that best reflects your behavior in the past month. I believe I can grow in positive ways by dealing with difficult situations.,Does not describe me at all,117622,1006,0.008552822,69144,879,0.0127126,2340,30,0.012820513,1448,27,0.018646409,0.004267691,0.005933809,-0.000320761,0.008856143,-0.001083507,0.012951125,0.036041828
1333303,903096,"In the past 7 days, I thought about COVID-19 when I didn't mean to.",PMI: Skip,117622,614,0.005220112,69144,605,0.008749855,2340,21,0.008974359,1448,21,0.014502762,0.003754247,0.005752907,-8.89E-05,0.007597439,-0.000443773,0.011949587,0.019576408
1333311,45883856,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less respect than other people are.",Almost every day,117622,2687,0.022844366,69144,2231,0.032265996,2340,65,0.027777778,1448,55,0.037983425,0.004933412,0.00571743,-0.001779538,0.011646362,-0.004216103,0.015650961,0.131383405
1332848,45879460,Please select the response that best reflects your behavior in the past month. I believe I can grow in positive ways by dealing with difficult situations.,Neutral,117622,23230,0.197497067,69144,17787,0.257245748,2340,478,0.204273504,1448,380,0.262430939,0.006776437,0.005185191,-0.009716576,0.02326945,-0.017708502,0.028078884,0.430169905
1332749,1333079,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Moderately unhappy,117622,16983,0.144386254,69144,13635,0.197197154,2340,354,0.151282051,1448,293,0.202348066,0.006895797,0.005150913,-0.00776079,0.021552384,-0.015753366,0.02605519,0.362980389
1332749,1333078,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Very unhappy,117622,3920,0.033327099,69144,3371,0.048753326,2340,89,0.038034188,1448,78,0.053867403,0.004707089,0.005114077,-0.003110593,0.012524771,-0.006624133,0.016852287,0.231536173
1332835,45883275,"Choose the answer that best describes how you felt in the past month. In uncertain times, I usually expect the best.",Agree a lot,117622,32967,0.280279199,69144,23158,0.334924216,2340,672,0.287179487,1448,492,0.339779006,0.006900288,0.004854789,-0.011610409,0.025410985,-0.019792881,0.029502461,0.476120316
1310134,903096,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings of MORE than 50 people.",PMI: Skip,127197,898,0.007059915,71679,885,0.012346712,2599,27,0.010388611,1577,27,0.017121116,0.003328696,0.004774404,-0.000596493,0.007253885,-0.001678912,0.01122772,0.060202022
1333024,1332777,Please select the response that best reflects your behavior in the past month. I look for creative ways to alter difficult situations.,Does not describe me,117622,7274,0.061842172,69144,6212,0.08984149,2340,162,0.069230769,1448,137,0.09461326,0.007388597,0.004771769,-0.002988261,0.017765455,-0.010453147,0.019996687,0.154325266
1333294,1333227,"In the past month, have you experienced the following as a result of COVID-19? Select all that apply.",Did not have a regular place to sleep or stay,281888,1254,0.004448575,99713,1053,0.010560308,5966,38,0.006369427,2220,34,0.015315315,0.001920851,0.004755007,-0.000112729,0.003954433,-0.000392622,0.009902636,0.035854027
1333104,903096,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",PMI: Skip,918790,4998,0.005439763,99713,4512,0.045249867,17874,118,0.006601768,2220,111,0.05,0.001162005,0.004750133,-3.47E-05,0.002358708,-0.004407255,0.013907521,0.041711861
1332769,903096,Who do you know who has died? Check all that apply.,PMI: Skip,56745,1364,0.02403736,29890,1232,0.041217799,1581,42,0.026565465,805,37,0.045962733,0.002528105,0.004744934,-0.005498179,0.010554389,-0.009895143,0.019385011,0.573214774
1333311,1332783,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less respect than other people are.",A few times a month,117622,25070,0.213140399,69144,19599,0.283451926,2340,530,0.226495726,1448,417,0.287983425,0.013355328,0.004531499,-0.003764449,0.030475103,-0.019032604,0.028095602,0.12456114
1333296,903096,"In the past 7 days, I tried not to think about COVID-19.",PMI: Skip,117622,867,0.00737107,69144,843,0.012191947,2340,24,0.01025641,1448,24,0.016574586,0.00288534,0.004382638,-0.00122607,0.00699675,-0.002243951,0.011009229,0.136733079
1333293,903096,"In your day-to-day life, how often did this happen to you during the past month? You are threatened or harassed.",PMI: Skip,117622,1086,0.009232967,69144,1038,0.015012149,2340,29,0.012393162,1448,28,0.019337017,0.003160196,0.004324868,-0.001355538,0.007675928,-0.002825621,0.011475357,0.14192162
1333293,1332782,"In your day-to-day life, how often did this happen to you during the past month? You are threatened or harassed.",At least once a week,117622,974,0.008280764,69144,898,0.012987389,2340,26,0.011111111,1448,25,0.017265193,0.002830347,0.004277805,-0.001448213,0.007108907,-0.002484216,0.011039824,0.168728757
1333299,45881677,"In the past month: Did you use any type of electronic nicotine product? This includes e- cigarettes, vape pens, hookah pens, personal vaporizers and mods, e-cigars, e-pipes, and e-hookahs.",Every day,117622,1457,0.012387138,69144,1045,0.015113387,2340,39,0.016666667,1448,28,0.019337017,0.004279528,0.00422363,-0.000945827,0.009504885,-0.002927241,0.011374501,0.079583401
1333301,903096,"Thinking about your current social habits, in the last 5 days: I have been in close contact with someone who is in a risk group for COVID-19. This includes someone inside or outside of your household.",PMI: Skip,264664,1699,0.00641946,99713,1646,0.016507376,5389,47,0.00872147,2220,46,0.020720721,0.00230201,0.004213345,-0.000199052,0.004803072,-0.00176473,0.01019142,0.045337889
1333221,903096,Choose the answer that is true for you in the past month. I am an outgoing person.,PMI: Skip,117622,839,0.007133019,69144,812,0.011743608,2340,23,0.00982906,1448,23,0.015883978,0.00269604,0.00414037,-0.001329945,0.006722027,-0.002349214,0.010629954,0.159915887
1333295,903096,"In the past 7 days, I was aware that I still had a lot of feelings about COVID-19, but I didn't deal with them.",PMI: Skip,117622,886,0.007532604,69144,860,0.012437811,2340,24,0.01025641,1448,24,0.016574586,0.002723806,0.004136775,-0.001388236,0.006835848,-0.00249082,0.01076437,0.166544731
1333024,903096,Please select the response that best reflects your behavior in the past month. I look for creative ways to alter difficult situations.,PMI: Skip,117622,995,0.008459302,69144,961,0.013898531,2340,27,0.011538462,1448,26,0.017955801,0.00307916,0.004057271,-0.00127945,0.00743777,-0.002837785,0.010952325,0.135907135
1333291,1333222,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Incurred increased costs for childcare expenses,362991,2726,0.007509828,99713,1950,0.019556126,7673,80,0.01042617,2220,52,0.023423423,0.002916342,0.003867297,0.000626303,0.005206381,-0.002482574,0.010217168,0.004371345
1332741,903096,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,PMI: Skip,117622,1027,0.00873136,69144,975,0.014101007,2340,27,0.011538462,1448,26,0.017955801,0.002807102,0.003854795,-0.00155251,0.007166714,-0.003041054,0.010750642,0.18386337
1332835,903096,"Choose the answer that best describes how you felt in the past month. In uncertain times, I usually expect the best.",PMI: Skip,117622,909,0.007728146,69144,883,0.01277045,2340,25,0.010683761,1448,24,0.016574586,0.002955615,0.003804136,-0.001239865,0.007151095,-0.002824818,0.01043309,0.135707022
1310060,45876662,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 but LESS than 50 people. How often did you wear a face mask or face covering?",Never,11687,887,0.075896295,9569,769,0.080363674,374,29,0.077540107,309,26,0.084142395,0.001643812,0.00377872,-0.025883153,0.029170777,-0.027649011,0.035206453,0.984856562
1332734,45881677,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 people.",Every day,244819,751,0.003067572,96397,683,0.007085283,4939,24,0.004859283,2133,23,0.010782935,0.001791711,0.003697652,-0.000159975,0.003743397,-0.000717169,0.008112473,0.034663045
1333011,903096,"In the past month: Did you smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?",PMI: Skip,117622,878,0.00746459,69144,847,0.012249798,2340,23,0.00982906,1448,23,0.015883978,0.00236447,0.00363418,-0.001662841,0.006391781,-0.002857519,0.010125879,0.233702159
1333291,1332772,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Not paid at all,362991,8157,0.022471632,99713,6306,0.063241503,7673,189,0.024631826,2220,148,0.066666667,0.002160194,0.003425164,-0.001341312,0.0056617,-0.00706058,0.013910908,0.221207488
1333017,1333155,"In the past month, have you used any of the following drugs? Select all that apply.","Prescription stimulants (for example, Ritalin, Concerta, Dexedrine, Adderall, Focalin, Didrex, etc)",123878,3076,0.024830882,69144,2110,0.030516025,2468,72,0.02917342,1448,49,0.033839779,0.004342538,0.003323754,-0.002353341,0.011038417,-0.006077343,0.012724851,0.191799106
1332739,1332777,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",Does not describe me,117622,8820,0.074985972,69144,7181,0.103855721,2340,178,0.076068376,1448,155,0.107044199,0.001082404,0.003188478,-0.009763964,0.011928772,-0.012897356,0.019274312,0.875083981
1310051,903096,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people. How often did you wear a face mask or face covering?",PMI: Skip,41068,12244,0.298139671,30426,10296,0.338394794,916,292,0.318777293,700,239,0.341428571,0.020637622,0.003033778,-0.009862824,0.051138068,-0.032494044,0.038561598,0.189056376
1333328,903096,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less courtesy than other people are.",PMI: Skip,117622,1241,0.010550747,69144,1178,0.017036908,2340,29,0.012393162,1448,29,0.020027624,0.001842415,0.002990716,-0.002677986,0.006362816,-0.004289284,0.010270716,0.447082346
1332750,45876636,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,Don't know,117622,2384,0.020268317,69144,2181,0.031542867,2340,55,0.023504274,1448,50,0.034530387,0.003235956,0.00298752,-0.002954954,0.009426868,-0.006506743,0.012481783,0.305690105
1333017,1333159,"In the past month, have you used any of the following drugs? Select all that apply.","Prescription sedatives or prescription sleeping pills (for example, Valium, Ambien, Serepax, Ativan, Xanax, Libriu, etc)",123878,9192,0.074202037,69144,6487,0.093818697,2468,199,0.080632091,1448,140,0.096685083,0.006430053,0.002866386,-0.004410379,0.017270487,-0.012509681,0.018242453,0.243163029
1332769,1332760,Who do you know who has died? Check all that apply.,Grandparent,56745,947,0.016688695,29890,695,0.023251924,1581,27,0.017077799,805,21,0.026086957,0.000389104,0.002835033,-0.00608371,0.006861918,-0.008307601,0.013977667,0.984363128
1332833,45883710,What is your current marital status?,Living with partner,117622,7354,0.062522317,69144,4872,0.070461645,2340,154,0.065811966,1448,106,0.07320442,0.003289649,0.002742775,-0.006851559,0.013430857,-0.010808204,0.016293754,0.543556115
1333119,1333025,"Thinking about these activities in the last 5 days, my social interaction with people outside my home was.",More than normal,264664,5599,0.021155125,99713,5188,0.052029324,5389,136,0.025236593,2220,121,0.054504505,0.004081468,0.00247518,-0.000141807,0.008304743,-0.007068063,0.012018425,0.044468404
1333295,45881667,"In the past 7 days, I was aware that I still had a lot of feelings about COVID-19, but I didn't deal with them.",A little bit,117622,33731,0.286774583,69144,26522,0.383576305,2340,690,0.294871795,1448,559,0.386049724,0.008097212,0.002473419,-0.010557965,0.026752389,-0.022862801,0.027809639,0.404068918
1332734,903096,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 people.",PMI: Skip,244819,2220,0.009067924,96397,2158,0.022386589,4939,54,0.010933387,2133,53,0.024847632,0.001865464,0.002461044,-0.001058883,0.004789809,-0.004210534,0.00913262,0.196746397
1333300,45876672,"Now, thinking about the COVID-19 recommendations and mandates...How often in the past month are you doing the recommended pandemic hygiene?",Rarely,264664,2183,0.008248194,99713,1555,0.015594757,5389,56,0.010391538,2220,40,0.018018018,0.002143344,0.002423261,-0.000585977,0.004872665,-0.003163133,0.008009655,0.100604136
1333298,1332782,"In your day-to-day life, how often did this happen to you during the past month? You are called names or insulted.",At least once a week,117622,1623,0.013798439,69144,1457,0.021071966,2340,39,0.016666667,1448,34,0.023480663,0.002868228,0.002408697,-0.002361422,0.008097878,-0.005463798,0.010281192,0.277444
1333291,1333136,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Had difficulty arranging for childcare,362991,7065,0.019463292,99713,4358,0.043705435,7673,166,0.021634302,2220,102,0.045945946,0.00217101,0.002240511,-0.001115139,0.005457159,-0.006560712,0.011041734,0.187161975
1333104,1333338,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Using non-prescription drugs,918790,3293,0.003584062,99713,2721,0.027288317,17874,77,0.004307933,2220,65,0.029279279,0.000723872,0.001990962,-0.000244013,0.001691755,-0.005094492,0.009076416,0.124103796
1333311,1332782,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less respect than other people are.",At least once a week,117622,6016,0.051146894,69144,5260,0.076073123,2340,130,0.055555556,1448,113,0.078038674,0.004408661,0.001965551,-0.004957281,0.013774605,-0.011990824,0.015921926,0.362573929
1333121,903096,"In the past 2 weeks, how often have you been bothered by the following problem? Becoming easily annoyed or irritable.",PMI: Skip,117622,840,0.007141521,69144,820,0.011859308,2340,20,0.008547009,1448,20,0.013812155,0.001405487,0.001952847,-0.002355208,0.005166184,-0.004112446,0.00801814,0.500152011
1310132,45879592,"When a COVID-19 vaccine is available, how likely are you to want to receive vaccination?",Likely,124294,15046,0.1210517,71768,13024,0.181473637,2648,334,0.126132931,1598,293,0.183354193,0.005081231,0.001880555,-0.007693341,0.017855803,-0.017300224,0.021061336,0.445577193
1310051,45876662,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people. How often did you wear a face mask or face covering?",Never,41068,4359,0.106141034,30426,3728,0.122526786,916,95,0.10371179,700,87,0.124285714,-0.002429244,0.001758928,-0.022396859,0.017538371,-0.022956644,0.0264745,0.855671522
