question_concept_id,responce_concpet_id,Question,Response removed due to invalid value,q_cnt,a_cnt,ev_prop,q_pt,a_pt,pt_prop,ev_lower_confidence_interval,ev_upper_confidence_interval,pt_lower_confidence_interval,pt_upper_confidence_interval
1332745,45878245,"Do you regularly take immunosuppressant medications (including steroids, methotrexate, biologic agents)?",No,2340,2070,0.884615385,1448,1304,0.900552486,0.871670704,0.897560066,0.885138488,0.915966484
1333298,45876662,"In your day-to-day life, how often did this happen to you during the past month? You are called names or insulted.",Never,2340,2061,0.880769231,1448,1297,0.895718232,0.86763921,0.893899252,0.879976457,0.911460007
1333289,45877994,"Think about the time you spent walking in the last 7 days. During the last 7 days, did you walk for at least 10 minutes at a time?",Yes,2340,1823,0.779059829,1448,1183,0.81698895,0.762250015,0.795869643,0.797072563,0.836905337
1332767,45880857,"In the past month: Did someone in your home smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?","No, never",2340,1776,0.758974359,1448,1150,0.794198895,0.741644887,0.776303831,0.773375463,0.815022327
1333011,45880857,"In the past month: Did you smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?","No, never",2340,1757,0.750854701,1448,1142,0.788674033,0.733330248,0.768379154,0.767646466,0.8097016
1333311,45876662,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less respect than other people are.",Never,2340,1589,0.679059829,1448,1044,0.720994475,0.660144834,0.697974824,0.697893188,0.744095762
1333328,45876662,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less courtesy than other people are.",Never,2340,1569,0.670512821,1448,1026,0.708563536,0.651468611,0.689557031,0.685157646,0.731969426
1332848,1333028,Please select the response that best reflects your behavior in the past month. I believe I can grow in positive ways by dealing with difficult situations.,Describes me,2340,1219,0.520940171,1448,884,0.610497238,0.500699311,0.541181031,0.585380633,0.635613843
1332749,1333116,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Moderately happy,2340,1157,0.494444444,1448,834,0.575966851,0.47418706,0.514701828,0.550512475,0.601421227
1332833,45876756,What is your current marital status?,Married,2340,1302,0.556410256,1448,789,0.544889503,0.536280965,0.576539547,0.519240147,0.570538859
1332739,1333028,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",Describes me,2340,1059,0.452564103,1448,781,0.539364641,0.432396845,0.472731361,0.513691223,0.565038059
1333120,45876662,Choose the answer that is true for you in the past month. I am unhappy being so withdrawn.,Never,2340,1090,0.465811966,1448,761,0.525552486,0.445600744,0.486023188,0.499832783,0.551272189
1333295,45883172,"In the past 7 days, I was aware that I still had a lot of feelings about COVID-19, but I didn't deal with them.",Not at all,2340,1059,0.452564103,1448,749,0.517265193,0.432396845,0.472731361,0.491527196,0.54300319
1332750,45885256,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,Very much,2340,1001,0.427777778,1448,722,0.498618785,0.407731598,0.447823958,0.472865528,0.524372042
1333121,45883172,"In the past 2 weeks, how often have you been bothered by the following problem? Becoming easily annoyed or irritable.",Not at all,2340,1016,0.434188034,1448,702,0.48480663,0.414105655,0.454270413,0.459065167,0.510548093
1333024,1333028,Please select the response that best reflects your behavior in the past month. I look for creative ways to alter difficult situations.,Describes me,2340,943,0.402991453,1448,698,0.482044199,0.38311777,0.422865136,0.456307455,0.507780943
1333121,45879886,"In the past 2 weeks, how often have you been bothered by the following problem? Becoming easily annoyed or irritable.",Several days,2340,942,0.402564103,1448,694,0.479281768,0.382693852,0.422434354,0.453550531,0.505013005
1333221,45882528,Choose the answer that is true for you in the past month. I am an outgoing person.,Sometimes,2340,970,0.414529915,1448,681,0.470303867,0.394569459,0.434490371,0.444595974,0.49601176
1332741,1333028,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,Describes me,2340,906,0.387179487,1448,680,0.46961326,0.367443312,0.406915662,0.443907508,0.495319012
1333221,45884455,Choose the answer that is true for you in the past month. I am an outgoing person.,Often,2340,960,0.41025641,1448,667,0.460635359,0.390326769,0.430186051,0.434961941,0.486308777
1332741,45879460,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,Neutral,2340,805,0.344017094,1448,627,0.43301105,0.3247695,0.363264688,0.407489879,0.458532221
1332866,45881667,"In the past 7 days, other things kept making me think about COVID-19.",A little bit,2340,783,0.334615385,1448,621,0.428867403,0.315497075,0.353733695,0.403375996,0.45435881
1333296,45881667,"In the past 7 days, I tried not to think about COVID-19.",A little bit,2340,720,0.307692308,1448,588,0.406077348,0.28899203,0.326392586,0.380782438,0.431372258
1333303,45881667,"In the past 7 days, I thought about COVID-19 when I didn't mean to.",A little bit,2340,762,0.325641026,1448,582,0.401933702,0.306654072,0.34462798,0.376680544,0.42718686
1333295,45881667,"In the past 7 days, I was aware that I still had a lot of feelings about COVID-19, but I didn't deal with them.",A little bit,2340,690,0.294871795,1448,559,0.386049724,0.276396524,0.313347066,0.360974083,0.411125365
1333296,45883172,"In the past 7 days, I tried not to think about COVID-19.",Not at all,2340,714,0.305128205,1448,528,0.364640884,0.286471554,0.323784856,0.339849194,0.389432574
1333024,45879460,Please select the response that best reflects your behavior in the past month. I look for creative ways to alter difficult situations.,Neutral,2340,677,0.289316239,1448,525,0.362569061,0.270943887,0.307688591,0.337807629,0.387330493
1333292,45881667,"In the past 7 days, I felt watchful or on-guard.",A little bit,2340,662,0.282905983,1448,518,0.357734807,0.264656554,0.301155412,0.333045915,0.382423699
1333292,45884554,"In the past 7 days, I felt watchful or on-guard.",Moderately,2340,642,0.274358974,1448,513,0.354281768,0.256280546,0.292437402,0.329646361,0.378917175
1332739,45879460,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",Neutral,2340,623,0.266239316,1448,493,0.340469613,0.248331052,0.28414758,0.316062276,0.36487695
1332835,45883275,"Choose the answer that best describes how you felt in the past month. In uncertain times, I usually expect the best.",Agree a lot,2340,672,0.287179487,1448,492,0.339779006,0.268847609,0.305511365,0.315383673,0.364174339
1333303,45884554,"In the past 7 days, I thought about COVID-19 when I didn't mean to.",Moderately,2340,579,0.247435897,1448,491,0.339088398,0.229951798,0.264919996,0.314705127,0.363471669
1332835,45879540,"Choose the answer that best describes how you felt in the past month. In uncertain times, I usually expect the best.",Agree a little,2340,630,0.269230769,1448,489,0.337707182,0.251258925,0.287202613,0.313348208,0.362066156
1332835,45880775,"Choose the answer that best describes how you felt in the past month. In uncertain times, I usually expect the best.",Neither agree nor disagree,2340,596,0.254700855,1448,487,0.336325967,0.237047767,0.272353943,0.311991523,0.360660411
1332750,45882006,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,A moderate amount,2340,607,0.259401709,1448,478,0.330110497,0.241642732,0.277160686,0.30588933,0.354331664
1333296,45884554,"In the past 7 days, I tried not to think about COVID-19.",Moderately,2340,540,0.230769231,1448,469,0.323895028,0.213698291,0.247840171,0.299791922,0.347998134
1332866,45884554,"In the past 7 days, other things kept making me think about COVID-19.",Moderately,2340,547,0.233760684,1448,462,0.319060773,0.216612896,0.250908472,0.295052844,0.343068702
1333120,45876672,Choose the answer that is true for you in the past month. I am unhappy being so withdrawn.,Rarely,2340,516,0.220512821,1448,425,0.293508287,0.203714666,0.237310976,0.270053714,0.31696286
1333328,1332783,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less courtesy than other people are.",A few times a month,2340,525,0.224358974,1448,422,0.291436464,0.207456811,0.241261137,0.268030574,0.314842354
1333311,1332783,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less respect than other people are.",A few times a month,2340,530,0.226495726,1448,417,0.287983425,0.209536676,0.243454776,0.264659985,0.311306865
1333292,45884456,"In the past 7 days, I felt watchful or on-guard.",Quite a bit,2340,500,0.213675214,1448,414,0.285911602,0.19706718,0.230283248,0.262638424,0.30918478
1333120,45882528,Choose the answer that is true for you in the past month. I am unhappy being so withdrawn.,Sometimes,2340,519,0.221794872,1448,413,0.285220994,0.204961816,0.238627928,0.261964703,0.308477285
1332749,37079442,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Very happy,2340,549,0.234615385,1448,410,0.283149171,0.21744586,0.25178491,0.259943942,0.3063544
1333303,45884456,"In the past 7 days, I thought about COVID-19 when I didn't mean to.",Quite a bit,2340,474,0.202564103,1448,403,0.278314917,0.186279795,0.218848411,0.255231191,0.301398643
1332848,1332784,Please select the response that best reflects your behavior in the past month. I believe I can grow in positive ways by dealing with difficult situations.,Describes me very well,2340,529,0.226068376,1448,390,0.269337017,0.209120653,0.243016099,0.246487849,0.292186185
1333289,45878245,"Think about the time you spent walking in the last 7 days. During the last 7 days, did you walk for at least 10 minutes at a time?",No,2340,492,0.21025641,1448,389,0.268646409,0.193746001,0.226766819,0.245815772,0.291477046
1332866,45884456,"In the past 7 days, other things kept making me think about COVID-19.",Quite a bit,2340,452,0.193162393,1448,383,0.264502762,0.177167015,0.209157771,0.241784796,0.287220728
1332848,45879460,Please select the response that best reflects your behavior in the past month. I believe I can grow in positive ways by dealing with difficult situations.,Neutral,2340,478,0.204273504,1448,380,0.262430939,0.187938167,0.220608841,0.239770273,0.285091605
1333011,1333137,"In the past month: Did you smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?","Not currently, but in the past",2340,456,0.194871795,1448,332,0.229281768,0.178822824,0.210920766,0.207629849,0.250933687
1332739,1332784,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",Describes me very well,2340,413,0.176495726,1448,322,0.222375691,0.161048867,0.191942585,0.200957027,0.243794355
1333024,1332784,Please select the response that best reflects your behavior in the past month. I look for creative ways to alter difficult situations.,Describes me very well,2340,411,0.175641026,1448,318,0.21961326,0.160223619,0.191058433,0.198290273,0.240936247
1332749,1333079,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Moderately unhappy,2340,354,0.151282051,1448,293,0.202348066,0.136763758,0.165800344,0.181655228,0.223040904
1332866,45883172,"In the past 7 days, other things kept making me think about COVID-19.",Not at all,2340,356,0.152136752,1448,291,0.200966851,0.137584837,0.166688667,0.180326911,0.221606791
1333303,45883172,"In the past 7 days, I thought about COVID-19 when I didn't mean to.",Not at all,2340,367,0.156837607,1448,290,0.200276243,0.1421036,0.171571614,0.179662895,0.220889591
1333295,45884554,"In the past 7 days, I was aware that I still had a lot of feelings about COVID-19, but I didn't deal with them.",Moderately,2340,328,0.14017094,1448,278,0.19198895,0.126104791,0.154237089,0.171702289,0.212275611
1333292,45883172,"In the past 7 days, I felt watchful or on-guard.",Not at all,2340,302,0.129059829,1448,247,0.17058011,0.11547576,0.142643898,0.151206291,0.189953929
1332835,45876909,"Choose the answer that best describes how you felt in the past month. In uncertain times, I usually expect the best.",Disagree a little,2340,292,0.124786325,1448,245,0.169198895,0.111396321,0.138176329,0.149887613,0.188510177
1332750,1332850,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,An extreme amount,2340,292,0.124786325,1448,243,0.16781768,0.111396321,0.138176329,0.148569401,0.187065959
1332833,45881671,What is your current marital status?,Never married,2340,369,0.157692308,1448,242,0.167127072,0.142925698,0.172458918,0.14791047,0.186343674
1332750,45876949,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,A little,2340,295,0.126068376,1448,235,0.162292818,0.112619624,0.139517128,0.143301304,0.181284332
1332741,1332784,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,Describes me very well,2340,293,0.125213675,1448,235,0.162292818,0.111804037,0.138623313,0.143301304,0.181284332
1333296,45884456,"In the past 7 days, I tried not to think about COVID-19.",Quite a bit,2340,279,0.119230769,1448,233,0.160911602,0.106100748,0.13236079,0.141985492,0.179837712
1332767,1333137,"In the past month: Did someone in your home smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?","Not currently, but in the past",2340,271,0.115811966,1448,218,0.150552486,0.102846468,0.128777464,0.132133062,0.16897191
1333221,45876672,Choose the answer that is true for you in the past month. I am an outgoing person.,Rarely,2340,294,0.125641026,1448,218,0.150552486,0.112211806,0.139070246,0.132133062,0.16897191
1332741,1332777,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,Does not describe me,2340,241,0.102991453,1448,206,0.142265193,0.090676322,0.115306584,0.12427277,0.160257616
1333121,45878994,"In the past 2 weeks, how often have you been bothered by the following problem? Becoming easily annoyed or irritable.",More than half the days,2340,221,0.094444444,1448,201,0.138812155,0.082595329,0.106293559,0.121003689,0.156620621
1332833,45883375,What is your current marital status?,Divorced,2340,301,0.128632479,1448,200,0.138121547,0.115067592,0.142197366,0.120350315,0.155892779
1333292,45879397,"In the past 7 days, I felt watchful or on-guard.",Extremely,2340,218,0.093162393,1448,183,0.126381215,0.081385649,0.104939137,0.109266642,0.143495788
1333298,1332783,"In your day-to-day life, how often did this happen to you during the past month? You are called names or insulted.",A few times a month,2340,189,0.080769231,1448,164,0.113259669,0.06972907,0.091809392,0.09693668,0.129582658
1332745,45877994,"Do you regularly take immunosuppressant medications (including steroids, methotrexate, biologic agents)?",Yes,2340,253,0.108119658,1448,163,0.112569061,0.095537771,0.120701545,0.096289578,0.128848544
1333120,45884455,Choose the answer that is true for you in the past month. I am unhappy being so withdrawn.,Often,2340,193,0.082478632,1448,160,0.110497238,0.071332633,0.093624631,0.094349445,0.126645031
1332866,45879397,"In the past 7 days, other things kept making me think about COVID-19.",Extremely,2340,183,0.078205128,1448,157,0.108425414,0.06732648,0.089083776,0.092411105,0.124439723
1333295,45884456,"In the past 7 days, I was aware that I still had a lot of feelings about COVID-19, but I didn't deal with them.",Quite a bit,2340,178,0.076068376,1448,157,0.108425414,0.065326945,0.086809807,0.092411105,0.124439723
1332739,1332777,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",Does not describe me,2340,178,0.076068376,1448,155,0.107044199,0.065326945,0.086809807,0.091119899,0.122968499
1333024,1332777,Please select the response that best reflects your behavior in the past month. I look for creative ways to alter difficult situations.,Does not describe me,2340,162,0.069230769,1448,137,0.09461326,0.058945616,0.079515922,0.079538275,0.109688245
1333328,1332782,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less courtesy than other people are.",At least once a week,2340,149,0.063675214,1448,130,0.089779006,0.053781972,0.073568456,0.075055046,0.104502966
1332767,45881677,"In the past month: Did someone in your home smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?",Every day,2340,182,0.077777778,1448,128,0.08839779,0.066926379,0.088629177,0.073776449,0.103019131
1333121,45882010,"In the past 2 weeks, how often have you been bothered by the following problem? Becoming easily annoyed or irritable.",Nearly every day,2340,141,0.06025641,1448,122,0.084254144,0.050614868,0.069897952,0.069947198,0.09856109
1333303,45879397,"In the past 7 days, I thought about COVID-19 when I didn't mean to.",Extremely,2340,137,0.058547009,1448,121,0.083563536,0.049034571,0.068059447,0.069309974,0.097817098
1333311,1332782,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less respect than other people are.",At least once a week,2340,130,0.055555556,1448,113,0.078038674,0.046274613,0.064836499,0.064222904,0.091854444
1333024,1333125,Please select the response that best reflects your behavior in the past month. I look for creative ways to alter difficult situations.,Does not describe me at all,2340,120,0.051282051,1448,107,0.073895028,0.042345058,0.060219044,0.060420873,0.087369183
1332833,45883710,What is your current marital status?,Living with partner,2340,154,0.065811966,1448,106,0.07320442,0.055765583,0.075858349,0.059788377,0.086620463
1333293,1332783,"In your day-to-day life, how often did this happen to you during the past month? You are threatened or harassed.",A few times a month,2340,125,0.053418803,1448,102,0.070441989,0.0443078,0.062529806,0.057261914,0.083622064
1332835,45877172,"Choose the answer that best describes how you felt in the past month. In uncertain times, I usually expect the best.",Disagree a lot,2340,125,0.053418803,1448,97,0.06698895,0.0443078,0.062529806,0.054112125,0.079865775
1332744,45877994,Are you currently on chemotherapy or immunotherapy?,Yes,2340,138,0.058974359,1448,92,0.063535912,0.049429434,0.068519284,0.05097217,0.076099654
1332833,45883711,What is your current marital status?,Widowed,2340,127,0.054273504,1448,80,0.055248619,0.045094049,0.063452959,0.043481144,0.067016094
1332749,1333078,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Very unhappy,2340,89,0.038034188,1448,78,0.053867403,0.030284092,0.045784284,0.042239462,0.065495344
1332767,45883381,"In the past month: Did someone in your home smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?",Some days,2340,89,0.038034188,1448,77,0.053176796,0.030284092,0.045784284,0.041619417,0.064734175
1333221,45876662,Choose the answer that is true for you in the past month. I am an outgoing person.,Never,2340,93,0.03974359,1448,73,0.050414365,0.031828291,0.047658889,0.039144777,0.061683953
1332741,1333125,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,Does not describe me at all,2340,68,0.029059829,1448,63,0.043508287,0.02225397,0.035865688,0.033001004,0.05401557
1333328,45883856,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less courtesy than other people are.",Almost every day,2340,68,0.029059829,1448,63,0.043508287,0.02225397,0.035865688,0.033001004,0.05401557
1332848,1332777,Please select the response that best reflects your behavior in the past month. I believe I can grow in positive ways by dealing with difficult situations.,Does not describe me,2340,66,0.028205128,1448,60,0.041436464,0.021497152,0.034913104,0.031171307,0.051701621
1333295,45879397,"In the past 7 days, I was aware that I still had a lot of feelings about COVID-19, but I didn't deal with them.",Extremely,2340,61,0.026068376,1448,57,0.039364641,0.019612408,0.032524344,0.029348597,0.049380685
1333296,45879397,"In the past 7 days, I tried not to think about COVID-19.",Extremely,2340,63,0.026923077,1448,57,0.039364641,0.020365006,0.033481148,0.029348597,0.049380685
1333311,45883856,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less respect than other people are.",Almost every day,2340,65,0.027777778,1448,55,0.037983425,0.02111935,0.034436206,0.028137599,0.047829251
1332749,1333072,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Extremely happy,2340,69,0.029487179,1448,55,0.037983425,0.022632969,0.036341389,0.028137599,0.047829251
1332750,45876636,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,Don't know,2340,55,0.023504274,1448,50,0.034530387,0.017365965,0.029642583,0.025125927,0.043934847
1332739,1333125,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",Does not describe me at all,2340,52,0.022222222,1448,47,0.032458564,0.016249752,0.028194692,0.023330824,0.041586304
1332750,45883172,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,Not at all,2340,56,0.023931624,1448,47,0.032458564,0.017739119,0.030124129,0.023330824,0.041586304
1333011,45881677,"In the past month: Did you smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?",Every day,2340,68,0.029059829,1448,45,0.031077348,0.02225397,0.035865688,0.022139554,0.040015142
1332749,45876636,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Don't know,2340,45,0.019230769,1448,41,0.028314917,0.013666323,0.024795215,0.019771448,0.036858386
1332749,1332837,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Extremely unhappy,2340,47,0.02008547,1448,40,0.027624309,0.014401193,0.025769747,0.019182674,0.036065944
1333299,1333137,"In the past month: Did you use any type of electronic nicotine product? This includes e- cigarettes, vape pens, hookah pens, personal vaporizers and mods, e-cigars, e-pipes, and e-hookahs.","Not currently, but in the past",2340,44,0.018803419,1448,37,0.025552486,0.013299949,0.024306889,0.017424937,0.033680035
1333298,1332782,"In your day-to-day life, how often did this happen to you during the past month? You are called names or insulted.",At least once a week,2340,39,0.016666667,1448,34,0.023480663,0.011479683,0.021853651,0.015681295,0.031280031
1332833,45884459,What is your current marital status?,Separated,2340,42,0.017948718,1448,33,0.022790055,0.01256944,0.023327996,0.015103523,0.030476587
1333011,45883381,"In the past month: Did you smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?",Some days,2340,36,0.015384615,1448,33,0.022790055,0.010397874,0.020371356,0.015103523,0.030476587
1333328,903096,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less courtesy than other people are.",PMI: Skip,2340,29,0.012393162,1448,29,0.020027624,0.007910631,0.016875693,0.012811808,0.02724344
1333293,903096,"In your day-to-day life, how often did this happen to you during the past month? You are threatened or harassed.",PMI: Skip,2340,29,0.012393162,1448,28,0.019337017,0.007910631,0.016875693,0.012244205,0.026429829
1333299,45881677,"In the past month: Did you use any type of electronic nicotine product? This includes e- cigarettes, vape pens, hookah pens, personal vaporizers and mods, e-cigars, e-pipes, and e-hookahs.",Every day,2340,39,0.016666667,1448,28,0.019337017,0.011479683,0.021853651,0.012244205,0.026429829
1333299,45883381,"In the past month: Did you use any type of electronic nicotine product? This includes e- cigarettes, vape pens, hookah pens, personal vaporizers and mods, e-cigars, e-pipes, and e-hookahs.",Some days,2340,29,0.012393162,1448,27,0.018646409,0.007910631,0.016875693,0.011678954,0.025613864
1332848,1333125,Please select the response that best reflects your behavior in the past month. I believe I can grow in positive ways by dealing with difficult situations.,Does not describe me at all,2340,30,0.012820513,1448,27,0.018646409,0.008262339,0.017378687,0.011678954,0.025613864
1333024,903096,Please select the response that best reflects your behavior in the past month. I look for creative ways to alter difficult situations.,PMI: Skip,2340,27,0.011538462,1448,26,0.017955801,0.007211391,0.015865533,0.011116185,0.024795417
1332741,903096,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,PMI: Skip,2340,27,0.011538462,1448,26,0.017955801,0.007211391,0.015865533,0.011116185,0.024795417
1333293,1332782,"In your day-to-day life, how often did this happen to you during the past month? You are threatened or harassed.",At least once a week,2340,26,0.011111111,1448,25,0.017265193,0.006864009,0.015358213,0.01055604,0.023974346
1333311,903096,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less respect than other people are.",PMI: Skip,2340,26,0.011111111,1448,25,0.017265193,0.006864009,0.015358213,0.01055604,0.023974346
1333289,903096,"Think about the time you spent walking in the last 7 days. During the last 7 days, did you walk for at least 10 minutes at a time?",PMI: Skip,2340,25,0.010683761,1448,24,0.016574586,0.006518235,0.014849287,0.009998676,0.023150496
1333298,45883856,"In your day-to-day life, how often did this happen to you during the past month? You are called names or insulted.",Almost every day,2340,25,0.010683761,1448,24,0.016574586,0.006518235,0.014849287,0.009998676,0.023150496
1333296,903096,"In the past 7 days, I tried not to think about COVID-19.",PMI: Skip,2340,24,0.01025641,1448,24,0.016574586,0.006174164,0.014338656,0.009998676,0.023150496
1333295,903096,"In the past 7 days, I was aware that I still had a lot of feelings about COVID-19, but I didn't deal with them.",PMI: Skip,2340,24,0.01025641,1448,24,0.016574586,0.006174164,0.014338656,0.009998676,0.023150496
1332835,903096,"Choose the answer that best describes how you felt in the past month. In uncertain times, I usually expect the best.",PMI: Skip,2340,25,0.010683761,1448,24,0.016574586,0.006518235,0.014849287,0.009998676,0.023150496
1332833,1177221,What is your current marital status?,I prefer not to answer,2340,28,0.011965812,1448,23,0.015883978,0.007560291,0.016371333,0.009444264,0.022323692
1333221,903096,Choose the answer that is true for you in the past month. I am an outgoing person.,PMI: Skip,2340,23,0.00982906,1448,23,0.015883978,0.005831903,0.013826217,0.009444264,0.022323692
1333011,903096,"In the past month: Did you smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?",PMI: Skip,2340,23,0.00982906,1448,23,0.015883978,0.005831903,0.013826217,0.009444264,0.022323692
1333298,903096,"In your day-to-day life, how often did this happen to you during the past month? You are called names or insulted.",PMI: Skip,2340,26,0.011111111,1448,23,0.015883978,0.006864009,0.015358213,0.009444264,0.022323692
1333120,903096,Choose the answer that is true for you in the past month. I am unhappy being so withdrawn.,PMI: Skip,2340,22,0.009401709,1448,22,0.01519337,0.005491569,0.013311849,0.008892996,0.021493744
1333303,903096,"In the past 7 days, I thought about COVID-19 when I didn't mean to.",PMI: Skip,2340,21,0.008974359,1448,21,0.014502762,0.005153295,0.012795423,0.008345085,0.020660439
1332767,903096,"In the past month: Did someone in your home smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?",PMI: Skip,2340,22,0.009401709,1448,21,0.014502762,0.005491569,0.013311849,0.008345085,0.020660439
1333121,903096,"In the past 2 weeks, how often have you been bothered by the following problem? Becoming easily annoyed or irritable.",PMI: Skip,2340,20,0.008547009,1448,20,0.013812155,0.004817228,0.01227679,0.007800773,0.019823537
1333299,903096,"In the past month: Did you use any type of electronic nicotine product? This includes e- cigarettes, vape pens, hookah pens, personal vaporizers and mods, e-cigars, e-pipes, and e-hookahs.",PMI: Skip,2340,20,0.008547009,1448,20,0.013812155,0.004817228,0.01227679,0.007800773,0.019823537
713888,836874,When did your COVID-19 symptoms begin?,November or December 2020,1827,569,0.311439518,1241,445,0.358581789,0.290205278,0.332673758,0.331899262,0.385264316
713888,1310118,When did your COVID-19 symptoms begin?,September or October 2020,1827,361,0.19759168,1241,241,0.194198227,0.179333358,0.215850002,0.172189296,0.216207158
713888,1310109,When did your COVID-19 symptoms begin?,March or April 2020,1827,292,0.159824849,1241,185,0.149073328,0.143021885,0.176627813,0.129257682,0.168888974
713888,713887,When did your COVID-19 symptoms begin?,"Yes, but not at home",1827,149,0.081554461,1241,149,0.120064464,0.069004875,0.094104047,0.101980448,0.13814848
713888,1310107,When did your COVID-19 symptoms begin?,January or February 2020,1827,153,0.083743842,1241,124,0.09991942,0.071042087,0.096445597,0.083234357,0.116604483
713888,1310108,When did your COVID-19 symptoms begin?,July or August 2020,1827,161,0.088122605,1241,109,0.087832393,0.075124181,0.101121029,0.072084339,0.103580447
713888,1310110,When did your COVID-19 symptoms begin?,May or June 2020,1827,94,0.051450465,1241,66,0.053182917,0.041320604,0.061580326,0.040698125,0.065667709
713888,903096,When did your COVID-19 symptoms begin?,PMI: Skip,1827,48,0.026272578,1241,47,0.037872683,0.018938444,0.033606712,0.027252267,0.048493099
1310142,702690,Do you plan to get the flu vaccine this season?,"No, I received it more than a month ago",1704,919,0.539319249,1211,696,0.574731627,0.515652626,0.562985872,0.546887083,0.602576171
1310142,45877994,Do you plan to get the flu vaccine this season?,Yes,1704,376,0.220657277,1211,334,0.27580512,0.200967687,0.240346867,0.250633863,0.300976377
1310142,45878245,Do you plan to get the flu vaccine this season?,No,1704,270,0.158450704,1211,186,0.153592073,0.141112657,0.175788751,0.133284862,0.173899284
1310142,45876636,Do you plan to get the flu vaccine this season?,Don't know,1704,135,0.079225352,1211,111,0.091659785,0.066401395,0.092049309,0.075408425,0.107911145
903630,903096,How much time did you usually spend walking on one of those days (minutes per day)?,PMI: Skip,1824,468,0.256578947,1183,412,0.348267117,0.236535906,0.276621988,0.321118559,0.375415675
903641,903096,How much time did you usually spend sitting on one of those days (hours per day)?,PMI: Skip,1670,100,0.05988024,1100,97,0.088181818,0.048500739,0.071259741,0.071424852,0.104938784
1310052,45883772,"Thinking about your current social habits, in the last 5 days: I have gone to my workplace or volunteer site that is outside my home. How often did you wear a face mask or face covering?",All of the time,1285,683,0.53151751,871,519,0.59586682,0.504233889,0.558801131,0.563277457,0.628456183
1310052,903096,"Thinking about your current social habits, in the last 5 days: I have gone to my workplace or volunteer site that is outside my home. How often did you wear a face mask or face covering?",PMI: Skip,1285,363,0.282490272,871,297,0.340987371,0.257874573,0.307105971,0.309505899,0.372468843
1310052,45879199,"Thinking about your current social habits, in the last 5 days: I have gone to my workplace or volunteer site that is outside my home. How often did you wear a face mask or face covering?",Most of the time,1285,173,0.13463035,871,144,0.16532721,0.115967892,0.153292808,0.140657201,0.189997219
