question_concept_id,responce_concpet_id,Question,Response removed due to invalid value,q_cnt,a_cnt,ev_prop,q_pt,a_pt,pt_prop,ev_lower_confidence_interval,ev_upper_confidence_interval,pt_lower_confidence_interval,pt_upper_confidence_interval
1310134,1332864,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings of MORE than 50 people.",A few days (1-2 days),127197,4584,0.036038586,71679,3817,0.053251301,0.035014295,0.037062877,0.051607555,0.054895047
1310134,903096,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings of MORE than 50 people.",PMI: Skip,127197,898,0.007059915,71679,885,0.012346712,0.006599795,0.007520035,0.011538305,0.013155119
1310134,1333306,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings of MORE than 50 people.",Most days (3-4 days),127197,261,0.002051935,71679,253,0.003529625,0.001803252,0.002300618,0.003095466,0.003963784
1310134,45881677,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings of MORE than 50 people.",Every day,127197,137,0.001077069,71679,129,0.00179969,0.00089681,0.001257328,0.001489406,0.002109974
1332744,45878245,Are you currently on chemotherapy or immunotherapy?,No,117622,111730,0.94990733,69144,66266,0.958376721,0.948660717,0.951153943,0.956888021,0.959865421
1333299,45880857,"In the past month: Did you use any type of electronic nicotine product? This includes e- cigarettes, vape pens, hookah pens, personal vaporizers and mods, e-cigars, e-pipes, and e-hookahs.","No, never",117622,111147,0.944950775,69144,65745,0.950841722,0.943647356,0.946254194,0.949230248,0.952453196
1333293,45876662,"In your day-to-day life, how often did this happen to you during the past month? You are threatened or harassed.",Never,117622,110140,0.936389451,69144,65667,0.949713641,0.9349947,0.937784202,0.948084749,0.951342533
1332745,45878245,"Do you regularly take immunosuppressant medications (including steroids, methotrexate, biologic agents)?",No,117622,108123,0.919241298,69144,64296,0.929885456,0.91768421,0.920798386,0.927982233,0.931788679
1333298,45876662,"In your day-to-day life, how often did this happen to you during the past month? You are called names or insulted.",Never,117622,106519,0.905604394,69144,63810,0.922856647,0.9039335,0.907275288,0.920867865,0.924845429
1333289,45877994,"Think about the time you spent walking in the last 7 days. During the last 7 days, did you walk for at least 10 minutes at a time?",Yes,117622,95670,0.813368247,69144,59048,0.853985885,0.811141657,0.815594837,0.851353838,0.856617932
1332767,45880857,"In the past month: Did someone in your home smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?","No, never",117622,93214,0.7924878,69144,57381,0.829876779,0.790170288,0.794805312,0.827076125,0.832677433
1333011,45880857,"In the past month: Did you smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?","No, never",117622,89952,0.764754893,69144,55187,0.798145898,0.762330934,0.767178852,0.79515411,0.801137686
1333017,45878582,"In the past month, have you used any of the following drugs? Select all that apply.",None,123878,86029,0.694465523,69144,53226,0.769784797,0.69190041,0.697030636,0.766647017,0.772922577
1333311,45876662,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less respect than other people are.",Never,117622,82677,0.702904219,69144,51733,0.748192179,0.700292658,0.70551578,0.744956898,0.75142746
1333328,45876662,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less courtesy than other people are.",Never,117622,82418,0.70070225,69144,51697,0.747671526,0.698085138,0.703319362,0.744434029,0.750909023
1332848,1333028,Please select the response that best reflects your behavior in the past month. I believe I can grow in positive ways by dealing with difficult situations.,Describes me,117622,60722,0.516246961,69144,42189,0.610161402,0.513391052,0.51910287,0.606526141,0.613796663
1332749,1333116,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Moderately happy,117622,60272,0.512421146,69144,41771,0.604116048,0.50956461,0.515277682,0.600470902,0.607761194
1332833,45876756,What is your current marital status?,Married,117622,68872,0.585536719,69144,40095,0.579876779,0.582721424,0.588352014,0.576197802,0.583555756
1332739,1333028,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",Describes me,117622,56130,0.477206645,69144,39420,0.570114544,0.474352197,0.480061093,0.566424528,0.57380456
1333295,45883172,"In the past 7 days, I was aware that I still had a lot of feelings about COVID-19, but I didn't deal with them.",Not at all,117622,58333,0.495936134,69144,38930,0.563027884,0.49307881,0.498793458,0.559330772,0.566724996
1333024,1333028,Please select the response that best reflects your behavior in the past month. I look for creative ways to alter difficult situations.,Describes me,117622,50953,0.43319277,69144,36287,0.524803309,0.430360973,0.436024567,0.521081056,0.528525562
1333120,45876662,Choose the answer that is true for you in the past month. I am unhappy being so withdrawn.,Never,117622,53255,0.452763939,69144,35698,0.516284855,0.449919301,0.455608577,0.512559991,0.520009719
1333121,45883172,"In the past 2 weeks, how often have you been bothered by the following problem? Becoming easily annoyed or irritable.",Not at all,117622,54088,0.459845947,69144,35489,0.513262177,0.456997758,0.462694136,0.509536647,0.516987707
1332741,1333028,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,Describes me,117622,48267,0.410356906,69144,34996,0.50613213,0.407545787,0.413168025,0.502405569,0.509858691
1333121,45879886,"In the past 2 weeks, how often have you been bothered by the following problem? Becoming easily annoyed or irritable.",Several days,117622,47871,0.406990189,69144,34589,0.500245864,0.404182644,0.409797734,0.496519024,0.503972704
1333221,45882528,Choose the answer that is true for you in the past month. I am an outgoing person.,Sometimes,117622,50586,0.430072605,69144,34540,0.499537198,0.427243269,0.432901941,0.495810359,0.503264037
1332750,45885256,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,Very much,117622,49181,0.418127561,69144,34470,0.498524818,0.41530871,0.420946412,0.494797993,0.502251643
1332866,45881667,"In the past 7 days, other things kept making me think about COVID-19.",A little bit,117622,38706,0.329071092,69144,29790,0.430839986,0.326385828,0.331756356,0.427148969,0.434531003
1332741,45879460,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,Neutral,117622,39079,0.332242268,69144,29384,0.424968182,0.329550481,0.334934055,0.421283543,0.428652821
1333296,45881667,"In the past 7 days, I tried not to think about COVID-19.",A little bit,117622,37209,0.316343881,69144,29301,0.423767789,0.313686203,0.319001559,0.420084519,0.427451059
1333303,45881667,"In the past 7 days, I thought about COVID-19 when I didn't mean to.",A little bit,117622,38715,0.329147608,69144,29217,0.422552933,0.326462185,0.331833031,0.418871071,0.426234795
1333296,45883172,"In the past 7 days, I tried not to think about COVID-19.",Not at all,117622,40614,0.345292547,69144,28810,0.416666667,0.34257535,0.348009744,0.412991952,0.420341382
1333221,45884455,Choose the answer that is true for you in the past month. I am an outgoing person.,Often,117622,41128,0.349662478,69144,27512,0.39789425,0.346937282,0.352387674,0.394245946,0.401542554
1333292,45881667,"In the past 7 days, I felt watchful or on-guard.",A little bit,117622,35329,0.300360477,69144,27037,0.391024529,0.297740712,0.302980242,0.387387282,0.394661776
1333295,45881667,"In the past 7 days, I was aware that I still had a lot of feelings about COVID-19, but I didn't deal with them.",A little bit,117622,33731,0.286774583,69144,26522,0.383576305,0.284190017,0.289359149,0.379951903,0.387200707
1332750,45882006,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,A moderate amount,117622,34936,0.297019265,69144,26195,0.378847044,0.294407898,0.299630632,0.375231263,0.382462825
1333292,45884554,"In the past 7 days, I felt watchful or on-guard.",Moderately,117622,31505,0.267849552,69144,25694,0.371601296,0.265318801,0.270380303,0.367999434,0.375203158
1332835,45879540,"Choose the answer that best describes how you felt in the past month. In uncertain times, I usually expect the best.",Agree a little,117622,32492,0.276240839,69144,25157,0.363834895,0.273685522,0.278796156,0.360248914,0.367420876
1333024,45879460,Please select the response that best reflects your behavior in the past month. I look for creative ways to alter difficult situations.,Neutral,117622,32383,0.275314142,69144,24341,0.352033437,0.272761482,0.277866802,0.348473526,0.355593348
1332866,45884554,"In the past 7 days, other things kept making me think about COVID-19.",Moderately,117622,28740,0.244342045,69144,23922,0.34597362,0.2418864,0.24679769,0.342428018,0.349519222
1333303,45884554,"In the past 7 days, I thought about COVID-19 when I didn't mean to.",Moderately,117622,28470,0.242046556,69144,23540,0.340448918,0.239598764,0.244494348,0.336916915,0.343980921
1332835,45883275,"Choose the answer that best describes how you felt in the past month. In uncertain times, I usually expect the best.",Agree a lot,117622,32967,0.280279199,69144,23158,0.334924216,0.277712463,0.282845935,0.331406347,0.338442085
1333120,45876672,Choose the answer that is true for you in the past month. I am unhappy being so withdrawn.,Rarely,117622,29115,0.247530224,69144,23044,0.333275483,0.24506383,0.249996618,0.329761936,0.33678903
1332835,45880775,"Choose the answer that best describes how you felt in the past month. In uncertain times, I usually expect the best.",Neither agree nor disagree,117622,28716,0.244138001,69144,22569,0.326405762,0.24168305,0.246592952,0.322910748,0.329900776
1332739,45879460,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",Neutral,117622,28760,0.244512081,69144,22212,0.321242624,0.242055858,0.246968304,0.317762099,0.324723149
1333292,45884456,"In the past 7 days, I felt watchful or on-guard.",Quite a bit,117622,26015,0.22117461,69144,20830,0.301255351,0.218802737,0.223546483,0.297835576,0.304675126
1333296,45884554,"In the past 7 days, I tried not to think about COVID-19.",Moderately,117622,25011,0.212638792,69144,20690,0.299230591,0.210300428,0.214977156,0.295817394,0.302643788
1332749,37079442,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Very happy,117622,28686,0.243882947,69144,20590,0.297784334,0.241428865,0.246337029,0.294375883,0.301192785
1332848,1332784,Please select the response that best reflects your behavior in the past month. I believe I can grow in positive ways by dealing with difficult situations.,Describes me very well,117622,27796,0.236316335,69144,20155,0.291493116,0.233888566,0.238744104,0.28810579,0.294880442
1333120,45882528,Choose the answer that is true for you in the past month. I am unhappy being so withdrawn.,Sometimes,117622,25377,0.215750455,69144,19781,0.286084114,0.213399703,0.218101207,0.282715578,0.28945265
1333311,1332783,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less respect than other people are.",A few times a month,117622,25070,0.213140399,69144,19599,0.283451926,0.210800025,0.215480773,0.280092746,0.286811106
1333328,1332783,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less courtesy than other people are.",A few times a month,117622,24650,0.209569638,69144,19468,0.28155733,0.207243691,0.211895585,0.278204973,0.284909687
1332866,45884456,"In the past 7 days, other things kept making me think about COVID-19.",Quite a bit,117622,23149,0.19680842,69144,19101,0.276249566,0.194536279,0.199080561,0.272916714,0.279582418
1333303,45884456,"In the past 7 days, I thought about COVID-19 when I didn't mean to.",Quite a bit,117622,23032,0.195813708,69144,18573,0.268613329,0.193545914,0.198081502,0.265309572,0.271917086
1332848,45879460,Please select the response that best reflects your behavior in the past month. I believe I can grow in positive ways by dealing with difficult situations.,Neutral,117622,23230,0.197497067,69144,17787,0.257245748,0.195221931,0.199772203,0.253987625,0.260503871
1333303,45883172,"In the past 7 days, I thought about COVID-19 when I didn't mean to.",Not at all,117622,22072,0.18765197,69144,16468,0.238169617,0.185420704,0.189883236,0.234994621,0.241344613
1333024,1332784,Please select the response that best reflects your behavior in the past month. I look for creative ways to alter difficult situations.,Describes me very well,117622,22235,0.189037765,69144,16453,0.237952678,0.186800186,0.191275344,0.234778677,0.241126679
1333289,45878245,"Think about the time you spent walking in the last 7 days. During the last 7 days, did you walk for at least 10 minutes at a time?",No,117622,21255,0.18070599,69144,15933,0.230432142,0.178507067,0.182904913,0.227293326,0.233570958
1332739,1332784,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",Describes me very well,117622,21353,0.181539168,69144,15780,0.228219368,0.179336303,0.183742033,0.225091171,0.231347565
1332866,45883172,"In the past 7 days, other things kept making me think about COVID-19.",Not at all,117622,19829,0.168582408,69144,15247,0.220510818,0.166442872,0.170721944,0.217420588,0.223601048
1333221,45876672,Choose the answer that is true for you in the past month. I am an outgoing person.,Rarely,117622,19821,0.168514394,69144,14312,0.206988314,0.166375202,0.170653586,0.203968477,0.210008151
1333011,1333137,"In the past month: Did you smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?","Not currently, but in the past",117622,19779,0.168157318,69144,13960,0.201897489,0.166019935,0.170294701,0.198905461,0.204889517
1333295,45884554,"In the past 7 days, I was aware that I still had a lot of feelings about COVID-19, but I didn't deal with them.",Moderately,117622,16146,0.137270239,69144,13826,0.199959505,0.135303578,0.1392369,0.196978259,0.202940751
1332749,1333079,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Moderately unhappy,117622,16983,0.144386254,69144,13635,0.197197154,0.142377598,0.14639491,0.194231465,0.200162843
1332835,45876909,"Choose the answer that best describes how you felt in the past month. In uncertain times, I usually expect the best.",Disagree a little,117622,15917,0.135323324,69144,12857,0.185945274,0.133368458,0.13727819,0.183045326,0.188845222
1333292,45883172,"In the past 7 days, I felt watchful or on-guard.",Not at all,117622,15647,0.133027835,69144,12142,0.175604535,0.131087049,0.134968621,0.172768533,0.178440537
1332741,1332784,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,Describes me very well,117622,15644,0.133002329,69144,11951,0.172842184,0.131061701,0.134942957,0.170023867,0.175660501
1332750,45876949,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,A little,117622,14348,0.121983983,69144,11261,0.162863011,0.120113704,0.123854262,0.160110809,0.165615213
1332833,45881671,What is your current marital status?,Never married,117622,17735,0.150779616,69144,10993,0.158987042,0.148734654,0.152824578,0.156261499,0.161712585
1332767,1333137,"In the past month: Did someone in your home smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?","Not currently, but in the past",117622,12000,0.102021731,69144,9805,0.141805507,0.100291982,0.10375148,0.139205286,0.144405728
1333296,45884456,"In the past 7 days, I tried not to think about COVID-19.",Quite a bit,117622,11484,0.097634796,69144,9782,0.141472868,0.095938517,0.099331075,0.138875195,0.144070541
1332750,1332850,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,An extreme amount,117622,12127,0.103101461,69144,9682,0.140026611,0.101363629,0.104839293,0.137440074,0.142613148
1332741,1332777,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,Does not describe me,117622,10994,0.093468909,69144,9155,0.132404836,0.091805386,0.095132432,0.129878557,0.134931115
1332833,45883375,What is your current marital status?,Divorced,117622,14350,0.122000986,69144,8609,0.124508273,0.120130595,0.123871377,0.122047362,0.126969184
1333017,1333152,"In the past month, have you used any of the following drugs? Select all that apply.","Cannabis (also called marijuana, pot, weed, grass, hash, concentrates, etc) Please exclude your use of CBD or hemp products",123878,11770,0.095012835,69144,8045,0.116351383,0.093379921,0.096645749,0.113961391,0.118741375
1333121,45878994,"In the past 2 weeks, how often have you been bothered by the following problem? Becoming easily annoyed or irritable.",More than half the days,117622,9272,0.078828791,69144,8014,0.115903043,0.077288806,0.080368776,0.113517055,0.118289031
1332739,1332777,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",Does not describe me,117622,8820,0.074985972,69144,7181,0.103855721,0.073480863,0.076491081,0.101581802,0.10612964
1333292,45879397,"In the past 7 days, I felt watchful or on-guard.",Extremely,117622,8503,0.072290898,69144,7072,0.102279301,0.070810933,0.073770863,0.100020722,0.10453788
1333120,45884455,Choose the answer that is true for you in the past month. I am unhappy being so withdrawn.,Often,117622,8747,0.07436534,69144,6892,0.099676038,0.07286597,0.07586471,0.097443157,0.101908919
1333017,1333159,"In the past month, have you used any of the following drugs? Select all that apply.","Prescription sedatives or prescription sleeping pills (for example, Valium, Ambien, Serepax, Ativan, Xanax, Libriu, etc)",123878,9192,0.074202037,69144,6487,0.093818697,0.072742494,0.07566158,0.09164538,0.095992014
1333298,1332783,"In your day-to-day life, how often did this happen to you during the past month? You are called names or insulted.",A few times a month,117622,7552,0.064205676,69144,6374,0.092184427,0.062804861,0.065606491,0.09002818,0.094340674
1333017,903096,"In the past month, have you used any of the following drugs? Select all that apply.",PMI: Skip,123878,7173,0.057903744,69144,6271,0.090694782,0.056603119,0.059204369,0.088554274,0.09283529
1333024,1332777,Please select the response that best reflects your behavior in the past month. I look for creative ways to alter difficult situations.,Does not describe me,117622,7274,0.061842172,69144,6212,0.08984149,0.060465647,0.063218697,0.087710076,0.091972904
1332767,45881677,"In the past month: Did someone in your home smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?",Every day,117622,8502,0.072282396,69144,6139,0.088785723,0.070802511,0.073762281,0.086665641,0.090905805
1333295,45884456,"In the past 7 days, I was aware that I still had a lot of feelings about COVID-19, but I didn't deal with them.",Quite a bit,117622,6669,0.056698577,69144,5847,0.084562652,0.055376931,0.058020223,0.082488816,0.086636488
1333328,1332782,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less courtesy than other people are.",At least once a week,117622,6590,0.056026934,69144,5759,0.083289946,0.054712672,0.057341196,0.081230345,0.085349547
1332745,45877994,"Do you regularly take immunosuppressant medications (including steroids, methotrexate, biologic agents)?",Yes,117622,8781,0.074654401,69144,5646,0.081655675,0.073152354,0.076156448,0.079614563,0.083696787
1332866,45879397,"In the past 7 days, other things kept making me think about COVID-19.",Extremely,117622,6288,0.053459387,69144,5446,0.078763161,0.052173847,0.054744927,0.076755372,0.08077095
1333311,1332782,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less respect than other people are.",At least once a week,117622,6016,0.051146894,69144,5260,0.076073123,0.049887931,0.052405857,0.07409704,0.078049206
1332835,45877172,"Choose the answer that best describes how you felt in the past month. In uncertain times, I usually expect the best.",Disagree a lot,117622,6621,0.05629049,69144,5259,0.07605866,0.054973324,0.057607656,0.074082749,0.078034571
1332833,45883710,What is your current marital status?,Living with partner,117622,7354,0.062522317,69144,4872,0.070461645,0.061138745,0.063905889,0.068554073,0.072369217
1333121,45882010,"In the past 2 weeks, how often have you been bothered by the following problem? Becoming easily annoyed or irritable.",Nearly every day,117622,5551,0.047193552,69144,4540,0.065660072,0.045981706,0.048405398,0.063813892,0.067506252
1333293,1332783,"In your day-to-day life, how often did this happen to you during the past month? You are threatened or harassed.",A few times a month,117622,4916,0.041794902,69144,4228,0.06114775,0.040651248,0.042938556,0.059361839,0.062933661
1333303,45879397,"In the past 7 days, I thought about COVID-19 when I didn't mean to.",Extremely,117622,4719,0.040120046,69144,4084,0.059065139,0.038998562,0.04124153,0.057307959,0.060822319
1333221,45876662,Choose the answer that is true for you in the past month. I am an outgoing person.,Never,117622,5248,0.044617504,69144,3945,0.057054842,0.043437604,0.045797404,0.05532598,0.058783704
1332833,45883711,What is your current marital status?,Widowed,117622,6471,0.055015218,69144,3760,0.054379266,0.053712178,0.056318258,0.052689035,0.056069497
1332744,45877994,Are you currently on chemotherapy or immunotherapy?,Yes,117622,5350,0.045484688,69144,3449,0.049881407,0.044293918,0.046675458,0.048258741,0.051504073
1332749,1333078,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Very unhappy,117622,3920,0.033327099,69144,3371,0.048753326,0.032301347,0.034352851,0.047148162,0.05035849
1332848,1332777,Please select the response that best reflects your behavior in the past month. I believe I can grow in positive ways by dealing with difficult situations.,Does not describe me,117622,3922,0.033344102,69144,3326,0.048102511,0.032318097,0.034370107,0.046507551,0.049697471
1333024,1333125,Please select the response that best reflects your behavior in the past month. I look for creative ways to alter difficult situations.,Does not describe me at all,117622,3782,0.032153849,69144,3311,0.047885572,0.031145703,0.033161995,0.046294031,0.049477113
1333011,45881677,"In the past month: Did you smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?",Every day,117622,4653,0.039558926,69144,3172,0.045875275,0.038444987,0.040672865,0.044315856,0.047434694
1333017,1333169,"In the past month, have you used any of the following drugs? Select all that apply.","Prescription opioids (for example, fentanyl, oxycodone [OxyContin, Percocet], hydrocodone [Vicodin], methadone, buprenorphine, etc)",123878,4060,0.032774181,69144,2983,0.043141849,0.031782708,0.033765654,0.041627437,0.044656261
1332749,1333072,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Extremely happy,117622,3572,0.030368468,69144,2921,0.04224517,0.029387808,0.031349128,0.040745877,0.043744463
1332750,45883172,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,Not at all,117622,3346,0.028447059,69144,2653,0.038369201,0.027496989,0.029397129,0.036937454,0.039800948
1332767,45883381,"In the past month: Did someone in your home smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?",Some days,117622,2978,0.025318393,69144,2519,0.036431216,0.024420647,0.026216139,0.03503469,0.037827742
1333299,1333137,"In the past month: Did you use any type of electronic nicotine product? This includes e- cigarettes, vape pens, hookah pens, personal vaporizers and mods, e-cigars, e-pipes, and e-hookahs.","Not currently, but in the past",117622,3106,0.026406625,69144,2480,0.035867176,0.025490301,0.027322949,0.034481097,0.037253255
1333328,45883856,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less courtesy than other people are.",Almost every day,117622,2723,0.023150431,69144,2289,0.033104825,0.022291027,0.024009835,0.031771285,0.034438365
1332741,1333125,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,Does not describe me at all,117622,2611,0.022198228,69144,2280,0.032974662,0.021356274,0.023040182,0.031643656,0.034305668
1333311,45883856,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less respect than other people are.",Almost every day,117622,2687,0.022844366,69144,2231,0.032265996,0.021990528,0.023698204,0.030948888,0.033583104
1332750,45876636,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,Don't know,117622,2384,0.020268317,69144,2181,0.031542867,0.019463001,0.021073633,0.030240115,0.032845619
1333296,45879397,"In the past 7 days, I tried not to think about COVID-19.",Extremely,117622,2437,0.020718913,69144,2176,0.031470554,0.019904882,0.021532944,0.030169248,0.03277186
1333017,1333155,"In the past month, have you used any of the following drugs? Select all that apply.","Prescription stimulants (for example, Ritalin, Concerta, Dexedrine, Adderall, Focalin, Didrex, etc)",123878,3076,0.024830882,69144,2110,0.030516025,0.023964345,0.025697419,0.029233974,0.031798076
1333011,45883381,"In the past month: Did you smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?",Some days,117622,2360,0.020064274,69144,1918,0.027739211,0.019262939,0.020865609,0.026515132,0.02896329
1333295,45879397,"In the past 7 days, I was aware that I still had a lot of feelings about COVID-19, but I didn't deal with them.",Extremely,117622,1857,0.015787863,69144,1660,0.024007868,0.015075486,0.01650024,0.022866907,0.025148829
1333298,1332782,"In your day-to-day life, how often did this happen to you during the past month? You are called names or insulted.",At least once a week,117622,1623,0.013798439,69144,1457,0.021071966,0.013131783,0.014465095,0.020001436,0.022142496
1332739,1333125,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",Does not describe me at all,117622,1674,0.014232031,69144,1441,0.020840565,0.013555131,0.014908931,0.019775804,0.021905326
1332749,45876636,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Don't know,117622,1558,0.013245821,69144,1425,0.020609163,0.012592468,0.013899174,0.019550204,0.021668122
1332749,1332837,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Extremely unhappy,117622,1518,0.012905749,69144,1273,0.018410853,0.012260727,0.013550771,0.017408842,0.019412864
1333328,903096,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less courtesy than other people are.",PMI: Skip,117622,1241,0.010550747,69144,1178,0.017036908,0.009966842,0.011134652,0.016072336,0.01800148
1333017,45878142,"In the past month, have you used any of the following drugs? Select all that apply.",Other,123878,1265,0.01021166,69144,1128,0.01631378,0.009651812,0.010771508,0.015369553,0.017258007
1333311,903096,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less respect than other people are.",PMI: Skip,117622,1172,0.009964122,69144,1120,0.016198079,0.009396514,0.01053173,0.015257151,0.017139007
1332833,45884459,What is your current marital status?,Separated,117622,1588,0.013500876,69144,1105,0.015981141,0.012841348,0.014160404,0.015046432,0.01691585
1333120,903096,Choose the answer that is true for you in the past month. I am unhappy being so withdrawn.,PMI: Skip,117622,1128,0.009590043,69144,1075,0.015547264,0.009033086,0.010147,0.014625127,0.016469401
1333298,903096,"In your day-to-day life, how often did this happen to you during the past month? You are called names or insulted.",PMI: Skip,117622,1098,0.009334988,69144,1052,0.015214625,0.008785417,0.009884559,0.014302252,0.016126998
1333299,45881677,"In the past month: Did you use any type of electronic nicotine product? This includes e- cigarettes, vape pens, hookah pens, personal vaporizers and mods, e-cigars, e-pipes, and e-hookahs.",Every day,117622,1457,0.012387138,69144,1045,0.015113387,0.011755043,0.013019233,0.014204008,0.016022766
1333293,903096,"In your day-to-day life, how often did this happen to you during the past month? You are threatened or harassed.",PMI: Skip,117622,1086,0.009232967,69144,1038,0.015012149,0.008686379,0.009779555,0.014105774,0.015918524
1332741,903096,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,PMI: Skip,117622,1027,0.00873136,69144,975,0.014101007,0.008199692,0.009263028,0.013222162,0.014979852
1333024,903096,Please select the response that best reflects your behavior in the past month. I look for creative ways to alter difficult situations.,PMI: Skip,117622,995,0.008459302,69144,961,0.013898531,0.007935911,0.008982693,0.013025929,0.014771133
1333299,903096,"In the past month: Did you use any type of electronic nicotine product? This includes e- cigarettes, vape pens, hookah pens, personal vaporizers and mods, e-cigars, e-pipes, and e-hookahs.",PMI: Skip,117622,959,0.008153237,69144,937,0.013551429,0.007639322,0.008667152,0.012689641,0.014413217
1332848,903096,Please select the response that best reflects your behavior in the past month. I believe I can grow in positive ways by dealing with difficult situations.,PMI: Skip,117622,946,0.008042713,69144,918,0.01327664,0.007532265,0.008553161,0.012423515,0.014129765
1332767,903096,"In the past month: Did someone in your home smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?",PMI: Skip,117622,928,0.007889681,69144,906,0.013103089,0.007384073,0.008395289,0.012255484,0.013950694
1333293,1332782,"In your day-to-day life, how often did this happen to you during the past month? You are threatened or harassed.",At least once a week,117622,974,0.008280764,69144,898,0.012987389,0.007762879,0.008798649,0.012143485,0.013831293
1332866,903096,"In the past 7 days, other things kept making me think about COVID-19.",PMI: Skip,117622,910,0.007736648,69144,897,0.012972926,0.007235929,0.008237367,0.012129486,0.013816366
1332835,903096,"Choose the answer that best describes how you felt in the past month. In uncertain times, I usually expect the best.",PMI: Skip,117622,909,0.007728146,69144,883,0.01277045,0.0072277,0.008228592,0.011933532,0.013607368
1332848,1333125,Please select the response that best reflects your behavior in the past month. I believe I can grow in positive ways by dealing with difficult situations.,Does not describe me at all,117622,1006,0.008552822,69144,879,0.0127126,0.008026571,0.009079073,0.011877555,0.013547645
1332739,903096,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",PMI: Skip,117622,885,0.007524103,69144,866,0.012524586,0.007030257,0.008017949,0.01169566,0.013353512
1333295,903096,"In the past 7 days, I was aware that I still had a lot of feelings about COVID-19, but I didn't deal with them.",PMI: Skip,117622,886,0.007532604,69144,860,0.012437811,0.007038482,0.008026726,0.011611725,0.013263897
1333011,903096,"In the past month: Did you smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?",PMI: Skip,117622,878,0.00746459,69144,847,0.012249798,0.006972687,0.007956493,0.011429902,0.013069694
1333296,903096,"In the past 7 days, I tried not to think about COVID-19.",PMI: Skip,117622,867,0.00737107,69144,843,0.012191947,0.006882235,0.007859905,0.011373965,0.013009929
1333299,45883381,"In the past month: Did you use any type of electronic nicotine product? This includes e- cigarettes, vape pens, hookah pens, personal vaporizers and mods, e-cigars, e-pipes, and e-hookahs.",Some days,117622,953,0.008102226,69144,842,0.012177485,0.007589908,0.008614544,0.011359982,0.012994988
