observation_concept_id,value_as_concept_id.x,value_as_concept_id.y,Response_count,concept_name.x,concept_name.y,concept_name
1333121,45882010,45879886,425,"In the past 2 weeks, how often have you been bothered by the following problem? Becoming easily annoyed or irritable.",Nearly every day,Several days
1332735,903096,1333148,424,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people.",PMI: Skip,None of the days (0 days)
1332735,1333148,903096,424,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people.",None of the days (0 days),PMI: Skip
1310051,45879199,45883772,420,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people. How often did you wear a face mask or face covering?",Most of the time,All of the time
1332866,45883172,45884554,419,"In the past 7 days, other things kept making me think about COVID-19.",Not at all,Moderately
1333292,45879397,45884554,419,"In the past 7 days, I felt watchful or on-guard.",Extremely,Moderately
1333104,1333130,1333142,414,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Connecting with others, including talking with people you trust about your concerns and how you are feeling","Increasing watching, reading, or listening to news stories, including social media"
1332762,1333148,903096,413,"Thinking about your current social habits, in the last 5 days: I have visited nursing homes or long-term care facilities (outside of work duties).",None of the days (0 days),PMI: Skip
1333104,1333130,1333226,413,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Connecting with others, including talking with people you trust about your concerns and how you are feeling","Taking care of your body, such as taking deep breaths, stretching, or meditating"
1333291,1332771,1333138,412,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Worked reduced hours,Worked more hours than usual
1310132,45879592,1310086,411,"When a COVID-19 vaccine is available, how likely are you to want to receive vaccination?",Likely,I do not know yet
1333024,1332777,1333028,408,Please select the response that best reflects your behavior in the past month. I look for creative ways to alter difficult situations.,Does not describe me,Describes me
1332734,1333148,903096,403,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 people.",None of the days (0 days),PMI: Skip
1333104,1333340,1332761,401,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Engaging in healthy behaviors like trying to eat healthy, well-balanced meals, exercising regularly, getting plenty of sleep, or avoiding alcohol and drugs",Delaying medical care for conditions other than COVID-19
1310133,1310090,36308333,400,"If you know it, what is your blood group?",I don't know my blood group for certain,Group A
1332741,45879460,1332784,400,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,Neutral,Describes me very well
1333104,1333142,1333170,400,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Increasing watching, reading, or listening to news stories, including social media","None of the above (if selected, no other response options are available"
1333296,45884456,45883172,397,"In the past 7 days, I tried not to think about COVID-19.",Quite a bit,Not at all
1333017,45878582,1333152,395,"In the past month, have you used any of the following drugs? Select all that apply.",None,"Cannabis (also called marijuana, pot, weed, grass, hash, concentrates, etc) Please exclude your use of CBD or hemp products"
1332767,45880857,45881677,394,"In the past month: Did someone in your home smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?","No, never",Every day
1333292,45883172,45884554,394,"In the past 7 days, I felt watchful or on-guard.",Not at all,Moderately
1332762,903096,1333148,393,"Thinking about your current social habits, in the last 5 days: I have visited nursing homes or long-term care facilities (outside of work duties).",PMI: Skip,None of the days (0 days)
1332741,1332784,45879460,391,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,Describes me very well,Neutral
1332739,1333028,1332777,390,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",Describes me,Does not describe me
1333102,45883172,45883539,389,"In the past month, have recommendations for socially distancing caused stress for you?",Not at all,A lot
1332866,45884456,45883172,388,"In the past 7 days, other things kept making me think about COVID-19.",Quite a bit,Not at all
1333104,1333133,1332761,387,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Taking breaks from watching, reading, or listening to news stories, including social media",Delaying medical care for conditions other than COVID-19
1333104,1333142,1333226,384,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Increasing watching, reading, or listening to news stories, including social media","Taking care of your body, such as taking deep breaths, stretching, or meditating"
1333303,45884456,45883172,382,"In the past 7 days, I thought about COVID-19 when I didn't mean to.",Quite a bit,Not at all
1333300,45882528,45883772,380,"Now, thinking about the COVID-19 recommendations and mandates...How often in the past month are you doing the recommended pandemic hygiene?",Sometimes,All of the time
1333104,1332789,1333170,379,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Making time to relax,"None of the above (if selected, no other response options are available"
1310132,45877241,1310086,377,"When a COVID-19 vaccine is available, how likely are you to want to receive vaccination?",Unlikely,I do not know yet
1332762,1332864,1333148,375,"Thinking about your current social habits, in the last 5 days: I have visited nursing homes or long-term care facilities (outside of work duties).",A few days (1-2 days),None of the days (0 days)
1332801,1332799,1332791,375,Do you think you have used more or less cannabis in the past month than you used to?,More often than usual,The same as usual
1333300,45883772,45882528,375,"Now, thinking about the COVID-19 recommendations and mandates...How often in the past month are you doing the recommended pandemic hygiene?",All of the time,Sometimes
1310051,45883772,903096,374,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people. How often did you wear a face mask or face covering?",All of the time,PMI: Skip
1310056,45879199,45883772,367,"Thinking about your current social habits, in the last 5 days: I have gone on shopping trips or outings that were ""just for fun."" How often did you wear a face mask or face covering?",Most of the time,All of the time
1332750,45885256,45876949,365,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,Very much,A little
1332847,1333233,1333240,363,"In the past month, have the following behaviors increased in your household? Select all that apply.",Interpersonal conflict with friends or coworkers,Snapping at or yelling at family members
1333104,1333142,1333130,363,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Increasing watching, reading, or listening to news stories, including social media","Connecting with others, including talking with people you trust about your concerns and how you are feeling"
1333299,1333137,45880857,362,"In the past month: Did you use any type of electronic nicotine product? This includes e- cigarettes, vape pens, hookah pens, personal vaporizers and mods, e-cigars, e-pipes, and e-hookahs.","Not currently, but in the past","No, never"
1333328,45876662,1332782,362,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less courtesy than other people are.",Never,At least once a week
1310133,1310090,36309715,360,"If you know it, what is your blood group?",I don't know my blood group for certain,Group O
1333291,1333029,1332771,358,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",I became unemployed,Worked reduced hours
1310142,45877994,45876636,357,Do you plan to get the flu vaccine this season?,Yes,Don't know
1333291,1332771,1333150,355,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Worked reduced hours,Income or pay has been reduced
1310132,45880190,1310086,351,"When a COVID-19 vaccine is available, how likely are you to want to receive vaccination?",Very likely,I do not know yet
1333121,45878994,45882010,346,"In the past 2 weeks, how often have you been bothered by the following problem? Becoming easily annoyed or irritable.",More than half the days,Nearly every day
1333104,1333143,1333340,345,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Eating high fat or sugary foods,"Engaging in healthy behaviors like trying to eat healthy, well-balanced meals, exercising regularly, getting plenty of sleep, or avoiding alcohol and drugs"
1333311,1332782,45876662,343,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less respect than other people are.",At least once a week,Never
1333104,1333226,1333142,342,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Taking care of your body, such as taking deep breaths, stretching, or meditating","Increasing watching, reading, or listening to news stories, including social media"
1310136,1310130,1310129,341,"In the past month, did you have a child(ren) enrolled in childcare centers, schools, or colleges that are learning remotely because of COVID-19?","Yes, at home part of the time","Yes, at home full time"
1333299,45880857,1333137,339,"In the past month: Did you use any type of electronic nicotine product? This includes e- cigarettes, vape pens, hookah pens, personal vaporizers and mods, e-cigars, e-pipes, and e-hookahs.","No, never","Not currently, but in the past"
1333325,903096,45878245,339,"In the past month, have you been sick for more than one day with a new illness related to COVID-19 or flu-like symptoms?",PMI: Skip,No
1333024,45879460,1332784,338,Please select the response that best reflects your behavior in the past month. I look for creative ways to alter difficult situations.,Neutral,Describes me very well
1310051,45883772,45879199,336,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people. How often did you wear a face mask or face covering?",All of the time,Most of the time
1332744,45878245,45877994,336,Are you currently on chemotherapy or immunotherapy?,No,Yes
1333104,1333144,1332789,335,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Eating more food than usual,Making time to relax
1333295,45881667,45884456,335,"In the past 7 days, I was aware that I still had a lot of feelings about COVID-19, but I didn't deal with them.",A little bit,Quite a bit
1333104,1333340,1333144,334,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Engaging in healthy behaviors like trying to eat healthy, well-balanced meals, exercising regularly, getting plenty of sleep, or avoiding alcohol and drugs",Eating more food than usual
1333121,45879886,45882010,332,"In the past 2 weeks, how often have you been bothered by the following problem? Becoming easily annoyed or irritable.",Several days,Nearly every day
1332738,903096,1333148,329,"Thinking about your current social habits, in the last 5 days: I have gone on shopping trips or outings that were ""just for fun"".",PMI: Skip,None of the days (0 days)
1333024,1333125,45879460,329,Please select the response that best reflects your behavior in the past month. I look for creative ways to alter difficult situations.,Does not describe me at all,Neutral
1333104,1333133,1333030,329,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Taking breaks from watching, reading, or listening to news stories, including social media",Drinking alcohol
1333325,45878245,903096,329,"In the past month, have you been sick for more than one day with a new illness related to COVID-19 or flu-like symptoms?",No,PMI: Skip
1310132,45877240,1310086,328,"When a COVID-19 vaccine is available, how likely are you to want to receive vaccination?",Very unlikely,I do not know yet
1310133,36309715,1310090,328,"If you know it, what is your blood group?",Group O,I don't know my blood group for certain
1333104,1333340,1333199,327,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Engaging in healthy behaviors like trying to eat healthy, well-balanced meals, exercising regularly, getting plenty of sleep, or avoiding alcohol and drugs",Contacting a healthcare provider
1332750,45876949,45885256,326,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,A little,Very much
1332735,1333148,45881677,325,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people.",None of the days (0 days),Every day
1333291,1333123,1333170,325,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Worked with children at home with me,"None of the above (if selected, no other response options are available"
1333104,1333340,1333143,323,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Engaging in healthy behaviors like trying to eat healthy, well-balanced meals, exercising regularly, getting plenty of sleep, or avoiding alcohol and drugs",Eating high fat or sugary foods
1333024,1333028,1332777,321,Please select the response that best reflects your behavior in the past month. I look for creative ways to alter difficult situations.,Describes me,Does not describe me
1332835,45877172,45880775,320,"Choose the answer that best describes how you felt in the past month. In uncertain times, I usually expect the best.",Disagree a lot,Neither agree nor disagree
1333294,1333141,1333170,319,"In the past month, have you experienced the following as a result of COVID-19? Select all that apply.",Did not have enough money to pay for medications,"None of the above (if selected, no other response options are available"
1332749,1333079,1333078,318,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Moderately unhappy,Very unhappy
1310133,36308333,1310090,317,"If you know it, what is your blood group?",Group A,I don't know my blood group for certain
1332744,45877994,45878245,316,Are you currently on chemotherapy or immunotherapy?,Yes,No
1332750,45883172,45876949,316,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,Not at all,A little
1333104,1333133,1333199,316,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Taking breaks from watching, reading, or listening to news stories, including social media",Contacting a healthcare provider
1333104,1333143,1332789,315,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Eating high fat or sugary foods,Making time to relax
1333104,1333144,1333143,315,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Eating more food than usual,Eating high fat or sugary foods
1333104,1333144,1333142,312,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Eating more food than usual,"Increasing watching, reading, or listening to news stories, including social media"
1310142,45877994,45878245,308,Do you plan to get the flu vaccine this season?,Yes,No
1333104,1333340,1333030,307,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Engaging in healthy behaviors like trying to eat healthy, well-balanced meals, exercising regularly, getting plenty of sleep, or avoiding alcohol and drugs",Drinking alcohol
1333291,1333029,1333170,307,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",I became unemployed,"None of the above (if selected, no other response options are available"
1333104,1333030,1333133,304,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Drinking alcohol,"Taking breaks from watching, reading, or listening to news stories, including social media"
1333104,1333142,1333144,302,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Increasing watching, reading, or listening to news stories, including social media",Eating more food than usual
1333104,1333143,1333144,300,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Eating high fat or sugary foods,Eating more food than usual
1333291,1333170,1333138,300,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.","None of the above (if selected, no other response options are available",Worked more hours than usual
1333311,45876662,1332782,299,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less respect than other people are.",Never,At least once a week
1310132,1310086,45877240,294,"When a COVID-19 vaccine is available, how likely are you to want to receive vaccination?",I do not know yet,Very unlikely
1310132,1310086,45877241,291,"When a COVID-19 vaccine is available, how likely are you to want to receive vaccination?",I do not know yet,Unlikely
1333105,45881677,1332864,291,"Thinking about your current social habits, in the last 5 days: I have gone to my workplace or volunteer site that is outside my home.",Every day,A few days (1-2 days)
1333024,1332784,45879460,289,Please select the response that best reflects your behavior in the past month. I look for creative ways to alter difficult situations.,Describes me very well,Neutral
1333104,1333143,1333142,287,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Eating high fat or sugary foods,"Increasing watching, reading, or listening to news stories, including social media"
1333291,1333134,1333170,287,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Had serious financial problems,"None of the above (if selected, no other response options are available"
1332739,1332784,45879460,285,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",Describes me very well,Neutral
1333291,1333150,1333138,284,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Income or pay has been reduced,Worked more hours than usual
1333301,45881677,45876636,281,"Thinking about your current social habits, in the last 5 days: I have been in close contact with someone who is in a risk group for COVID-19. This includes someone inside or outside of your household.",Every day,Don't know
1333104,903096,1333340,279,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",PMI: Skip,"Engaging in healthy behaviors like trying to eat healthy, well-balanced meals, exercising regularly, getting plenty of sleep, or avoiding alcohol and drugs"
1333104,1333030,1333340,277,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Drinking alcohol,"Engaging in healthy behaviors like trying to eat healthy, well-balanced meals, exercising regularly, getting plenty of sleep, or avoiding alcohol and drugs"
1310051,45879199,45879198,276,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people. How often did you wear a face mask or face covering?",Most of the time,Some of the time
1310051,903096,45879199,275,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people. How often did you wear a face mask or face covering?",PMI: Skip,Most of the time
1332749,1333078,1333116,275,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Very unhappy,Moderately happy
1333291,903096,1333138,274,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",PMI: Skip,Worked more hours than usual
1310139,1310073,45879534,273,"Compared with when they were in in person school or a childcare center, how much time are you spending on helping your children with learning activities provided by their schools or childcare center?",A little more,About the same
1310138,1310112,1310073,271,"Compared with when they were in person at school or a childcare center, how much time are you spending on care and supervision of your children?",Much more,A little more
1332767,45880857,45883381,271,"In the past month: Did someone in your home smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?","No, never",Some days
1310139,1310112,1310073,270,"Compared with when they were in in person school or a childcare center, how much time are you spending on helping your children with learning activities provided by their schools or childcare center?",Much more,A little more
1333104,1333142,1333143,270,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Increasing watching, reading, or listening to news stories, including social media",Eating high fat or sugary foods
1333104,1333144,1333130,270,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Eating more food than usual,"Connecting with others, including talking with people you trust about your concerns and how you are feeling"
1332866,45879397,45881667,269,"In the past 7 days, other things kept making me think about COVID-19.",Extremely,A little bit
1332734,1333148,1333306,267,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 people.",None of the days (0 days),Most days (3-4 days)
1310051,45879199,903096,265,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people. How often did you wear a face mask or face covering?",Most of the time,PMI: Skip
1332739,45879460,1332784,265,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",Neutral,Describes me very well
1333296,45883172,45884456,265,"In the past 7 days, I tried not to think about COVID-19.",Not at all,Quite a bit
1310056,45883772,45879199,264,"Thinking about your current social habits, in the last 5 days: I have gone on shopping trips or outings that were ""just for fun."" How often did you wear a face mask or face covering?",All of the time,Most of the time
1333295,45884456,45883172,263,"In the past 7 days, I was aware that I still had a lot of feelings about COVID-19, but I didn't deal with them.",Quite a bit,Not at all
1333292,45884554,45879397,262,"In the past 7 days, I felt watchful or on-guard.",Moderately,Extremely
1333294,903096,1333223,262,"In the past month, have you experienced the following as a result of COVID-19? Select all that apply.",PMI: Skip,Not enough money to pay rent
1333104,1333143,1333130,261,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Eating high fat or sugary foods,"Connecting with others, including talking with people you trust about your concerns and how you are feeling"
1333104,1333142,1332761,260,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Increasing watching, reading, or listening to news stories, including social media",Delaying medical care for conditions other than COVID-19
1332750,45876949,45883172,258,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,A little,Not at all
1310132,45877240,45877241,257,"When a COVID-19 vaccine is available, how likely are you to want to receive vaccination?",Very unlikely,Unlikely
1333291,1333242,1333029,256,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Worked remotely or from home more than you used to before COVID-19,I became unemployed
1333303,45879397,45884554,256,"In the past 7 days, I thought about COVID-19 when I didn't mean to.",Extremely,Moderately
1333104,1332789,1333144,255,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Making time to relax,Eating more food than usual
1332763,1332743,903096,254,"Have you EVER been near someone that you know, or suspect, had COVID-19 (such as co-workers, family members, or others)? Select all that apply.",Not that I know of,PMI: Skip
1333119,1333003,903096,253,"Thinking about these activities in the last 5 days, my social interaction with people outside my home was.",A lot less than normal,PMI: Skip
1332835,45876909,45883275,252,"Choose the answer that best describes how you felt in the past month. In uncertain times, I usually expect the best.",Disagree a little,Agree a lot
1333104,1333130,1333144,250,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Connecting with others, including talking with people you trust about your concerns and how you are feeling",Eating more food than usual
1310138,1310073,45879534,249,"Compared with when they were in person at school or a childcare center, how much time are you spending on care and supervision of your children?",A little more,About the same
1333024,45879460,1333125,249,Please select the response that best reflects your behavior in the past month. I look for creative ways to alter difficult situations.,Neutral,Does not describe me at all
1310051,45879198,45879199,248,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people. How often did you wear a face mask or face covering?",Some of the time,Most of the time
1333119,903096,1333003,247,"Thinking about these activities in the last 5 days, my social interaction with people outside my home was.",PMI: Skip,A lot less than normal
1310140,903096,45878245,246,"Do you have a child(ren) that are currently enrolled in childcare centers, schools, or colleges?",PMI: Skip,No
1332835,45880775,45877172,246,"Choose the answer that best describes how you felt in the past month. In uncertain times, I usually expect the best.",Neither agree nor disagree,Disagree a lot
1332848,1332784,45879460,246,Please select the response that best reflects your behavior in the past month. I believe I can grow in positive ways by dealing with difficult situations.,Describes me very well,Neutral
1333104,1333170,1333340,246,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","None of the above (if selected, no other response options are available","Engaging in healthy behaviors like trying to eat healthy, well-balanced meals, exercising regularly, getting plenty of sleep, or avoiding alcohol and drugs"
1310138,1310073,1310112,243,"Compared with when they were in person at school or a childcare center, how much time are you spending on care and supervision of your children?",A little more,Much more
1310138,45879534,1310073,242,"Compared with when they were in person at school or a childcare center, how much time are you spending on care and supervision of your children?",About the same,A little more
1310139,45879534,1310073,242,"Compared with when they were in in person school or a childcare center, how much time are you spending on helping your children with learning activities provided by their schools or childcare center?",About the same,A little more
1332767,45883381,45880857,242,"In the past month: Did someone in your home smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?",Some days,"No, never"
1310051,45879198,45876662,241,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people. How often did you wear a face mask or face covering?",Some of the time,Never
1332763,903096,1332743,240,"Have you EVER been near someone that you know, or suspect, had COVID-19 (such as co-workers, family members, or others)? Select all that apply.",PMI: Skip,Not that I know of
1333291,1333123,1333138,240,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Worked with children at home with me,Worked more hours than usual
1333292,45884456,45883172,240,"In the past 7 days, I felt watchful or on-guard.",Quite a bit,Not at all
1333104,1332789,1333143,239,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Making time to relax,Eating high fat or sugary foods
1333301,1332864,45876636,238,"Thinking about your current social habits, in the last 5 days: I have been in close contact with someone who is in a risk group for COVID-19. This includes someone inside or outside of your household.",A few days (1-2 days),Don't know
1310052,903096,45879199,237,"Thinking about your current social habits, in the last 5 days: I have gone to my workplace or volunteer site that is outside my home. How often did you wear a face mask or face covering?",PMI: Skip,Most of the time
1310052,45879199,903096,237,"Thinking about your current social habits, in the last 5 days: I have gone to my workplace or volunteer site that is outside my home. How often did you wear a face mask or face covering?",Most of the time,PMI: Skip
1333102,45876949,903096,236,"In the past month, have recommendations for socially distancing caused stress for you?",A little,PMI: Skip
1332750,45876636,45882006,235,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,Don't know,A moderate amount
1333291,1333150,1333029,235,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Income or pay has been reduced,I became unemployed
1333294,1333170,1333146,235,"In the past month, have you experienced the following as a result of COVID-19? Select all that apply.","None of the above (if selected, no other response options are available",Not enough money to pay for food
1333298,903096,45876662,235,"In your day-to-day life, how often did this happen to you during the past month? You are called names or insulted.",PMI: Skip,Never
1333120,45884455,45876672,234,Choose the answer that is true for you in the past month. I am unhappy being so withdrawn.,Often,Rarely
1333104,1333144,1333226,233,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Eating more food than usual,"Taking care of your body, such as taking deep breaths, stretching, or meditating"
1333293,903096,45876662,233,"In your day-to-day life, how often did this happen to you during the past month? You are threatened or harassed.",PMI: Skip,Never
1332750,1332850,45882006,231,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,An extreme amount,A moderate amount
1332769,1332766,1332778,231,Who do you know who has died? Check all that apply.,Friend,Neighbor
1310134,903096,1333148,230,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings of MORE than 50 people.",PMI: Skip,None of the days (0 days)
1333299,903096,45880857,230,"In the past month: Did you use any type of electronic nicotine product? This includes e- cigarettes, vape pens, hookah pens, personal vaporizers and mods, e-cigars, e-pipes, and e-hookahs.",PMI: Skip,"No, never"
1332741,1333125,45879460,228,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,Does not describe me at all,Neutral
1333104,1333130,1333143,228,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Connecting with others, including talking with people you trust about your concerns and how you are feeling",Eating high fat or sugary foods
1310139,1310073,1310112,227,"Compared with when they were in in person school or a childcare center, how much time are you spending on helping your children with learning activities provided by their schools or childcare center?",A little more,Much more
1333293,45876662,903096,227,"In your day-to-day life, how often did this happen to you during the past month? You are threatened or harassed.",Never,PMI: Skip
1333294,1333145,1333170,227,"In the past month, have you experienced the following as a result of COVID-19? Select all that apply.",Not enough money to pay for gas,"None of the above (if selected, no other response options are available"
1333294,903096,1333146,226,"In the past month, have you experienced the following as a result of COVID-19? Select all that apply.",PMI: Skip,Not enough money to pay for food
1333300,903096,45883772,226,"Now, thinking about the COVID-19 recommendations and mandates...How often in the past month are you doing the recommended pandemic hygiene?",PMI: Skip,All of the time
1310051,903096,45879198,225,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people. How often did you wear a face mask or face covering?",PMI: Skip,Some of the time
1332749,45876636,1333116,225,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Don't know,Moderately happy
1333291,903096,1333150,225,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",PMI: Skip,Income or pay has been reduced
1333291,1333029,1333150,225,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",I became unemployed,Income or pay has been reduced
1332847,1333170,903096,224,"In the past month, have the following behaviors increased in your household? Select all that apply.","None of the above (if selected, no other response options are available",PMI: Skip
1333120,45876672,45884455,223,Choose the answer that is true for you in the past month. I am unhappy being so withdrawn.,Rarely,Often
1333298,45876662,903096,222,"In your day-to-day life, how often did this happen to you during the past month? You are called names or insulted.",Never,PMI: Skip
1310132,45877241,45877240,219,"When a COVID-19 vaccine is available, how likely are you to want to receive vaccination?",Unlikely,Very unlikely
1332735,1332864,45881677,219,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people.",A few days (1-2 days),Every day
1332848,1332777,1333028,219,Please select the response that best reflects your behavior in the past month. I believe I can grow in positive ways by dealing with difficult situations.,Does not describe me,Describes me
1333104,1332789,1332761,219,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Making time to relax,Delaying medical care for conditions other than COVID-19
1333104,1333130,1333170,218,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Connecting with others, including talking with people you trust about your concerns and how you are feeling","None of the above (if selected, no other response options are available"
713888,1310118,836874,217,When did your COVID-19 symptoms begin?,September or October 2020,November or December 2020
1333017,45878582,1333169,217,"In the past month, have you used any of the following drugs? Select all that apply.",None,"Prescription opioids (for example, fentanyl, oxycodone [OxyContin, Percocet], hydrocodone [Vicodin], methadone, buprenorphine, etc)"
1333104,1332789,1333199,217,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Making time to relax,Contacting a healthcare provider
1333017,1333169,45878582,216,"In the past month, have you used any of the following drugs? Select all that apply.","Prescription opioids (for example, fentanyl, oxycodone [OxyContin, Percocet], hydrocodone [Vicodin], methadone, buprenorphine, etc)",None
1310134,1333148,903096,215,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings of MORE than 50 people.",None of the days (0 days),PMI: Skip
1310136,1310114,1310130,214,"In the past month, did you have a child(ren) enrolled in childcare centers, schools, or colleges that are learning remotely because of COVID-19?","No, at care, school or college full time","Yes, at home part of the time"
1333291,1333029,1333242,213,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",I became unemployed,Worked remotely or from home more than you used to before COVID-19
1333291,1333170,1332771,212,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.","None of the above (if selected, no other response options are available",Worked reduced hours
1333294,903096,1333141,211,"In the past month, have you experienced the following as a result of COVID-19? Select all that apply.",PMI: Skip,Did not have enough money to pay for medications
